#lean
idx,roll_norm,pitch_norm,angle_max,angle_limit,roll_out,pitch_out
57,3212836864,0,1065353216,1060439283,3207922931,3204448255,3204448255
58,3212836864,0,1084227584,1060439283,3207922931,3223322624,3223322624
59,3212836864,0,1095237632,1060439283,3207922931,3234332672,3234332672
60,3212836864,0,1065353216,3201634611,3211315127,3209931415,1052884431
61,3212836864,0,1084227584,3201634611,3211315127,3229895327,1072835908
62,3212836864,0,1095237632,3201634611,3211315127,3240451398,1083661386
63,3212836864,0,1065353216,1065353216,0,0,3212836864
64,3212836864,0,1084227584,1065353216,0,0,3231711232
65,3212836864,0,1095237632,1065353216,0,0,3242721280
66,3212836864,0,1065353216,1060439283,1060439283,1056964607,3204448255
67,3212836864,0,1084227584,1060439283,1060439283,1075838976,3223322624
68,3212836864,0,1095237632,1060439283,1060439283,1086849024,3234332672
69,3212836864,0,1065353216,866263401,1065353216,1065353216,3013747049
70,3212836864,0,1084227584,866263401,1065353216,1084227584,3033180611
71,3212836864,0,1095237632,866263401,1065353216,1095237632,3044889652
72,3212836864,0,1065353216,3207922931,1060439283,1056964607,1056964607
73,3212836864,0,1084227584,3207922931,1060439283,1075838976,1075838976
74,3212836864,0,1095237632,3207922931,1060439283,1086849024,1086849024
75,3212836864,0,1065353216,3212836864,3015425326,3015425326,1065353216
76,3212836864,0,1084227584,3212836864,3015425326,3035278458,1084227584
77,3212836864,0,1095237632,3212836864,3015425326,3046288332,1095237632
78,3212836864,0,1065353216,1060439283,3207922931,3204448255,3204448255
79,3212836864,0,1084227584,1060439283,3207922931,3223322624,3223322624
80,3212836864,0,1095237632,1060439283,3207922931,3234332672,3234332672
81,3212836864,0,1065353216,3201634611,3211315127,3209931415,1052884431
82,3212836864,0,1084227584,3201634611,3211315127,3229895327,1072835908
83,3212836864,0,1095237632,3201634611,3211315127,3240451398,1083661386
84,3212836864,0,1065353216,1065353216,0,0,3212836864
85,3212836864,0,1084227584,1065353216,0,0,3231711232
86,3212836864,0,1095237632,1065353216,0,0,3242721280
87,3212836864,0,1065353216,1060439283,1060439283,1056964607,3204448255
88,3212836864,0,1084227584,1060439283,1060439283,1075838976,3223322624
89,3212836864,0,1095237632,1060439283,1060439283,1086849024,3234332672
90,3212836864,0,1065353216,866263401,1065353216,1065353216,3013747049
91,3212836864,0,1084227584,866263401,1065353216,1084227584,3033180611
92,3212836864,0,1095237632,866263401,1065353216,1095237632,3044889652
93,3212836864,0,1065353216,3207922931,1060439283,1056964607,1056964607
94,3212836864,0,1084227584,3207922931,1060439283,1075838976,1075838976
95,3212836864,0,1095237632,3207922931,1060439283,1086849024,1086849024
96,3212836864,0,1065353216,3212836864,3015425326,3015425326,1065353216
97,3212836864,0,1084227584,3212836864,3015425326,3035278458,1084227584
98,3212836864,0,1095237632,3212836864,3015425326,3046288332,1095237632
99,3212836864,0,1065353216,1060439283,3207922931,3204448255,3204448255
100,3212836864,0,1084227584,1060439283,3207922931,3223322624,3223322624
101,3212836864,0,1095237632,1060439283,3207922931,3234332672,3234332672
102,3212836864,0,1065353216,3201634611,3211315127,3209931415,1052884431
103,3212836864,0,1084227584,3201634611,3211315127,3229895327,1072835908
104,3212836864,0,1095237632,3201634611,3211315127,3240451398,1083661386
105,3212836864,1052770304,1065353216,1065353216,0,3199452788,3211768645
106,3212836864,1052770304,1084227584,1065353216,0,3219175440,3231043595
107,3212836864,1052770304,1095237632,1065353216,0,3230429962,3241886734
108,3212836864,1052770304,1065353216,1060439283,1060439283,1053687310,3210909558
109,3212836864,1052770304,1084227584,1060439283,1060439283,1073790665,3230506666
110,3212836864,1052770304,1095237632,1060439283,1060439283,1084288635,3241215572
111,3212836864,1052770304,1065353216,866263401,1065353216,1064284996,3199452790
112,3212836864,1052770304,1084227584,866263401,1065353216,1083559946,3219175443
113,3212836864,1052770304,1095237632,866263401,1065353216,1094403085,3230429964
114,3212836864,1052770304,1065353216,3207922931,1060439283,1063425910,1053687310
115,3212836864,1052770304,1084227584,3207922931,1060439283,1083023018,1073790665
116,3212836864,1052770304,1095237632,3207922931,1060439283,1093731924,1084288635
117,3212836864,1052770304,1065353216,3212836864,3015425326,1051969137,1064284997
118,3212836864,1052770304,1084227584,3212836864,3015425326,1071691789,1083559947
119,3212836864,1052770304,1095237632,3212836864,3015425326,1082946312,1094403086
120,3212836864,1052770304,1065353216,1060439283,3207922931,3210909558,3201170958
121,3212836864,1052770304,1084227584,1060439283,3207922931,3230506666,3221274313
122,3212836864,1052770304,1095237632,1060439283,3207922931,3241215572,3231772283
123,3212836864,1052770304,1065353216,3201634611,3211315127,3205018567,1057581197
124,3212836864,1052770304,1084227584,3201634611,3211315127,3224035512,1076609712
125,3212836864,1052770304,1095237632,3201634611,3211315127,3235223783,1087812445
126,3212836864,1065353216,1065353216,1065353216,0,3207922931,3207922931
127,3212836864,1065353216,1084227584,1065353216,0,3227665968,3227665968
128,3212836864,1065353216,1095237632,1065353216,0,3238882270,3238882270
129,3212836864,1065353216,1065353216,1060439283,1060439283,0,3216311539
130,3212836864,1065353216,1084227584,1060439283,1060439283,0,3236054576
131,3212836864,1065353216,1095237632,1060439283,1060439283,0,3247270878
132,3212836864,1065353216,1065353216,866263401,1065353216,1060439283,3207922933
133,3212836864,1065353216,1084227584,866263401,1065353216,1080182321,3227665972
134,3212836864,1065353216,1095237632,866263401,1065353216,1091398622,3238882272
135,3212836864,1065353216,1065353216,3207922931,1060439283,1068827891,0
136,3212836864,1065353216,1084227584,3207922931,1060439283,1088570928,0
137,3212836864,1065353216,1095237632,3207922931,1060439283,1099787230,0
138,3212836864,1065353216,1065353216,3212836864,3015425326,1060439283,1060439285
139,3212836864,1065353216,1084227584,3212836864,3015425326,1080182321,1080182324
140,3212836864,1065353216,1095237632,3212836864,3015425326,1091398622,1091398624
141,3212836864,1065353216,1065353216,1060439283,3207922931,3216311539,0
142,3212836864,1065353216,1084227584,1060439283,3207922931,3236054576,0
143,3212836864,1065353216,1095237632,1060439283,3207922931,3247270878,0
144,3212836864,1065353216,1065353216,3201634611,3211315127,3203179758,1067385331
145,3212836864,1065353216,1084227584,3201634611,3211315127,3222529813,1086767728
146,3212836864,1065353216,1095237632,3201634611,3211315127,3233341659,1098412812
147,3200253952,3212836864,1065353216,1065353216,0,1064284997,3199452788
148,3200253952,3212836864,1084227584,1065353216,0,1083559947,3219175440
149,3200253952,3212836864,1095237632,1065353216,0,1094403086,3230429962
150,3200253952,3212836864,1065353216,1060439283,1060439283,1063425910,1053687310
151,3200253952,3212836864,1084227584,1060439283,1060439283,1083023018,1073790665
152,3200253952,3212836864,1095237632,1060439283,1060439283,1093731924,1084288635
153,3200253952,3212836864,1065353216,866263401,1065353216,1051969142,1064284996
154,3200253952,3212836864,1084227584,866263401,1065353216,1071691795,1083559946
155,3200253952,3212836864,1095237632,866263401,1065353216,1082946316,1094403085
156,3200253952,3212836864,1065353216,3207922931,1060439283,3201170958,1063425910
157,3200253952,3212836864,1084227584,3207922931,1060439283,3221274313,1083023018
158,3200253952,3212836864,1095237632,3207922931,1060439283,3231772283,1093731924
159,3200253952,3212836864,1065353216,3212836864,3015425326,3211768645,1051969137
160,3200253952,3212836864,1084227584,3212836864,3015425326,3231043595,1071691789
161,3200253952,3212836864,1095237632,3212836864,3015425326,3241886734,1082946312
162,3200253952,3212836864,1065353216,1060439283,3207922931,1053687310,3210909558
163,3200253952,3212836864,1084227584,1060439283,3207922931,1073790665,3230506666
164,3200253952,3212836864,1095237632,1060439283,3207922931,1084288635,3241215572
165,3200253952,3212836864,1065353216,3201634611,3211315127,3205064845,3205018567
166,3200253952,3212836864,1084227584,3201634611,3211315127,3224093360,3224035512
167,3200253952,3212836864,1095237632,3201634611,3211315127,3235296093,3235223783
168,3200253952,3200253952,1065353216,1065353216,0,1049084854,3196568502
169,3200253952,3200253952,1084227584,1065353216,0,1068086436,3215570084
170,3200253952,3200253952,1095237632,1065353216,0,1079255501,3226739149
171,3200253952,3200253952,1065353216,1060439283,1060439283,1057473462,0
172,3200253952,3200253952,1084227584,1060439283,1060439283,1076475044,0
173,3200253952,3200253952,1095237632,1060439283,1060439283,1087644108,0
174,3200253952,3200253952,1065353216,866263401,1065353216,1049084856,1049084854
175,3200253952,3200253952,1084227584,866263401,1065353216,1068086438,1068086437
176,3200253952,3200253952,1095237632,866263401,1065353216,1079255504,1079255501
177,3200253952,3200253952,1065353216,3207922931,1060439283,0,1057473462
178,3200253952,3200253952,1084227584,3207922931,1060439283,0,1076475044
179,3200253952,3200253952,1095237632,3207922931,1060439283,0,1087644108
180,3200253952,3200253952,1065353216,3212836864,3015425326,3196568504,1049084854
181,3200253952,3200253952,1084227584,3212836864,3015425326,3215570086,1068086437
182,3200253952,3200253952,1095237632,3212836864,3015425326,3226739152,1079255501
183,3200253952,3200253952,1065353216,1060439283,3207922931,0,3204957110
184,3200253952,3200253952,1084227584,1060439283,3207922931,0,3223958692
185,3200253952,3200253952,1095237632,1060439283,3207922931,0,3235127756
186,3200253952,3200253952,1065353216,3201634611,3211315127,3203302124,3190913970
187,3200253952,3200253952,1084227584,3201634611,3211315127,3222606292,3210599072
188,3200253952,3200253952,1095237632,3201634611,3211315127,3233437257,3221924004
189,3200253952,0,1065353216,1065353216,0,0,3200253952
190,3200253952,0,1084227584,1065353216,0,0,3220176896
191,3200253952,0,1095237632,1065353216,0,0,3231055872
192,3200253952,0,1065353216,1060439283,1060439283,1044381695,3191865343
193,3200253952,0,1084227584,1060439283,1060439283,1064304639,3211788287
194,3200253952,0,1095237632,1060439283,1060439283,1075183616,3222667264
195,3200253952,0,1065353216,866263401,1065353216,1052770304,3002282526
196,3200253952,0,1084227584,866263401,1065353216,1072693248,3021471571
197,3200253952,0,1095237632,866263401,1065353216,1083572224,3032350503
198,3200253952,0,1065353216,3207922931,1060439283,1044381695,1044381695
199,3200253952,0,1084227584,3207922931,1060439283,1064304639,1064304639
200,3200253952,0,1095237632,3207922931,1060439283,1075183616,1075183616
201,3200253952,0,1065353216,3212836864,3015425326,3003960802,1052770304
202,3200253952,0,1084227584,3212836864,3015425326,3023044954,1072693248
203,3200253952,0,1095237632,3212836864,3015425326,3034317233,1083572224
204,3200253952,0,1065353216,1060439283,3207922931,3191865343,3191865343
205,3200253952,0,1084227584,1060439283,3207922931,3211788287,3211788287
206,3200253952,0,1095237632,1060439283,3207922931,3222667264,3222667264
207,3200253952,0,1065353216,3201634611,3211315127,3198074865,1041321563
208,3200253952,0,1084227584,3201634611,3211315127,3217453039,1060479474
209,3200253952,0,1095237632,3201634611,3211315127,3229092841,1071843950
210,3200253952,0,1065353216,1065353216,0,0,3200253952
211,3200253952,0,1084227584,1065353216,0,0,3220176896
212,3200253952,0,1095237632,1065353216,0,0,3231055872
213,3200253952,0,1065353216,1060439283,1060439283,1044381695,3191865343
214,3200253952,0,1084227584,1060439283,1060439283,1064304639,3211788287
215,3200253952,0,1095237632,1060439283,1060439283,1075183616,3222667264
216,3200253952,0,1065353216,866263401,1065353216,1052770304,3002282526
217,3200253952,0,1084227584,866263401,1065353216,1072693248,3021471571
218,3200253952,0,1095237632,866263401,1065353216,1083572224,3032350503
219,3200253952,0,1065353216,3207922931,1060439283,1044381695,1044381695
220,3200253952,0,1084227584,3207922931,1060439283,1064304639,1064304639
221,3200253952,0,1095237632,3207922931,1060439283,1075183616,1075183616
222,3200253952,0,1065353216,3212836864,3015425326,3003960802,1052770304
223,3200253952,0,1084227584,3212836864,3015425326,3023044954,1072693248
224,3200253952,0,1095237632,3212836864,3015425326,3034317233,1083572224
225,3200253952,0,1065353216,1060439283,3207922931,3191865343,3191865343
226,3200253952,0,1084227584,1060439283,3207922931,3211788287,3211788287
227,3200253952,0,1095237632,1060439283,3207922931,3222667264,3222667264
228,3200253952,0,1065353216,3201634611,3211315127,3198074865,1041321563
229,3200253952,0,1084227584,3201634611,3211315127,3217453039,1060479474
230,3200253952,0,1095237632,3201634611,3211315127,3229092841,1071843950
231,3200253952,0,1065353216,1065353216,0,0,3200253952
232,3200253952,0,1084227584,1065353216,0,0,3220176896
233,3200253952,0,1095237632,1065353216,0,0,3231055872
234,3200253952,0,1065353216,1060439283,1060439283,1044381695,3191865343
235,3200253952,0,1084227584,1060439283,1060439283,1064304639,3211788287
236,3200253952,0,1095237632,1060439283,1060439283,1075183616,3222667264
237,3200253952,0,1065353216,866263401,1065353216,1052770304,3002282526
238,3200253952,0,1084227584,866263401,1065353216,1072693248,3021471571
239,3200253952,0,1095237632,866263401,1065353216,1083572224,3032350503
240,3200253952,0,1065353216,3207922931,1060439283,1044381695,1044381695
241,3200253952,0,1084227584,3207922931,1060439283,1064304639,1064304639
242,3200253952,0,1095237632,3207922931,1060439283,1075183616,1075183616
243,3200253952,0,1065353216,3212836864,3015425326,3003960802,1052770304
244,3200253952,0,1084227584,3212836864,3015425326,3023044954,1072693248
245,3200253952,0,1095237632,3212836864,3015425326,3034317233,1083572224
246,3200253952,0,1065353216,1060439283,3207922931,3191865343,3191865343
247,3200253952,0,1084227584,1060439283,3207922931,3211788287,3211788287
248,3200253952,0,1095237632,1060439283,3207922931,3222667264,3222667264
249,3200253952,0,1065353216,3201634611,3211315127,3198074865,1041321563
250,3200253952,0,1084227584,3201634611,3211315127,3217453039,1060479474
251,3200253952,0,1095237632,3201634611,3211315127,3229092841,1071843950
252,3200253952,1052770304,1065353216,1065353216,0,3196568502,3196568502
253,3200253952,1052770304,1084227584,1065353216,0,3215570084,3215570084
254,3200253952,1052770304,1095237632,1065353216,0,3226739149,3226739149
255,3200253952,1052770304,1065353216,1060439283,1060439283,0,3204957110
256,3200253952,1052770304,1084227584,1060439283,1060439283,0,3223958692
257,3200253952,1052770304,1095237632,1060439283,1060439283,0,3235127756
258,3200253952,1052770304,1065353216,866263401,1065353216,1049084854,3196568504
259,3200253952,1052770304,1084227584,866263401,1065353216,1068086437,3215570086
260,3200253952,1052770304,1095237632,866263401,1065353216,1079255501,3226739152
261,3200253952,1052770304,1065353216,3207922931,1060439283,1057473462,0
262,3200253952,1052770304,1084227584,3207922931,1060439283,1076475044,0
263,3200253952,1052770304,1095237632,3207922931,1060439283,1087644108,0
264,3200253952,1052770304,1065353216,3212836864,3015425326,1049084854,1049084856
265,3200253952,1052770304,1084227584,3212836864,3015425326,1068086437,1068086438
266,3200253952,1052770304,1095237632,3212836864,3015425326,1079255501,1079255504
267,3200253952,1052770304,1065353216,1060439283,3207922931,3204957110,0
268,3200253952,1052770304,1084227584,1060439283,3207922931,3223958692,0
269,3200253952,1052770304,1095237632,1060439283,3207922931,3235127756,0
270,3200253952,1052770304,1065353216,3201634611,3211315127,3190913970,1055818476
271,3200253952,1052770304,1084227584,3201634611,3211315127,3210599072,1075122644
272,3200253952,1052770304,1095237632,3201634611,3211315127,3221924004,1085953609
273,3200253952,1065353216,1065353216,1065353216,0,3211768645,3199452788
274,3200253952,1065353216,1084227584,1065353216,0,3231043595,3219175440
275,3200253952,1065353216,1095237632,1065353216,0,3241886734,3230429962
276,3200253952,1065353216,1065353216,1060439283,1060439283,3201170958,3210909558
277,3200253952,1065353216,1084227584,1060439283,1060439283,3221274313,3230506666
278,3200253952,1065353216,1095237632,1060439283,1060439283,3231772283,3241215572
279,3200253952,1065353216,1065353216,866263401,1065353216,1051969137,3211768645
280,3200253952,1065353216,1084227584,866263401,1065353216,1071691789,3231043595
281,3200253952,1065353216,1095237632,866263401,1065353216,1082946312,3241886734
282,3200253952,1065353216,1065353216,3207922931,1060439283,1063425910,3201170958
283,3200253952,1065353216,1084227584,3207922931,1060439283,1083023018,3221274313
284,3200253952,1065353216,1095237632,3207922931,1060439283,1093731924,3231772283
285,3200253952,1065353216,1065353216,3212836864,3015425326,1064284995,1051969142
286,3200253952,1065353216,1084227584,3212836864,3015425326,1083559945,1071691795
287,3200253952,1065353216,1095237632,3212836864,3015425326,1094403084,1082946316
288,3200253952,1065353216,1065353216,1060439283,3207922931,3210909558,1053687310
289,3200253952,1065353216,1084227584,1060439283,3207922931,3230506666,1073790665
290,3200253952,1065353216,1095237632,1060439283,3207922931,3241215572,1084288635
291,3200253952,1065353216,1065353216,3201634611,3211315127,1033473012,1065879274
292,3200253952,1065353216,1084227584,3201634611,3211315127,1052765938,1084885157
293,3200253952,1065353216,1095237632,3201634611,3211315127,1064299183,1096059599
294,0,3212836864,1065353216,1065353216,0,1065353216,0
295,0,3212836864,1084227584,1065353216,0,1084227584,0
296,0,3212836864,1095237632,1065353216,0,1095237632,0
297,0,3212836864,1065353216,1060439283,1060439283,1056964607,1056964607
298,0,3212836864,1084227584,1060439283,1060439283,1075838976,1075838976
299,0,3212836864,1095237632,1060439283,1060439283,1086849024,1086849024
300,0,3212836864,1065353216,866263401,1065353216,866263401,1065353216
301,0,3212836864,1084227584,866263401,1065353216,885696963,1084227584
302,0,3212836864,1095237632,866263401,1065353216,897406004,1095237632
303,0,3212836864,1065353216,3207922931,1060439283,3204448255,1056964607
304,0,3212836864,1084227584,3207922931,1060439283,3223322624,1075838976
305,0,3212836864,1095237632,3207922931,1060439283,3234332672,1086849024
306,0,3212836864,1065353216,3212836864,3015425326,3212836864,3015425326
307,0,3212836864,1084227584,3212836864,3015425326,3231711232,3035278458
308,0,3212836864,1095237632,3212836864,3015425326,3242721280,3046288332
309,0,3212836864,1065353216,1060439283,3207922931,1056964607,3204448255
310,0,3212836864,1084227584,1060439283,3207922931,1075838976,3223322624
311,0,3212836864,1095237632,1060439283,3207922931,1086849024,3234332672
312,0,3212836864,1065353216,3201634611,3211315127,3200368079,3209931415
313,0,3212836864,1084227584,3201634611,3211315127,3220319556,3229895327
314,0,3212836864,1095237632,3201634611,3211315127,3231145034,3240451398
315,0,3200253952,1065353216,1065353216,0,1052770304,0
316,0,3200253952,1084227584,1065353216,0,1072693248,0
317,0,3200253952,1095237632,1065353216,0,1083572224,0
318,0,3200253952,1065353216,1060439283,1060439283,1044381695,1044381695
319,0,3200253952,1084227584,1060439283,1060439283,1064304639,1064304639
320,0,3200253952,1095237632,1060439283,1060439283,1075183616,1075183616
321,0,3200253952,1065353216,866263401,1065353216,854798878,1052770304
322,0,3200253952,1084227584,866263401,1065353216,873987923,1072693248
323,0,3200253952,1095237632,866263401,1065353216,884866855,1083572224
324,0,3200253952,1065353216,3207922931,1060439283,3191865343,1044381695
325,0,3200253952,1084227584,3207922931,1060439283,3211788287,1064304639
326,0,3200253952,1095237632,3207922931,1060439283,3222667264,1075183616
327,0,3200253952,1065353216,3212836864,3015425326,3200253952,3003960802
328,0,3200253952,1084227584,3212836864,3015425326,3220176896,3023044954
329,0,3200253952,1095237632,3212836864,3015425326,3231055872,3034317233
330,0,3200253952,1065353216,1060439283,3207922931,1044381695,3191865343
331,0,3200253952,1084227584,1060439283,3207922931,1064304639,3211788287
332,0,3200253952,1095237632,1060439283,3207922931,1075183616,3222667264
333,0,3200253952,1065353216,3201634611,3211315127,3188805211,3198074865
334,0,3200253952,1084227584,3201634611,3211315127,3207963122,3217453039
335,0,3200253952,1095237632,3201634611,3211315127,3219327598,3229092841
336,0,0,1065353216,1065353216,0,2147483648,0
337,0,0,1084227584,1065353216,0,2147483648,0
338,0,0,1095237632,1065353216,0,2147483648,0
339,0,0,1065353216,1060439283,1060439283,2147483648,0
340,0,0,1084227584,1060439283,1060439283,2147483648,0
341,0,0,1095237632,1060439283,1060439283,2147483648,0
342,0,0,1065353216,866263401,1065353216,2147483648,0
343,0,0,1084227584,866263401,1065353216,2147483648,0
344,0,0,1095237632,866263401,1065353216,2147483648,0
345,0,0,1065353216,3207922931,1060439283,2147483648,0
346,0,0,1084227584,3207922931,1060439283,2147483648,0
347,0,0,1095237632,3207922931,1060439283,2147483648,0
348,0,0,1065353216,3212836864,3015425326,2147483648,0
349,0,0,1084227584,3212836864,3015425326,2147483648,0
350,0,0,1095237632,3212836864,3015425326,2147483648,0
351,0,0,1065353216,1060439283,3207922931,2147483648,0
352,0,0,1084227584,1060439283,3207922931,2147483648,0
353,0,0,1095237632,1060439283,3207922931,2147483648,0
354,0,0,1065353216,3201634611,3211315127,2147483648,0
355,0,0,1084227584,3201634611,3211315127,2147483648,0
356,0,0,1095237632,3201634611,3211315127,2147483648,0
357,0,0,1065353216,1065353216,0,2147483648,0
358,0,0,1084227584,1065353216,0,2147483648,0
359,0,0,1095237632,1065353216,0,2147483648,0
360,0,0,1065353216,1060439283,1060439283,2147483648,0
361,0,0,1084227584,1060439283,1060439283,2147483648,0
362,0,0,1095237632,1060439283,1060439283,2147483648,0
363,0,0,1065353216,866263401,1065353216,2147483648,0
364,0,0,1084227584,866263401,1065353216,2147483648,0
365,0,0,1095237632,866263401,1065353216,2147483648,0
366,0,0,1065353216,3207922931,1060439283,2147483648,0
367,0,0,1084227584,3207922931,1060439283,2147483648,0
368,0,0,1095237632,3207922931,1060439283,2147483648,0
369,0,0,1065353216,3212836864,3015425326,2147483648,0
370,0,0,1084227584,3212836864,3015425326,2147483648,0
371,0,0,1095237632,3212836864,3015425326,2147483648,0
372,0,0,1065353216,1060439283,3207922931,2147483648,0
373,0,0,1084227584,1060439283,3207922931,2147483648,0
374,0,0,1095237632,1060439283,3207922931,2147483648,0
375,0,0,1065353216,3201634611,3211315127,2147483648,0
376,0,0,1084227584,3201634611,3211315127,2147483648,0
377,0,0,1095237632,3201634611,3211315127,2147483648,0
378,0,0,1065353216,1065353216,0,2147483648,0
379,0,0,1084227584,1065353216,0,2147483648,0
380,0,0,1095237632,1065353216,0,2147483648,0
381,0,0,1065353216,1060439283,1060439283,2147483648,0
382,0,0,1084227584,1060439283,1060439283,2147483648,0
383,0,0,1095237632,1060439283,1060439283,2147483648,0
384,0,0,1065353216,866263401,1065353216,2147483648,0
385,0,0,1084227584,866263401,1065353216,2147483648,0
386,0,0,1095237632,866263401,1065353216,2147483648,0
387,0,0,1065353216,3207922931,1060439283,2147483648,0
388,0,0,1084227584,3207922931,1060439283,2147483648,0
389,0,0,1095237632,3207922931,1060439283,2147483648,0
390,0,0,1065353216,3212836864,3015425326,2147483648,0
391,0,0,1084227584,3212836864,3015425326,2147483648,0
392,0,0,1095237632,3212836864,3015425326,2147483648,0
393,0,0,1065353216,1060439283,3207922931,2147483648,0
394,0,0,1084227584,1060439283,3207922931,2147483648,0
395,0,0,1095237632,1060439283,3207922931,2147483648,0
396,0,0,1065353216,3201634611,3211315127,2147483648,0
397,0,0,1084227584,3201634611,3211315127,2147483648,0
398,0,0,1095237632,3201634611,3211315127,2147483648,0
399,0,1052770304,1065353216,1065353216,0,3200253952,0
400,0,1052770304,1084227584,1065353216,0,3220176896,0
401,0,1052770304,1095237632,1065353216,0,3231055872,0
402,0,1052770304,1065353216,1060439283,1060439283,3191865343,3191865343
403,0,1052770304,1084227584,1060439283,1060439283,3211788287,3211788287
404,0,1052770304,1095237632,1060439283,1060439283,3222667264,3222667264
405,0,1052770304,1065353216,866263401,1065353216,3002282526,3200253952
406,0,1052770304,1084227584,866263401,1065353216,3021471571,3220176896
407,0,1052770304,1095237632,866263401,1065353216,3032350503,3231055872
408,0,1052770304,1065353216,3207922931,1060439283,1044381695,3191865343
409,0,1052770304,1084227584,3207922931,1060439283,1064304639,3211788287
410,0,1052770304,1095237632,3207922931,1060439283,1075183616,3222667264
411,0,1052770304,1065353216,3212836864,3015425326,1052770304,856477154
412,0,1052770304,1084227584,3212836864,3015425326,1072693248,875561306
413,0,1052770304,1095237632,3212836864,3015425326,1083572224,886833585
414,0,1052770304,1065353216,1060439283,3207922931,3191865343,1044381695
415,0,1052770304,1084227584,1060439283,3207922931,3211788287,1064304639
416,0,1052770304,1095237632,1060439283,3207922931,3222667264,1075183616
417,0,1052770304,1065353216,3201634611,3211315127,1041321563,1050591217
418,0,1052770304,1084227584,3201634611,3211315127,1060479474,1069969391
419,0,1052770304,1095237632,3201634611,3211315127,1071843950,1081609193
420,0,1065353216,1065353216,1065353216,0,3212836864,0
421,0,1065353216,1084227584,1065353216,0,3231711232,0
422,0,1065353216,1095237632,1065353216,0,3242721280,0
423,0,1065353216,1065353216,1060439283,1060439283,3204448255,3204448255
424,0,1065353216,1084227584,1060439283,1060439283,3223322624,3223322624
425,0,1065353216,1095237632,1060439283,1060439283,3234332672,3234332672
426,0,1065353216,1065353216,866263401,1065353216,3013747049,3212836864
427,0,1065353216,1084227584,866263401,1065353216,3033180611,3231711232
428,0,1065353216,1095237632,866263401,1065353216,3044889652,3242721280
429,0,1065353216,1065353216,3207922931,1060439283,1056964607,3204448255
430,0,1065353216,1084227584,3207922931,1060439283,1075838976,3223322624
431,0,1065353216,1095237632,3207922931,1060439283,1086849024,3234332672
432,0,1065353216,1065353216,3212836864,3015425326,1065353216,867941678
433,0,1065353216,1084227584,3212836864,3015425326,1084227584,887794810
434,0,1065353216,1095237632,3212836864,3015425326,1095237632,898804684
435,0,1065353216,1065353216,1060439283,3207922931,3204448255,1056964607
436,0,1065353216,1084227584,1060439283,3207922931,3223322624,1075838976
437,0,1065353216,1095237632,1060439283,3207922931,3234332672,1086849024
438,0,1065353216,1065353216,3201634611,3211315127,1052884431,1062447767
439,0,1065353216,1084227584,3201634611,3211315127,1072835908,1082411679
440,0,1065353216,1095237632,3201634611,3211315127,1083661386,1092967750
441,0,3212836864,1065353216,1065353216,0,1065353216,0
442,0,3212836864,1084227584,1065353216,0,1084227584,0
443,0,3212836864,1095237632,1065353216,0,1095237632,0
444,0,3212836864,1065353216,1060439283,1060439283,1056964607,1056964607
445,0,3212836864,1084227584,1060439283,1060439283,1075838976,1075838976
446,0,3212836864,1095237632,1060439283,1060439283,1086849024,1086849024
447,0,3212836864,1065353216,866263401,1065353216,866263401,1065353216
448,0,3212836864,1084227584,866263401,1065353216,885696963,1084227584
449,0,3212836864,1095237632,866263401,1065353216,897406004,1095237632
450,0,3212836864,1065353216,3207922931,1060439283,3204448255,1056964607
451,0,3212836864,1084227584,3207922931,1060439283,3223322624,1075838976
452,0,3212836864,1095237632,3207922931,1060439283,3234332672,1086849024
453,0,3212836864,1065353216,3212836864,3015425326,3212836864,3015425326
454,0,3212836864,1084227584,3212836864,3015425326,3231711232,3035278458
455,0,3212836864,1095237632,3212836864,3015425326,3242721280,3046288332
456,0,3212836864,1065353216,1060439283,3207922931,1056964607,3204448255
457,0,3212836864,1084227584,1060439283,3207922931,1075838976,3223322624
458,0,3212836864,1095237632,1060439283,3207922931,1086849024,3234332672
459,0,3212836864,1065353216,3201634611,3211315127,3200368079,3209931415
460,0,3212836864,1084227584,3201634611,3211315127,3220319556,3229895327
461,0,3212836864,1095237632,3201634611,3211315127,3231145034,3240451398
462,0,3200253952,1065353216,1065353216,0,1052770304,0
463,0,3200253952,1084227584,1065353216,0,1072693248,0
464,0,3200253952,1095237632,1065353216,0,1083572224,0
465,0,3200253952,1065353216,1060439283,1060439283,1044381695,1044381695
466,0,3200253952,1084227584,1060439283,1060439283,1064304639,1064304639
467,0,3200253952,1095237632,1060439283,1060439283,1075183616,1075183616
468,0,3200253952,1065353216,866263401,1065353216,854798878,1052770304
469,0,3200253952,1084227584,866263401,1065353216,873987923,1072693248
470,0,3200253952,1095237632,866263401,1065353216,884866855,1083572224
471,0,3200253952,1065353216,3207922931,1060439283,3191865343,1044381695
472,0,3200253952,1084227584,3207922931,1060439283,3211788287,1064304639
473,0,3200253952,1095237632,3207922931,1060439283,3222667264,1075183616
474,0,3200253952,1065353216,3212836864,3015425326,3200253952,3003960802
475,0,3200253952,1084227584,3212836864,3015425326,3220176896,3023044954
476,0,3200253952,1095237632,3212836864,3015425326,3231055872,3034317233
477,0,3200253952,1065353216,1060439283,3207922931,1044381695,3191865343
478,0,3200253952,1084227584,1060439283,3207922931,1064304639,3211788287
479,0,3200253952,1095237632,1060439283,3207922931,1075183616,3222667264
