#polys
name,n,coords
square_closed,5,0 0 0 100 100 100 100 0 0 0
square_open,4,0 0 0 100 100 100 100 0
tri_closed,4,0 0 100 0 50 100 0 0
ell_closed,7,0 0 0 100 50 100 50 50 100 50 100 0 0 0
big_closed,5,-100 -100 -100 100 100 100 100 -100 -100 -100
degenerate,3,0 0 10 0 0 0
#complete
poly,n,as_float,as_int
square_closed,0,0,0
square_closed,1,0,0
square_closed,2,0,0
square_closed,3,0,0
square_closed,4,0,0
square_closed,5,1,1
square_open,0,0,0
square_open,1,0,0
square_open,2,0,0
square_open,3,0,0
square_open,4,0,0
tri_closed,0,0,0
tri_closed,1,0,0
tri_closed,2,0,0
tri_closed,3,0,0
tri_closed,4,1,1
ell_closed,0,0,0
ell_closed,1,0,0
ell_closed,2,0,0
ell_closed,3,0,0
ell_closed,4,0,0
ell_closed,5,0,0
ell_closed,6,0,0
ell_closed,7,1,1
big_closed,0,0,0
big_closed,1,0,0
big_closed,2,0,0
big_closed,3,0,0
big_closed,4,0,0
big_closed,5,1,1
degenerate,0,0,0
degenerate,1,0,0
degenerate,2,0,0
degenerate,3,0,0
#outside
poly,px,py,as_float,as_int
big_closed,0,100,1,1
big_closed,100,100,1,1
big_closed,100,0,1,1
big_closed,50,100,1,1
big_closed,50,50,0,0
big_closed,-100,-100,0,0
big_closed,100,-100,1,1
big_closed,50,0,0,0
big_closed,0,50,0,0
big_closed,100,50,1,1
big_closed,25,100,1,1
big_closed,50,25,0,0
big_closed,75,50,0,0
big_closed,-100,0,0,0
big_closed,0,-100,0,0
degenerate,-150,-150,1,1
degenerate,-150,-125,1,1
degenerate,-150,-100,1,1
degenerate,-150,-75,1,1
degenerate,-150,-50,1,1
degenerate,-150,-25,1,1
degenerate,-150,0,1,1
degenerate,-150,25,1,1
degenerate,-150,50,1,1
degenerate,-150,75,1,1
degenerate,-150,100,1,1
degenerate,-150,125,1,1
degenerate,-150,150,1,1
degenerate,-125,-150,1,1
degenerate,-125,-125,1,1
degenerate,-125,-100,1,1
degenerate,-125,-75,1,1
degenerate,-125,-50,1,1
degenerate,-125,-25,1,1
degenerate,-125,0,1,1
degenerate,-125,25,1,1
degenerate,-125,50,1,1
degenerate,-125,75,1,1
degenerate,-125,100,1,1
degenerate,-125,125,1,1
degenerate,-125,150,1,1
degenerate,-100,-150,1,1
degenerate,-100,-125,1,1
degenerate,-100,-100,1,1
degenerate,-100,-75,1,1
degenerate,-100,-50,1,1
degenerate,-100,-25,1,1
degenerate,-100,0,1,1
degenerate,-100,25,1,1
degenerate,-100,50,1,1
degenerate,-100,75,1,1
degenerate,-100,100,1,1
degenerate,-100,125,1,1
degenerate,-100,150,1,1
degenerate,-75,-150,1,1
degenerate,-75,-125,1,1
degenerate,-75,-100,1,1
degenerate,-75,-75,1,1
degenerate,-75,-50,1,1
degenerate,-75,-25,1,1
degenerate,-75,0,1,1
degenerate,-75,25,1,1
degenerate,-75,50,1,1
degenerate,-75,75,1,1
degenerate,-75,100,1,1
degenerate,-75,125,1,1
degenerate,-75,150,1,1
degenerate,-50,-150,1,1
degenerate,-50,-125,1,1
degenerate,-50,-100,1,1
degenerate,-50,-75,1,1
degenerate,-50,-50,1,1
degenerate,-50,-25,1,1
degenerate,-50,0,1,1
degenerate,-50,25,1,1
degenerate,-50,50,1,1
degenerate,-50,75,1,1
degenerate,-50,100,1,1
degenerate,-50,125,1,1
degenerate,-50,150,1,1
degenerate,-25,-150,1,1
degenerate,-25,-125,1,1
degenerate,-25,-100,1,1
degenerate,-25,-75,1,1
degenerate,-25,-50,1,1
degenerate,-25,-25,1,1
degenerate,-25,0,1,1
degenerate,-25,25,1,1
degenerate,-25,50,1,1
degenerate,-25,75,1,1
degenerate,-25,100,1,1
degenerate,-25,125,1,1
degenerate,-25,150,1,1
degenerate,0,-150,1,1
degenerate,0,-125,1,1
degenerate,0,-100,1,1
degenerate,0,-75,1,1
degenerate,0,-50,1,1
degenerate,0,-25,1,1
degenerate,0,0,1,1
degenerate,0,25,1,1
degenerate,0,50,1,1
degenerate,0,75,1,1
degenerate,0,100,1,1
degenerate,0,125,1,1
degenerate,0,150,1,1
degenerate,25,-150,1,1
degenerate,25,-125,1,1
degenerate,25,-100,1,1
degenerate,25,-75,1,1
degenerate,25,-50,1,1
degenerate,25,-25,1,1
degenerate,25,0,1,1
degenerate,25,25,1,1
degenerate,25,50,1,1
degenerate,25,75,1,1
degenerate,25,100,1,1
degenerate,25,125,1,1
degenerate,25,150,1,1
degenerate,50,-150,1,1
degenerate,50,-125,1,1
degenerate,50,-100,1,1
degenerate,50,-75,1,1
degenerate,50,-50,1,1
degenerate,50,-25,1,1
degenerate,50,0,1,1
degenerate,50,25,1,1
degenerate,50,50,1,1
degenerate,50,75,1,1
degenerate,50,100,1,1
degenerate,50,125,1,1
degenerate,50,150,1,1
degenerate,75,-150,1,1
degenerate,75,-125,1,1
degenerate,75,-100,1,1
degenerate,75,-75,1,1
degenerate,75,-50,1,1
degenerate,75,-25,1,1
degenerate,75,0,1,1
degenerate,75,25,1,1
degenerate,75,50,1,1
degenerate,75,75,1,1
degenerate,75,100,1,1
degenerate,75,125,1,1
degenerate,75,150,1,1
degenerate,100,-150,1,1
degenerate,100,-125,1,1
degenerate,100,-100,1,1
degenerate,100,-75,1,1
degenerate,100,-50,1,1
degenerate,100,-25,1,1
degenerate,100,0,1,1
degenerate,100,25,1,1
degenerate,100,50,1,1
degenerate,100,75,1,1
degenerate,100,100,1,1
degenerate,100,125,1,1
degenerate,100,150,1,1
degenerate,125,-150,1,1
degenerate,125,-125,1,1
degenerate,125,-100,1,1
degenerate,125,-75,1,1
degenerate,125,-50,1,1
degenerate,125,-25,1,1
degenerate,125,0,1,1
degenerate,125,25,1,1
degenerate,125,50,1,1
degenerate,125,75,1,1
degenerate,125,100,1,1
degenerate,125,125,1,1
degenerate,125,150,1,1
degenerate,150,-150,1,1
degenerate,150,-125,1,1
degenerate,150,-100,1,1
degenerate,150,-75,1,1
degenerate,150,-50,1,1
degenerate,150,-25,1,1
degenerate,150,0,1,1
degenerate,150,25,1,1
degenerate,150,50,1,1
degenerate,150,75,1,1
degenerate,150,100,1,1
degenerate,150,125,1,1
degenerate,150,150,1,1
degenerate,0,0,1,1
degenerate,0,100,1,1
degenerate,100,100,1,1
degenerate,100,0,1,1
degenerate,50,100,1,1
degenerate,50,50,1,1
degenerate,-100,-100,1,1
degenerate,100,-100,1,1
degenerate,50,0,1,1
degenerate,0,50,1,1
degenerate,100,50,1,1
degenerate,25,100,1,1
degenerate,50,25,1,1
degenerate,75,50,1,1
degenerate,-100,0,1,1
degenerate,0,-100,1,1
#intersects
poly,p1x,p1y,p2x,p2y,found,ix,iy
square_closed,-50,50,150,50,1,0,1112014848
square_closed,-50,-50,150,150,1,0,0
square_closed,200,200,300,300,0,0,0
square_closed,25,25,75,75,0,0,0
square_closed,0,0,100,100,1,0,0
square_closed,-50,0,50,0,1,0,0
square_closed,50,-50,50,150,1,1112014848,0
square_closed,0,100,100,100,1,0,1120403456
square_closed,-10,-10,10,10,1,0,0
square_closed,110,50,90,50,1,1120403456,1112014848
square_closed,50,50,50,50,0,0,0
square_closed,-200,50,-150,50,0,0,0
square_open,-50,50,150,50,1,0,1112014848
square_open,-50,-50,150,150,1,0,0
square_open,200,200,300,300,0,0,0
square_open,25,25,75,75,0,0,0
square_open,0,0,100,100,1,0,0
square_open,-50,0,50,0,1,0,0
square_open,50,-50,50,150,1,1112014848,0
square_open,0,100,100,100,1,0,1120403456
square_open,-10,-10,10,10,1,0,0
square_open,110,50,90,50,1,1120403456,1112014848
square_open,50,50,50,50,0,0,0
square_open,-200,50,-150,50,0,0,0
tri_closed,-50,50,150,50,1,1103626240,1112014848
tri_closed,-50,-50,150,150,1,0,0
tri_closed,200,200,300,300,0,0,0
tri_closed,25,25,75,75,1,1116034389,1116034390
tri_closed,0,0,100,100,1,0,0
tri_closed,-50,0,50,0,1,0,0
tri_closed,50,-50,50,150,1,1112014848,0
tri_closed,0,100,100,100,1,1112014848,1120403456
tri_closed,-10,-10,10,10,1,0,0
tri_closed,110,50,90,50,0,0,0
tri_closed,50,50,50,50,0,0,0
tri_closed,-200,50,-150,50,0,0,0
ell_closed,-50,50,150,50,1,0,1112014848
ell_closed,-50,-50,150,150,1,0,0
ell_closed,200,200,300,300,0,0,0
ell_closed,25,25,75,75,1,1112014848,1112014848
ell_closed,0,0,100,100,1,0,0
ell_closed,-50,0,50,0,1,0,0
ell_closed,50,-50,50,150,1,1112014848,0
ell_closed,0,100,100,100,1,0,1120403456
ell_closed,-10,-10,10,10,1,0,0
ell_closed,110,50,90,50,1,1120403456,1112014848
ell_closed,50,50,50,50,0,0,0
ell_closed,-200,50,-150,50,0,0,0
big_closed,-50,50,150,50,1,1120403456,1112014848
big_closed,-50,-50,150,150,1,1120403456,1120403456
big_closed,200,200,300,300,0,0,0
big_closed,25,25,75,75,0,0,0
big_closed,0,0,100,100,1,1120403456,1120403456
big_closed,-50,0,50,0,0,0,0
big_closed,50,-50,50,150,1,1112014848,1120403456
big_closed,0,100,100,100,1,1120403456,1120403456
big_closed,-10,-10,10,10,0,0,0
big_closed,110,50,90,50,1,1120403456,1112014848
big_closed,50,50,50,50,0,0,0
big_closed,-200,50,-150,50,0,0,0
degenerate,-50,50,150,50,0,0,0
degenerate,-50,-50,150,150,1,0,0
degenerate,200,200,300,300,0,0,0
degenerate,25,25,75,75,0,0,0
degenerate,0,0,100,100,1,0,0
degenerate,-50,0,50,0,0,0,0
degenerate,50,-50,50,150,0,0,0
degenerate,0,100,100,100,0,0,0
degenerate,-10,-10,10,10,1,0,0
degenerate,110,50,90,50,0,0,0
degenerate,50,50,50,50,0,0,0
degenerate,-200,50,-150,50,0,0,0
#dist_line
poly,p1x,p1y,p2x,p2y,dist
square_closed,-50,50,150,50,3272998912
square_closed,-50,-50,150,150,3277070797
square_closed,200,200,300,300,1124953054
square_closed,25,25,75,75,1103626240
square_closed,0,0,100,100,3272436702
square_closed,-50,0,50,0,3259498496
square_closed,50,-50,50,150,3272998912
square_closed,0,100,100,100,3267887104
square_closed,-10,-10,10,10,3244443184
square_closed,110,50,90,50,3240099840
square_closed,50,50,50,50,1112014848
square_closed,-200,50,-150,50,1125515264
square_open,-50,50,150,50,3272998912
square_open,-50,-50,150,150,3277070797
square_open,200,200,300,300,1124953054
square_open,25,25,75,75,1103626240
square_open,0,0,100,100,3272436702
square_open,-50,0,50,0,3259498496
square_open,50,-50,50,150,3272998912
square_open,0,100,100,100,3267887104
square_open,-10,-10,10,10,3244443184
square_open,110,50,90,50,3240099840
square_open,50,50,50,50,1112014848
square_open,-200,50,-150,50,1125515264
tri_closed,-50,50,150,50,3271163904
tri_closed,-50,-50,150,150,3277070797
tri_closed,200,200,300,300,1127499534
tri_closed,25,25,75,75,3241971665
tri_closed,0,0,100,100,3272436702
tri_closed,-50,0,50,0,3259498496
tri_closed,50,-50,50,150,3272998912
tri_closed,0,100,100,100,3259498496
tri_closed,-10,-10,10,10,3244443184
tri_closed,110,50,90,50,1096198555
tri_closed,50,50,50,50,1102242476
tri_closed,-200,50,-150,50,1126047015
ell_closed,-50,50,150,50,3272998912
ell_closed,-50,-50,150,150,3277070797
ell_closed,200,200,300,300,1127499534
ell_closed,25,25,75,75,3255659486
ell_closed,0,0,100,100,3272436702
ell_closed,-50,0,50,0,3259498496
ell_closed,50,-50,50,150,3272998912
ell_closed,0,100,100,100,3267887104
ell_closed,-10,-10,10,10,3244443184
ell_closed,110,50,90,50,3240099840
ell_closed,50,50,50,50,0
ell_closed,-200,50,-150,50,1125515264
big_closed,-50,50,150,50,3259498496
big_closed,-50,-50,150,150,3264048094
big_closed,200,200,300,300,1124953054
big_closed,25,25,75,75,1103626240
big_closed,0,0,100,100,2147483648
big_closed,-50,0,50,0,1112014848
big_closed,50,-50,50,150,3259498496
big_closed,0,100,100,100,2147483648
big_closed,-10,-10,10,10,1119092736
big_closed,110,50,90,50,3240099840
big_closed,50,50,50,50,1112014848
big_closed,-200,50,-150,50,1112014848
degenerate,-50,50,150,50,1112014848
degenerate,-50,-50,150,150,3277070797
degenerate,200,200,300,300,1133112927
degenerate,25,25,75,75,1105804531
degenerate,0,0,100,100,3272436702
degenerate,-50,0,50,0,0
degenerate,50,-50,50,150,1109393408
degenerate,0,100,100,100,1120403456
degenerate,-10,-10,10,10,3244443184
degenerate,110,50,90,50,1119661564
degenerate,50,50,50,50,1115688959
degenerate,-200,50,-150,50,1126047015
#dist_point
poly,px,py,ok,cx,cy
square_closed,-150,-150,1,1125515264,1125515264
square_closed,-150,-100,1,1125515264,1120403456
square_closed,-150,-50,1,1125515264,1112014848
square_closed,-150,0,1,1125515264,0
square_closed,-150,50,1,1125515264,0
square_closed,-150,100,1,1125515264,0
square_closed,-150,150,1,1125515264,3259498496
square_closed,-100,-150,1,1120403456,1125515264
square_closed,-100,-100,1,1120403456,1120403456
square_closed,-100,-50,1,1120403456,1112014848
square_closed,-100,0,1,1120403456,0
square_closed,-100,50,1,1120403456,0
square_closed,-100,100,1,1120403456,0
square_closed,-100,150,1,1120403456,3259498496
square_closed,-50,-150,1,1112014848,1125515264
square_closed,-50,-100,1,1112014848,1120403456
square_closed,-50,-50,1,1112014848,1112014848
square_closed,-50,0,1,1112014848,0
square_closed,-50,50,1,1112014848,0
square_closed,-50,100,1,1112014848,0
square_closed,-50,150,1,1112014848,3259498496
square_closed,0,-150,1,0,1125515264
square_closed,0,-100,1,0,1120403456
square_closed,0,-50,1,0,1112014848
square_closed,0,0,1,0,0
square_closed,0,50,1,0,0
square_closed,0,100,1,0,0
square_closed,0,150,1,0,3259498496
square_closed,50,-150,1,0,1125515264
square_closed,50,-100,1,0,1120403456
square_closed,50,-50,1,0,1112014848
square_closed,50,0,1,0,0
square_closed,50,50,1,3259498496,0
square_closed,50,100,1,0,0
square_closed,50,150,1,0,3259498496
square_closed,100,-150,1,0,1125515264
square_closed,100,-100,1,0,1120403456
square_closed,100,-50,1,0,1112014848
square_closed,100,0,1,0,0
square_closed,100,50,1,0,0
square_closed,100,100,1,0,0
square_closed,100,150,1,0,3259498496
square_closed,150,-150,1,3259498496,1125515264
square_closed,150,-100,1,3259498496,1120403456
square_closed,150,-50,1,3259498496,1112014848
square_closed,150,0,1,3259498496,0
square_closed,150,50,1,3259498496,0
square_closed,150,100,1,3259498496,0
square_closed,150,150,1,3259498496,3259498496
square_open,-150,-150,1,1125515264,1125515264
square_open,-150,-100,1,1125515264,1120403456
square_open,-150,-50,1,1125515264,1112014848
square_open,-150,0,1,1125515264,0
square_open,-150,50,1,1125515264,0
square_open,-150,100,1,1125515264,0
square_open,-150,150,1,1125515264,3259498496
square_open,-100,-150,1,1120403456,1125515264
square_open,-100,-100,1,1120403456,1120403456
square_open,-100,-50,1,1120403456,1112014848
square_open,-100,0,1,1120403456,0
square_open,-100,50,1,1120403456,0
square_open,-100,100,1,1120403456,0
square_open,-100,150,1,1120403456,3259498496
square_open,-50,-150,1,1112014848,1125515264
square_open,-50,-100,1,1112014848,1120403456
square_open,-50,-50,1,1112014848,1112014848
square_open,-50,0,1,1112014848,0
square_open,-50,50,1,1112014848,0
square_open,-50,100,1,1112014848,0
square_open,-50,150,1,1112014848,3259498496
square_open,0,-150,1,0,1125515264
square_open,0,-100,1,0,1120403456
square_open,0,-50,1,0,1112014848
square_open,0,0,1,0,0
square_open,0,50,1,0,0
square_open,0,100,1,0,0
square_open,0,150,1,0,3259498496
square_open,50,-150,1,0,1125515264
square_open,50,-100,1,0,1120403456
square_open,50,-50,1,0,1112014848
square_open,50,0,1,0,0
square_open,50,50,1,3259498496,0
square_open,50,100,1,0,0
square_open,50,150,1,0,3259498496
square_open,100,-150,1,0,1125515264
square_open,100,-100,1,0,1120403456
square_open,100,-50,1,0,1112014848
square_open,100,0,1,0,0
square_open,100,50,1,0,0
square_open,100,100,1,0,0
square_open,100,150,1,0,3259498496
square_open,150,-150,1,3259498496,1125515264
square_open,150,-100,1,3259498496,1120403456
square_open,150,-50,1,3259498496,1112014848
square_open,150,0,1,3259498496,0
square_open,150,50,1,3259498496,0
square_open,150,100,1,3259498496,0
square_open,150,150,1,3259498496,3259498496
tri_closed,-150,-150,1,1125515264,1125515264
tri_closed,-150,-100,1,1125515264,1120403456
tri_closed,-150,-50,1,1125515264,1112014848
tri_closed,-150,0,1,1125515264,0
tri_closed,-150,50,1,1125515264,3259498496
tri_closed,-150,100,1,1126170624,3265265664
tri_closed,-150,150,1,1127481344,3266576384
tri_closed,-100,-150,1,1120403456,1125515264
tri_closed,-100,-100,1,1120403456,1120403456
tri_closed,-100,-50,1,1120403456,1112014848
tri_closed,-100,0,1,1120403456,0
tri_closed,-100,50,1,1120403456,3259498496
tri_closed,-100,100,1,1123024896,3262119937
tri_closed,-100,150,1,1124859904,3263954944
tri_closed,-50,-150,1,1112014848,1125515264
tri_closed,-50,-100,1,1112014848,1120403456
tri_closed,-50,-50,1,1112014848,1112014848
tri_closed,-50,0,1,1112014848,0
tri_closed,-50,50,1,1114636288,3253731328
tri_closed,-50,100,1,1117782016,3256877056
tri_closed,-50,150,1,1120403456,3259498496
tri_closed,0,-150,1,0,1125515264
tri_closed,0,-100,1,0,1120403456
tri_closed,0,-50,1,0,1112014848
tri_closed,0,0,1,0,0
tri_closed,0,50,1,1101004799,3240099844
tri_closed,0,100,1,1109393408,3248488448
tri_closed,0,150,1,1112014848,3259498496
tri_closed,50,-150,1,0,1125515264
tri_closed,50,-100,1,0,1120403456
tri_closed,50,-50,1,0,1112014848
tri_closed,50,0,1,0,0
tri_closed,50,50,1,3248488448,1092616192
tri_closed,50,100,1,0,0
tri_closed,50,150,1,0,3259498496
tri_closed,100,-150,1,0,1125515264
tri_closed,100,-100,1,0,1120403456
tri_closed,100,-50,1,0,1112014848
tri_closed,100,0,1,0,0
tri_closed,100,50,1,3248488448,3240099840
tri_closed,100,100,1,3256877056,3248488448
tri_closed,100,150,1,3259498496,3259498496
tri_closed,150,-150,1,3259498496,1125515264
tri_closed,150,-100,1,3259498496,1120403456
tri_closed,150,-50,1,3259498496,1112014848
tri_closed,150,0,1,3259498496,0
tri_closed,150,50,1,3262119936,3253731328
tri_closed,150,100,1,3265265664,3256877055
tri_closed,150,150,1,3267887104,3259498496
ell_closed,-150,-150,1,1125515264,1125515264
ell_closed,-150,-100,1,1125515264,1120403456
ell_closed,-150,-50,1,1125515264,1112014848
ell_closed,-150,0,1,1125515264,0
ell_closed,-150,50,1,1125515264,0
ell_closed,-150,100,1,1125515264,0
ell_closed,-150,150,1,1125515264,3259498496
ell_closed,-100,-150,1,1120403456,1125515264
ell_closed,-100,-100,1,1120403456,1120403456
ell_closed,-100,-50,1,1120403456,1112014848
ell_closed,-100,0,1,1120403456,0
ell_closed,-100,50,1,1120403456,0
ell_closed,-100,100,1,1120403456,0
ell_closed,-100,150,1,1120403456,3259498496
ell_closed,-50,-150,1,1112014848,1125515264
ell_closed,-50,-100,1,1112014848,1120403456
ell_closed,-50,-50,1,1112014848,1112014848
ell_closed,-50,0,1,1112014848,0
ell_closed,-50,50,1,1112014848,0
ell_closed,-50,100,1,1112014848,0
ell_closed,-50,150,1,1112014848,3259498496
ell_closed,0,-150,1,0,1125515264
ell_closed,0,-100,1,0,1120403456
ell_closed,0,-50,1,0,1112014848
ell_closed,0,0,1,0,0
ell_closed,0,50,1,0,0
ell_closed,0,100,1,0,0
ell_closed,0,150,1,0,3259498496
ell_closed,50,-150,1,0,1125515264
ell_closed,50,-100,1,0,1120403456
ell_closed,50,-50,1,0,1112014848
ell_closed,50,0,1,0,0
ell_closed,50,50,1,0,0
ell_closed,50,100,1,0,0
ell_closed,50,150,1,0,3259498496
ell_closed,100,-150,1,0,1125515264
ell_closed,100,-100,1,0,1120403456
ell_closed,100,-50,1,0,1112014848
ell_closed,100,0,1,0,0
ell_closed,100,50,1,0,0
ell_closed,100,100,1,3259498496,0
ell_closed,100,150,1,3259498496,3259498496
ell_closed,150,-150,1,3259498496,1125515264
ell_closed,150,-100,1,3259498496,1120403456
ell_closed,150,-50,1,3259498496,1112014848
ell_closed,150,0,1,3259498496,0
ell_closed,150,50,1,3259498496,0
ell_closed,150,100,1,3259498496,3259498496
ell_closed,150,150,1,3267887104,3259498496
big_closed,-150,-150,1,1112014848,1112014848
big_closed,-150,-100,1,1112014848,0
big_closed,-150,-50,1,1112014848,0
big_closed,-150,0,1,1112014848,0
big_closed,-150,50,1,1112014848,0
big_closed,-150,100,1,1112014848,0
big_closed,-150,150,1,1112014848,3259498496
big_closed,-100,-150,1,0,1112014848
big_closed,-100,-100,1,0,0
big_closed,-100,-50,1,0,0
big_closed,-100,0,1,0,0
big_closed,-100,50,1,0,0
big_closed,-100,100,1,0,0
big_closed,-100,150,1,0,3259498496
big_closed,-50,-150,1,0,1112014848
big_closed,-50,-100,1,0,0
big_closed,-50,-50,1,3259498496,0
big_closed,-50,0,1,3259498496,0
big_closed,-50,50,1,3259498496,0
big_closed,-50,100,1,0,0
big_closed,-50,150,1,0,3259498496
big_closed,0,-150,1,0,1112014848
big_closed,0,-100,1,0,0
big_closed,0,-50,1,0,3259498496
big_closed,0,0,1,3267887104,0
big_closed,0,50,1,0,1112014848
big_closed,0,100,1,0,0
big_closed,0,150,1,0,3259498496
big_closed,50,-150,1,0,1112014848
big_closed,50,-100,1,0,0
big_closed,50,-50,1,1112014848,0
big_closed,50,0,1,1112014848,0
big_closed,50,50,1,0,1112014848
big_closed,50,100,1,0,0
big_closed,50,150,1,0,3259498496
big_closed,100,-150,1,0,1112014848
big_closed,100,-100,1,0,0
big_closed,100,-50,1,0,0
big_closed,100,0,1,0,0
big_closed,100,50,1,0,0
big_closed,100,100,1,0,0
big_closed,100,150,1,0,3259498496
big_closed,150,-150,1,3259498496,1112014848
big_closed,150,-100,1,3259498496,0
big_closed,150,-50,1,3259498496,0
big_closed,150,0,1,3259498496,0
big_closed,150,50,1,3259498496,0
big_closed,150,100,1,3259498496,0
big_closed,150,150,1,3259498496,3259498496
degenerate,-150,-150,1,1125515264,1125515264
degenerate,-150,-100,1,1125515264,1120403456
degenerate,-150,-50,1,1125515264,1112014848
degenerate,-150,0,1,1125515264,0
degenerate,-150,50,1,1125515264,3259498496
degenerate,-150,100,1,1125515264,3267887104
degenerate,-150,150,1,1125515264,3272998912
degenerate,-100,-150,1,1120403456,1125515264
degenerate,-100,-100,1,1120403456,1120403456
degenerate,-100,-50,1,1120403456,1112014848
degenerate,-100,0,1,1120403456,0
degenerate,-100,50,1,1120403456,3259498496
degenerate,-100,100,1,1120403456,3267887104
degenerate,-100,150,1,1120403456,3272998912
degenerate,-50,-150,1,1112014848,1125515264
degenerate,-50,-100,1,1112014848,1120403456
degenerate,-50,-50,1,1112014848,1112014848
degenerate,-50,0,1,1112014848,0
degenerate,-50,50,1,1112014848,3259498496
degenerate,-50,100,1,1112014848,3267887104
degenerate,-50,150,1,1112014848,3272998912
degenerate,0,-150,1,0,1125515264
degenerate,0,-100,1,0,1120403456
degenerate,0,-50,1,0,1112014848
degenerate,0,0,1,0,0
degenerate,0,50,1,0,3259498496
degenerate,0,100,1,0,3267887104
degenerate,0,150,1,0,3272998912
degenerate,50,-150,1,3256877056,1125515264
degenerate,50,-100,1,3256877056,1120403456
degenerate,50,-50,1,3256877056,1112014848
degenerate,50,0,1,3256877056,0
degenerate,50,50,1,3256877056,3259498496
degenerate,50,100,1,3256877056,3267887104
degenerate,50,150,1,3256877056,3272998912
degenerate,100,-150,1,3266576384,1125515264
degenerate,100,-100,1,3266576384,1120403456
degenerate,100,-50,1,3266576384,1112014848
degenerate,100,0,1,3266576384,0
degenerate,100,50,1,3266576384,3259498496
degenerate,100,100,1,3266576384,3267887104
degenerate,100,150,1,3266576384,3272998912
degenerate,150,-150,1,3272343552,1125515264
degenerate,150,-100,1,3272343552,1120403456
degenerate,150,-50,1,3272343552,1112014848
degenerate,150,0,1,3272343552,0
degenerate,150,50,1,3272343552,3259498496
degenerate,150,100,1,3272343552,3267887104
degenerate,150,150,1,3272343552,3272998912
