#limits
idx,vel_x,vel_y,acc_x,acc_y,accel_max,plain_x,plain_y,plain_ret,corner_x,corner_y,corner_ret
551,1082130432,0,1090087509,3230662652,0,1090087509,3230662652,0,1090087509,3230662652,0
552,1082130432,0,1091567616,0,1077936128,1077936128,0,1,1077936128,0,1
553,1082130432,0,1090087506,1083179008,1077936128,0,1077936128,1,0,1077936128,1
554,1082130432,0,1083179007,1090087507,1077936128,0,1077936128,1,0,1077936128,1
555,1082130432,0,3033740500,1091567616,1077936128,0,1077936128,1,3029126627,1077936128,1
556,1082130432,0,3230662657,1090087506,1077936128,0,1077936128,1,3225419776,0,1
557,1082130432,0,3237571154,1083179009,1077936128,0,1077936127,1,3225419776,0,1
558,1082130432,0,3239051264,3042129108,1077936128,3225419776,3042129108,1,3225419776,2147483648,1
559,1082130432,0,3237571152,3230662659,1077936128,0,3225419776,1,3225419776,2147483648,1
560,1082130432,0,3230662654,3237571155,1077936128,0,3225419776,1,3225419774,3135091671,1
561,1082130432,0,870742516,3239051264,1077936128,0,3225419776,1,865707683,3225419776,1
562,1082130432,0,1083179006,3237571155,1077936128,0,3225419776,1,0,3225419776,1
563,1082130432,0,1090087509,3230662652,1077936128,0,3225419776,1,992564221,3225419771,1
564,1082130432,0,1091567616,0,1094713344,1091567616,0,0,1091567616,0,1
565,1082130432,0,1090087506,1083179008,1094713344,1090087506,1083179008,0,1090087506,1083179008,1
566,1082130432,0,1083179007,1090087507,1094713344,1083179007,1090087507,0,1083179007,1090087507,1
567,1082130432,0,3033740500,1091567616,1094713344,3033740500,1091567616,0,3033740500,1091567616,1
568,1082130432,0,3230662657,1090087506,1094713344,3230662657,1090087506,0,3230662657,1090087506,1
569,1082130432,0,3237571154,1083179009,1094713344,3237571154,1083179009,0,3237571154,1083179009,1
570,1082130432,0,3239051264,3042129108,1094713344,3239051264,3042129108,0,3239051264,3042129108,1
571,1082130432,0,3237571152,3230662659,1094713344,3237571152,3230662659,0,3237571152,3230662659,1
572,1082130432,0,3230662654,3237571155,1094713344,3230662654,3237571155,0,3230662654,3237571155,1
573,1082130432,0,870742516,3239051264,1094713344,870742516,3239051264,0,870742516,3239051264,1
574,1082130432,0,1083179006,3237571155,1094713344,1083179006,3237571155,0,1083179006,3237571155,1
575,1082130432,0,1090087509,3230662652,1094713344,1090087509,3230662652,0,1090087509,3230662652,1
576,1082130432,0,1101004800,0,0,1101004800,0,0,1101004800,0,0
577,1082130432,0,1099599974,1092616192,0,1099599974,1092616192,0,1099599974,1092616192,0
578,1082130432,0,1092616191,1099599975,0,1092616191,1099599975,0,1092616191,1099599975,0
579,1082130432,0,3043667066,1101004800,0,3043667066,1101004800,0,3043667066,1101004800,0
580,1082130432,0,3240099841,1099599974,0,3240099841,1099599974,0,3240099841,1099599974,0
581,1082130432,0,3247083622,1092616193,0,3247083622,1092616193,0,3247083622,1092616193,0
582,1082130432,0,3248488448,3052055674,0,3248488448,3052055674,0,3248488448,3052055674,0
583,1082130432,0,3247083621,3240099844,0,3247083621,3240099844,0,3247083621,3240099844,0
584,1082130432,0,3240099838,3247083623,0,3240099838,3247083623,0,3240099838,3247083623,0
585,1082130432,0,880806621,3248488448,0,880806621,3248488448,0,880806621,3248488448,0
586,1082130432,0,1092616190,3247083623,0,1092616190,3247083623,0,1092616190,3247083623,0
587,1082130432,0,1099599976,3240099835,0,1099599976,3240099835,0,1099599976,3240099835,0
588,1082130432,0,1101004800,0,1077936128,1077936128,0,1,1077936128,0,1
589,1082130432,0,1099599974,1092616192,1077936128,0,1077936128,1,0,1077936128,1
590,1082130432,0,1092616191,1099599975,1077936128,0,1077936128,1,0,1077936128,1
591,1082130432,0,3043667066,1101004800,1077936128,0,1077936128,1,3029126627,1077936128,1
592,1082130432,0,3240099841,1099599974,1077936128,0,1077936128,1,3225419776,0,1
593,1082130432,0,3247083622,1092616193,1077936128,0,1077936128,1,3225419776,0,1
594,1082130432,0,3248488448,3052055674,1077936128,3225419776,3052055674,1,3225419776,2147483648,1
595,1082130432,0,3247083621,3240099844,1077936128,0,3225419776,1,3225419776,2147483648,1
596,1082130432,0,3240099838,3247083623,1077936128,0,3225419776,1,3225419774,3135091671,1
597,1082130432,0,880806621,3248488448,1077936128,0,3225419776,1,865707683,3225419776,1
598,1082130432,0,1092616190,3247083623,1077936128,0,3225419776,1,0,3225419776,1
599,1082130432,0,1099599976,3240099835,1077936128,0,3225419775,1,994050048,3225419770,1
600,1082130432,0,1101004800,0,1094713344,1094713344,0,1,1094713344,0,1
601,1082130432,0,1099599974,1092616192,1094713344,1087652757,1092616192,1,1087652757,1092616192,1
602,1082130432,0,1092616191,1099599975,1094713344,0,1094713344,1,0,1094713344,1
603,1082130432,0,3043667066,1101004800,1094713344,0,1094713344,1,3043667066,1094713344,1
604,1082130432,0,3240099841,1099599974,1094713344,0,1094713344,1,3240099841,1087652754,1
605,1082130432,0,3247083622,1092616193,1094713344,3235136401,1092616193,1,3242196992,0,1
606,1082130432,0,3248488448,3052055674,1094713344,3242196992,3052055674,1,3242196992,2147483648,1
607,1082130432,0,3247083621,3240099844,1094713344,3235136393,3240099844,1,3242196992,2147483648,1
608,1082130432,0,3240099838,3247083623,1094713344,0,3242196992,1,3240099838,3235136411,1
609,1082130432,0,880806621,3248488448,1094713344,0,3242196992,1,0,3242196992,1
610,1082130432,0,1092616190,3247083623,1094713344,0,3242196992,1,0,3242196992,1
611,1082130432,0,1099599976,3240099835,1094713344,1087652771,3240099835,1,1087652771,3240099835,1
612,1082130432,0,1109393408,0,0,1109393408,0,0,1109393408,0,0
613,1082130432,0,1107988582,1101004800,0,1107988582,1101004800,0,1107988582,1101004800,0
614,1082130432,0,1101004799,1107988583,0,1101004799,1107988583,0,1101004799,1107988583,0
615,1082130432,0,3052055674,1109393408,0,3052055674,1109393408,0,3052055674,1109393408,0
616,1082130432,0,3248488449,1107988582,0,3248488449,1107988582,0,3248488449,1107988582,0
617,1082130432,0,3255472230,1101004801,0,3255472230,1101004801,0,3255472230,1101004801,0
618,1082130432,0,3256877056,3060444282,0,3256877056,3060444282,0,3256877056,3060444282,0
619,1082130432,0,3255472229,3248488452,0,3255472229,3248488452,0,3255472229,3248488452,0
620,1082130432,0,3248488446,3255472231,0,3248488446,3255472231,0,3248488446,3255472231,0
621,1082130432,0,889195229,3256877056,0,889195229,3256877056,0,889195229,3256877056,0
622,1082130432,0,1101004798,3255472231,0,1101004798,3255472231,0,1101004798,3255472231,0
623,1082130432,0,1107988584,3248488443,0,1107988584,3248488443,0,1107988584,3248488443,0
624,1082130432,0,1109393408,0,1077936128,1077936128,0,1,1077936128,0,1
625,1082130432,0,1107988582,1101004800,1077936128,0,1077936128,1,0,1077936128,1
626,1082130432,0,1101004799,1107988583,1077936128,0,1077936128,1,0,1077936128,1
627,1082130432,0,3052055674,1109393408,1077936128,0,1077936128,1,3029126627,1077936128,1
628,1082130432,0,3248488449,1107988582,1077936128,0,1077936128,1,3225419776,0,1
629,1082130432,0,3255472230,1101004801,1077936128,0,1077936128,1,3225419776,0,1
630,1082130432,0,3256877056,3060444282,1077936128,3225419776,3060444282,1,3225419776,2147483648,1
631,1082130432,0,3255472229,3248488452,1077936128,0,3225419776,1,3225419776,2147483648,1
632,1082130432,0,3248488446,3255472231,1077936128,0,3225419776,1,3225419774,3135091671,1
633,1082130432,0,889195229,3256877056,1077936128,0,3225419776,1,865707683,3225419776,1
634,1082130432,0,1101004798,3255472231,1077936128,0,3225419776,1,0,3225419776,1
635,1082130432,0,1107988584,3248488443,1077936128,0,3225419775,1,994050048,3225419770,1
636,1082130432,0,1109393408,0,1094713344,1094713344,0,1,1094713344,0,1
637,1082130432,0,1107988582,1101004800,1094713344,0,1094713344,1,0,1094713344,1
638,1082130432,0,1101004799,1107988583,1094713344,0,1094713344,1,0,1094713344,1
639,1082130432,0,3052055674,1109393408,1094713344,0,1094713344,1,3045903843,1094713344,1
640,1082130432,0,3248488449,1107988582,1094713344,0,1094713344,1,3242196992,0,1
641,1082130432,0,3255472230,1101004801,1094713344,0,1094713344,1,3242196992,0,1
642,1082130432,0,3256877056,3060444282,1094713344,3242196992,3060444282,1,3242196992,2147483648,1
643,1082130432,0,3255472229,3248488452,1094713344,0,3242196992,1,3242196992,2147483648,1
644,1082130432,0,3248488446,3255472231,1094713344,0,3242196992,1,3242196990,3151868887,1
645,1082130432,0,889195229,3256877056,1094713344,0,3242196992,1,0,3242196992,1
646,1082130432,0,1101004798,3255472231,1094713344,0,3242196992,1,0,3242196992,1
647,1082130432,0,1107988584,3248488443,1094713344,0,3242196991,1,1010827264,3242196986,1
648,1101004800,0,1056964608,0,0,1056964608,0,0,1056964608,0,0
649,1101004800,0,1054716887,1048576000,0,1054716887,1048576000,0,1054716887,1048576000,0
650,1101004800,0,1048575999,1054716888,0,1048575999,1054716888,0,1048575999,1054716888,0
651,1101004800,0,2998648110,1056964608,0,2998648110,1056964608,0,2998648110,1056964608,0
652,1101004800,0,3196059649,1054716887,0,3196059649,1054716887,0,3196059649,1054716887,0
653,1101004800,0,3202200535,1048576001,0,3202200535,1048576001,0,3202200535,1048576001,0
654,1101004800,0,3204448256,3007036718,0,3204448256,3007036718,0,3204448256,3007036718,0
655,1101004800,0,3202200533,3196059651,0,3202200533,3196059651,0,3202200533,3196059651,0
656,1101004800,0,3196059645,3202200536,0,3196059645,3202200536,0,3196059645,3202200536,0
657,1101004800,0,835509806,3204448256,0,835509806,3204448256,0,835509806,3204448256,0
658,1101004800,0,1048575997,3202200536,0,1048575997,3202200536,0,1048575997,3202200536,0
659,1101004800,0,1054716890,3196059640,0,1054716890,3196059640,0,1054716890,3196059640,0
660,1101004800,0,1056964608,0,1077936128,1056964608,0,0,1056964608,0,1
661,1101004800,0,1054716887,1048576000,1077936128,1054716887,1048576000,0,1054716887,1048576000,1
662,1101004800,0,1048575999,1054716888,1077936128,1048575999,1054716888,0,1048575999,1054716888,1
663,1101004800,0,2998648110,1056964608,1077936128,2998648110,1056964608,0,2998648110,1056964608,1
664,1101004800,0,3196059649,1054716887,1077936128,3196059649,1054716887,0,3196059649,1054716887,1
665,1101004800,0,3202200535,1048576001,1077936128,3202200535,1048576001,0,3202200535,1048576001,1
666,1101004800,0,3204448256,3007036718,1077936128,3204448256,3007036718,0,3204448256,3007036718,1
667,1101004800,0,3202200533,3196059651,1077936128,3202200533,3196059651,0,3202200533,3196059651,1
668,1101004800,0,3196059645,3202200536,1077936128,3196059645,3202200536,0,3196059645,3202200536,1
669,1101004800,0,835509806,3204448256,1077936128,835509806,3204448256,0,835509806,3204448256,1
670,1101004800,0,1048575997,3202200536,1077936128,1048575997,3202200536,0,1048575997,3202200536,1
671,1101004800,0,1054716890,3196059640,1077936128,1054716890,3196059640,0,1054716890,3196059640,1
672,1101004800,0,1056964608,0,1094713344,1056964608,0,0,1056964608,0,1
673,1101004800,0,1054716887,1048576000,1094713344,1054716887,1048576000,0,1054716887,1048576000,1
674,1101004800,0,1048575999,1054716888,1094713344,1048575999,1054716888,0,1048575999,1054716888,1
675,1101004800,0,2998648110,1056964608,1094713344,2998648110,1056964608,0,2998648110,1056964608,1
676,1101004800,0,3196059649,1054716887,1094713344,3196059649,1054716887,0,3196059649,1054716887,1
677,1101004800,0,3202200535,1048576001,1094713344,3202200535,1048576001,0,3202200535,1048576001,1
678,1101004800,0,3204448256,3007036718,1094713344,3204448256,3007036718,0,3204448256,3007036718,1
679,1101004800,0,3202200533,3196059651,1094713344,3202200533,3196059651,0,3202200533,3196059651,1
680,1101004800,0,3196059645,3202200536,1094713344,3196059645,3202200536,0,3196059645,3202200536,1
681,1101004800,0,835509806,3204448256,1094713344,835509806,3204448256,0,835509806,3204448256,1
682,1101004800,0,1048575997,3202200536,1094713344,1048575997,3202200536,0,1048575997,3202200536,1
683,1101004800,0,1054716890,3196059640,1094713344,1054716890,3196059640,0,1054716890,3196059640,1
684,1101004800,0,1075838976,0,0,1075838976,0,0,1075838976,0,0
685,1101004800,0,1074434150,1067450368,0,1074434150,1067450368,0,1074434150,1067450368,0
686,1101004800,0,1067450367,1074434151,0,1067450367,1074434151,0,1067450367,1074434151,0
687,1101004800,0,3018501242,1075838976,0,3018501242,1075838976,0,3018501242,1075838976,0
688,1101004800,0,3214934017,1074434150,0,3214934017,1074434150,0,3214934017,1074434150,0
689,1101004800,0,3221917798,1067450369,0,3221917798,1067450369,0,3221917798,1067450369,0
690,1101004800,0,3223322624,3026889850,0,3223322624,3026889850,0,3223322624,3026889850,0
691,1101004800,0,3221917797,3214934020,0,3221917797,3214934020,0,3221917797,3214934020,0
692,1101004800,0,3214934014,3221917799,0,3214934014,3221917799,0,3214934014,3221917799,0
693,1101004800,0,855640797,3223322624,0,855640797,3223322624,0,855640797,3223322624,0
694,1101004800,0,1067450366,3221917799,0,1067450366,3221917799,0,1067450366,3221917799,0
695,1101004800,0,1074434152,3214934011,0,1074434152,3214934011,0,1074434152,3214934011,0
696,1101004800,0,1075838976,0,1077936128,1075838976,0,0,1075838976,0,1
697,1101004800,0,1074434150,1067450368,1077936128,1074434150,1067450368,0,1074434150,1067450368,1
698,1101004800,0,1067450367,1074434151,1077936128,1067450367,1074434151,0,1067450367,1074434151,1
699,1101004800,0,3018501242,1075838976,1077936128,3018501242,1075838976,0,3018501242,1075838976,1
700,1101004800,0,3214934017,1074434150,1077936128,3214934017,1074434150,0,3214934017,1074434150,1
701,1101004800,0,3221917798,1067450369,1077936128,3221917798,1067450369,0,3221917798,1067450369,1
702,1101004800,0,3223322624,3026889850,1077936128,3223322624,3026889850,0,3223322624,3026889850,1
703,1101004800,0,3221917797,3214934020,1077936128,3221917797,3214934020,0,3221917797,3214934020,1
704,1101004800,0,3214934014,3221917799,1077936128,3214934014,3221917799,0,3214934014,3221917799,1
705,1101004800,0,855640797,3223322624,1077936128,855640797,3223322624,0,855640797,3223322624,1
706,1101004800,0,1067450366,3221917799,1077936128,1067450366,3221917799,0,1067450366,3221917799,1
707,1101004800,0,1074434152,3214934011,1077936128,1074434152,3214934011,0,1074434152,3214934011,1
708,1101004800,0,1075838976,0,1094713344,1075838976,0,0,1075838976,0,1
709,1101004800,0,1074434150,1067450368,1094713344,1074434150,1067450368,0,1074434150,1067450368,1
710,1101004800,0,1067450367,1074434151,1094713344,1067450367,1074434151,0,1067450367,1074434151,1
711,1101004800,0,3018501242,1075838976,1094713344,3018501242,1075838976,0,3018501242,1075838976,1
712,1101004800,0,3214934017,1074434150,1094713344,3214934017,1074434150,0,3214934017,1074434150,1
713,1101004800,0,3221917798,1067450369,1094713344,3221917798,1067450369,0,3221917798,1067450369,1
714,1101004800,0,3223322624,3026889850,1094713344,3223322624,3026889850,0,3223322624,3026889850,1
715,1101004800,0,3221917797,3214934020,1094713344,3221917797,3214934020,0,3221917797,3214934020,1
716,1101004800,0,3214934014,3221917799,1094713344,3214934014,3221917799,0,3214934014,3221917799,1
717,1101004800,0,855640797,3223322624,1094713344,855640797,3223322624,0,855640797,3223322624,1
718,1101004800,0,1067450366,3221917799,1094713344,1067450366,3221917799,0,1067450366,3221917799,1
719,1101004800,0,1074434152,3214934011,1094713344,1074434152,3214934011,0,1074434152,3214934011,1
720,1101004800,0,1084227584,0,0,1084227584,0,0,1084227584,0,0
721,1101004800,0,1082822758,1075838976,0,1082822758,1075838976,0,1082822758,1075838976,0
722,1101004800,0,1075838975,1082822759,0,1075838975,1082822759,0,1075838975,1082822759,0
723,1101004800,0,3026889850,1084227584,0,3026889850,1084227584,0,3026889850,1084227584,0
724,1101004800,0,3223322625,1082822758,0,3223322625,1082822758,0,3223322625,1082822758,0
725,1101004800,0,3230306406,1075838977,0,3230306406,1075838977,0,3230306406,1075838977,0
726,1101004800,0,3231711232,3035278458,0,3231711232,3035278458,0,3231711232,3035278458,0
727,1101004800,0,3230306405,3223322628,0,3230306405,3223322628,0,3230306405,3223322628,0
728,1101004800,0,3223322622,3230306407,0,3223322622,3230306407,0,3223322622,3230306407,0
729,1101004800,0,864029405,3231711232,0,864029405,3231711232,0,864029405,3231711232,0
730,1101004800,0,1075838974,3230306407,0,1075838974,3230306407,0,1075838974,3230306407,0
731,1101004800,0,1082822760,3223322619,0,1082822760,3223322619,0,1082822760,3223322619,0
732,1101004800,0,1084227584,0,1077936128,1077936128,0,1,1077936128,0,1
733,1101004800,0,1082822758,1075838976,1077936128,1070875541,1075838976,1,1070875541,1075838976,1
734,1101004800,0,1075838975,1082822759,1077936128,0,1077936128,1,0,1077936128,1
735,1101004800,0,3026889850,1084227584,1077936128,0,1077936128,1,3026889850,1077936128,1
736,1101004800,0,3223322625,1082822758,1077936128,0,1077936128,1,3223322625,1070875538,1
737,1101004800,0,3230306406,1075838977,1077936128,3218359185,1075838977,1,3225419776,0,1
738,1101004800,0,3231711232,3035278458,1077936128,3225419776,3035278458,1,3225419776,2147483648,1
739,1101004800,0,3230306405,3223322628,1077936128,3218359177,3223322628,1,3225419776,2147483648,1
740,1101004800,0,3223322622,3230306407,1077936128,0,3225419776,1,3223322622,3218359195,1
741,1101004800,0,864029405,3231711232,1077936128,0,3225419776,1,864029405,3225419776,1
742,1101004800,0,1075838974,3230306407,1077936128,0,3225419776,1,0,3225419776,1
743,1101004800,0,1082822760,3223322619,1077936128,1070875555,3223322619,1,1070875555,3223322619,1
744,1101004800,0,1084227584,0,1094713344,1084227584,0,0,1084227584,0,1
745,1101004800,0,1082822758,1075838976,1094713344,1082822758,1075838976,0,1082822758,1075838976,1
746,1101004800,0,1075838975,1082822759,1094713344,1075838975,1082822759,0,1075838975,1082822759,1
747,1101004800,0,3026889850,1084227584,1094713344,3026889850,1084227584,0,3026889850,1084227584,1
748,1101004800,0,3223322625,1082822758,1094713344,3223322625,1082822758,0,3223322625,1082822758,1
749,1101004800,0,3230306406,1075838977,1094713344,3230306406,1075838977,0,3230306406,1075838977,1
750,1101004800,0,3231711232,3035278458,1094713344,3231711232,3035278458,0,3231711232,3035278458,1
751,1101004800,0,3230306405,3223322628,1094713344,3230306405,3223322628,0,3230306405,3223322628,1
752,1101004800,0,3223322622,3230306407,1094713344,3223322622,3230306407,0,3223322622,3230306407,1
753,1101004800,0,864029405,3231711232,1094713344,864029405,3231711232,0,864029405,3231711232,1
754,1101004800,0,1075838974,3230306407,1094713344,1075838974,3230306407,0,1075838974,3230306407,1
755,1101004800,0,1082822760,3223322619,1094713344,1082822760,3223322619,0,1082822760,3223322619,1
756,1101004800,0,1091567616,0,0,1091567616,0,0,1091567616,0,0
757,1101004800,0,1090087506,1083179008,0,1090087506,1083179008,0,1090087506,1083179008,0
758,1101004800,0,1083179007,1090087507,0,1083179007,1090087507,0,1083179007,1090087507,0
759,1101004800,0,3033740500,1091567616,0,3033740500,1091567616,0,3033740500,1091567616,0
760,1101004800,0,3230662657,1090087506,0,3230662657,1090087506,0,3230662657,1090087506,0
761,1101004800,0,3237571154,1083179009,0,3237571154,1083179009,0,3237571154,1083179009,0
762,1101004800,0,3239051264,3042129108,0,3239051264,3042129108,0,3239051264,3042129108,0
763,1101004800,0,3237571152,3230662659,0,3237571152,3230662659,0,3237571152,3230662659,0
764,1101004800,0,3230662654,3237571155,0,3230662654,3237571155,0,3230662654,3237571155,0
765,1101004800,0,870742516,3239051264,0,870742516,3239051264,0,870742516,3239051264,0
766,1101004800,0,1083179006,3237571155,0,1083179006,3237571155,0,1083179006,3237571155,0
767,1101004800,0,1090087509,3230662652,0,1090087509,3230662652,0,1090087509,3230662652,0
768,1101004800,0,1091567616,0,1077936128,1077936128,0,1,1077936128,0,1
769,1101004800,0,1090087506,1083179008,1077936128,0,1077936128,1,0,1077936128,1
770,1101004800,0,1083179007,1090087507,1077936128,0,1077936128,1,0,1077936128,1
771,1101004800,0,3033740500,1091567616,1077936128,0,1077936128,1,3029126627,1077936128,1
772,1101004800,0,3230662657,1090087506,1077936128,0,1077936128,1,3225419776,0,1
773,1101004800,0,3237571154,1083179009,1077936128,0,1077936127,1,3225419776,0,1
774,1101004800,0,3239051264,3042129108,1077936128,3225419776,3042129108,1,3225419776,2147483648,1
775,1101004800,0,3237571152,3230662659,1077936128,0,3225419776,1,3225419776,2147483648,1
776,1101004800,0,3230662654,3237571155,1077936128,0,3225419776,1,3225419774,3135091671,1
777,1101004800,0,870742516,3239051264,1077936128,0,3225419776,1,865707683,3225419776,1
778,1101004800,0,1083179006,3237571155,1077936128,0,3225419776,1,0,3225419776,1
779,1101004800,0,1090087509,3230662652,1077936128,0,3225419776,1,992564221,3225419771,1
780,1101004800,0,1091567616,0,1094713344,1091567616,0,0,1091567616,0,1
781,1101004800,0,1090087506,1083179008,1094713344,1090087506,1083179008,0,1090087506,1083179008,1
782,1101004800,0,1083179007,1090087507,1094713344,1083179007,1090087507,0,1083179007,1090087507,1
783,1101004800,0,3033740500,1091567616,1094713344,3033740500,1091567616,0,3033740500,1091567616,1
784,1101004800,0,3230662657,1090087506,1094713344,3230662657,1090087506,0,3230662657,1090087506,1
785,1101004800,0,3237571154,1083179009,1094713344,3237571154,1083179009,0,3237571154,1083179009,1
786,1101004800,0,3239051264,3042129108,1094713344,3239051264,3042129108,0,3239051264,3042129108,1
787,1101004800,0,3237571152,3230662659,1094713344,3237571152,3230662659,0,3237571152,3230662659,1
788,1101004800,0,3230662654,3237571155,1094713344,3230662654,3237571155,0,3230662654,3237571155,1
789,1101004800,0,870742516,3239051264,1094713344,870742516,3239051264,0,870742516,3239051264,1
790,1101004800,0,1083179006,3237571155,1094713344,1083179006,3237571155,0,1083179006,3237571155,1
791,1101004800,0,1090087509,3230662652,1094713344,1090087509,3230662652,0,1090087509,3230662652,1
792,1101004800,0,1101004800,0,0,1101004800,0,0,1101004800,0,0
793,1101004800,0,1099599974,1092616192,0,1099599974,1092616192,0,1099599974,1092616192,0
794,1101004800,0,1092616191,1099599975,0,1092616191,1099599975,0,1092616191,1099599975,0
795,1101004800,0,3043667066,1101004800,0,3043667066,1101004800,0,3043667066,1101004800,0
796,1101004800,0,3240099841,1099599974,0,3240099841,1099599974,0,3240099841,1099599974,0
797,1101004800,0,3247083622,1092616193,0,3247083622,1092616193,0,3247083622,1092616193,0
798,1101004800,0,3248488448,3052055674,0,3248488448,3052055674,0,3248488448,3052055674,0
799,1101004800,0,3247083621,3240099844,0,3247083621,3240099844,0,3247083621,3240099844,0
800,1101004800,0,3240099838,3247083623,0,3240099838,3247083623,0,3240099838,3247083623,0
801,1101004800,0,880806621,3248488448,0,880806621,3248488448,0,880806621,3248488448,0
802,1101004800,0,1092616190,3247083623,0,1092616190,3247083623,0,1092616190,3247083623,0
803,1101004800,0,1099599976,3240099835,0,1099599976,3240099835,0,1099599976,3240099835,0
804,1101004800,0,1101004800,0,1077936128,1077936128,0,1,1077936128,0,1
805,1101004800,0,1099599974,1092616192,1077936128,0,1077936128,1,0,1077936128,1
806,1101004800,0,1092616191,1099599975,1077936128,0,1077936128,1,0,1077936128,1
807,1101004800,0,3043667066,1101004800,1077936128,0,1077936128,1,3029126627,1077936128,1
808,1101004800,0,3240099841,1099599974,1077936128,0,1077936128,1,3225419776,0,1
809,1101004800,0,3247083622,1092616193,1077936128,0,1077936128,1,3225419776,0,1
810,1101004800,0,3248488448,3052055674,1077936128,3225419776,3052055674,1,3225419776,2147483648,1
811,1101004800,0,3247083621,3240099844,1077936128,0,3225419776,1,3225419776,2147483648,1
812,1101004800,0,3240099838,3247083623,1077936128,0,3225419776,1,3225419774,3135091671,1
813,1101004800,0,880806621,3248488448,1077936128,0,3225419776,1,865707683,3225419776,1
814,1101004800,0,1092616190,3247083623,1077936128,0,3225419776,1,0,3225419776,1
815,1101004800,0,1099599976,3240099835,1077936128,0,3225419775,1,994050048,3225419770,1
816,1101004800,0,1101004800,0,1094713344,1094713344,0,1,1094713344,0,1
817,1101004800,0,1099599974,1092616192,1094713344,1087652757,1092616192,1,1087652757,1092616192,1
818,1101004800,0,1092616191,1099599975,1094713344,0,1094713344,1,0,1094713344,1
819,1101004800,0,3043667066,1101004800,1094713344,0,1094713344,1,3043667066,1094713344,1
820,1101004800,0,3240099841,1099599974,1094713344,0,1094713344,1,3240099841,1087652754,1
821,1101004800,0,3247083622,1092616193,1094713344,3235136401,1092616193,1,3242196992,0,1
822,1101004800,0,3248488448,3052055674,1094713344,3242196992,3052055674,1,3242196992,2147483648,1
823,1101004800,0,3247083621,3240099844,1094713344,3235136393,3240099844,1,3242196992,2147483648,1
824,1101004800,0,3240099838,3247083623,1094713344,0,3242196992,1,3240099838,3235136411,1
825,1101004800,0,880806621,3248488448,1094713344,0,3242196992,1,0,3242196992,1
826,1101004800,0,1092616190,3247083623,1094713344,0,3242196992,1,0,3242196992,1
827,1101004800,0,1099599976,3240099835,1094713344,1087652771,3240099835,1,1087652771,3240099835,1
828,1101004800,0,1109393408,0,0,1109393408,0,0,1109393408,0,0
829,1101004800,0,1107988582,1101004800,0,1107988582,1101004800,0,1107988582,1101004800,0
830,1101004800,0,1101004799,1107988583,0,1101004799,1107988583,0,1101004799,1107988583,0
831,1101004800,0,3052055674,1109393408,0,3052055674,1109393408,0,3052055674,1109393408,0
832,1101004800,0,3248488449,1107988582,0,3248488449,1107988582,0,3248488449,1107988582,0
833,1101004800,0,3255472230,1101004801,0,3255472230,1101004801,0,3255472230,1101004801,0
834,1101004800,0,3256877056,3060444282,0,3256877056,3060444282,0,3256877056,3060444282,0
835,1101004800,0,3255472229,3248488452,0,3255472229,3248488452,0,3255472229,3248488452,0
836,1101004800,0,3248488446,3255472231,0,3248488446,3255472231,0,3248488446,3255472231,0
837,1101004800,0,889195229,3256877056,0,889195229,3256877056,0,889195229,3256877056,0
838,1101004800,0,1101004798,3255472231,0,1101004798,3255472231,0,1101004798,3255472231,0
839,1101004800,0,1107988584,3248488443,0,1107988584,3248488443,0,1107988584,3248488443,0
840,1101004800,0,1109393408,0,1077936128,1077936128,0,1,1077936128,0,1
841,1101004800,0,1107988582,1101004800,1077936128,0,1077936128,1,0,1077936128,1
842,1101004800,0,1101004799,1107988583,1077936128,0,1077936128,1,0,1077936128,1
843,1101004800,0,3052055674,1109393408,1077936128,0,1077936128,1,3029126627,1077936128,1
844,1101004800,0,3248488449,1107988582,1077936128,0,1077936128,1,3225419776,0,1
845,1101004800,0,3255472230,1101004801,1077936128,0,1077936128,1,3225419776,0,1
846,1101004800,0,3256877056,3060444282,1077936128,3225419776,3060444282,1,3225419776,2147483648,1
847,1101004800,0,3255472229,3248488452,1077936128,0,3225419776,1,3225419776,2147483648,1
848,1101004800,0,3248488446,3255472231,1077936128,0,3225419776,1,3225419774,3135091671,1
849,1101004800,0,889195229,3256877056,1077936128,0,3225419776,1,865707683,3225419776,1
850,1101004800,0,1101004798,3255472231,1077936128,0,3225419776,1,0,3225419776,1
851,1101004800,0,1107988584,3248488443,1077936128,0,3225419775,1,994050048,3225419770,1
852,1101004800,0,1109393408,0,1094713344,1094713344,0,1,1094713344,0,1
853,1101004800,0,1107988582,1101004800,1094713344,0,1094713344,1,0,1094713344,1
854,1101004800,0,1101004799,1107988583,1094713344,0,1094713344,1,0,1094713344,1
855,1101004800,0,3052055674,1109393408,1094713344,0,1094713344,1,3045903843,1094713344,1
856,1101004800,0,3248488449,1107988582,1094713344,0,1094713344,1,3242196992,0,1
857,1101004800,0,3255472230,1101004801,1094713344,0,1094713344,1,3242196992,0,1
858,1101004800,0,3256877056,3060444282,1094713344,3242196992,3060444282,1,3242196992,2147483648,1
859,1101004800,0,3255472229,3248488452,1094713344,0,3242196992,1,3242196992,2147483648,1
860,1101004800,0,3248488446,3255472231,1094713344,0,3242196992,1,3242196990,3151868887,1
861,1101004800,0,889195229,3256877056,1094713344,0,3242196992,1,0,3242196992,1
862,1101004800,0,1101004798,3255472231,1094713344,0,3242196992,1,0,3242196992,1
