#entry
idx,mode,target_is_current,reason_is_gcs,gcs_enabled,mode_exists,armed,land_complete,new_manual_thr,new_is_drift,cur_manual_thr,pilot_thr,non_takeoff_thr,new_requires_pos,position_ok,ekf_alt_ok,in_rc_failsafe,new_allows_rc_fs,result,reason
269,ALT_HOLD,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,1,0,1,1,-
270,ALT_HOLD,0,0,1,1,0,0,0,0,0,0,1043542835,0,1,1,1,1,1,-
271,ALT_HOLD,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,1,1,1,1,-
272,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
273,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,0,1,1,-
274,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
275,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,1,1,1,-
276,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
277,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
278,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
279,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
280,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
281,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,1,0,0,1,1,-
282,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
283,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,1,0,1,1,1,-
284,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
285,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
286,ALT_HOLD,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
287,ALT_HOLD,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
288,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,0,0,0,1,1,-
289,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,0,0,0,1,1,-
290,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,0,0,1,1,1,-
291,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,0,0,1,1,1,-
292,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,0,1,0,1,1,-
293,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,0,1,0,1,1,-
294,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,0,1,1,1,1,-
295,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,0,1,1,1,1,-
296,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,1,0,0,1,1,-
297,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,1,0,0,1,1,-
298,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,1,0,1,1,1,-
299,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,1,0,1,1,1,-
300,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,1,1,0,1,1,-
301,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,1,1,0,1,1,-
302,ALT_HOLD,0,0,1,1,0,1,0,0,0,0,1043542835,0,1,1,1,1,1,-
303,ALT_HOLD,0,0,1,1,0,1,0,0,1,0,1043542835,0,1,1,1,1,1,-
304,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
305,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,0,0,0,1,1,-
306,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
307,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,0,0,1,1,1,-
308,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
309,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
310,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
311,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
312,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
313,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,1,0,0,1,1,-
314,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
315,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,1,0,1,1,1,-
316,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
317,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
318,ALT_HOLD,0,0,1,1,0,1,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
319,ALT_HOLD,0,0,1,1,0,1,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
320,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,0,0,0,1,1,-
321,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,0,0,0,1,0,need alt estimate
322,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,0,0,1,1,1,-
323,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,0,0,1,1,0,need alt estimate
324,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,0,1,0,1,1,-
325,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,0,1,0,1,1,-
326,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,0,1,1,1,1,-
327,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,0,1,1,1,1,-
328,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,1,0,0,1,1,-
329,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,1,0,0,1,0,need alt estimate
330,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,1,0,1,1,1,-
331,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,1,0,1,1,0,need alt estimate
332,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,1,1,0,1,1,-
333,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,1,1,0,1,1,-
334,ALT_HOLD,0,0,1,1,1,0,0,0,0,0,1043542835,0,1,1,1,1,1,-
335,ALT_HOLD,0,0,1,1,1,0,0,0,1,0,1043542835,0,1,1,1,1,1,-
336,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
337,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,0,0,0,1,0,need alt estimate
338,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
339,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,0,0,1,1,0,need alt estimate
340,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
341,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
342,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
343,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
344,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
345,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,1,0,0,1,0,need alt estimate
346,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
347,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,1,0,1,1,0,need alt estimate
348,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
349,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
350,ALT_HOLD,0,0,1,1,1,0,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
351,ALT_HOLD,0,0,1,1,1,0,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
352,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,0,0,0,1,1,-
353,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,0,0,0,1,0,need alt estimate
354,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,0,0,1,1,1,-
355,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,0,0,1,1,0,need alt estimate
356,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,0,1,0,1,1,-
357,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,0,1,0,1,1,-
358,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,0,1,1,1,1,-
359,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,0,1,1,1,1,-
360,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,1,0,0,1,1,-
361,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,1,0,0,1,0,need alt estimate
362,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,1,0,1,1,1,-
363,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,1,0,1,1,0,need alt estimate
364,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,1,1,0,1,1,-
365,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,1,1,0,1,1,-
366,ALT_HOLD,0,0,1,1,1,1,0,0,0,0,1043542835,0,1,1,1,1,1,-
367,ALT_HOLD,0,0,1,1,1,1,0,0,1,0,1043542835,0,1,1,1,1,1,-
368,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
369,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,0,0,0,1,0,need alt estimate
370,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
371,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,0,0,1,1,0,need alt estimate
372,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
373,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
374,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
375,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
376,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
377,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,1,0,0,1,0,need alt estimate
378,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
379,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,1,0,1,1,0,need alt estimate
380,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
381,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
382,ALT_HOLD,0,0,1,1,1,1,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
383,ALT_HOLD,0,0,1,1,1,1,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
384,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,0,0,0,1,1,-
385,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,0,0,0,1,1,-
386,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,0,0,1,1,1,-
387,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,0,0,1,1,1,-
388,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,0,1,0,1,1,-
389,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,0,1,0,1,1,-
390,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,0,1,1,1,1,-
391,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,0,1,1,1,1,-
392,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,1,0,0,1,1,-
393,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,1,0,0,1,1,-
394,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,1,0,1,1,1,-
395,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,1,0,1,1,1,-
396,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,1,1,0,1,1,-
397,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,1,1,0,1,1,-
398,ALT_HOLD,0,1,1,1,0,0,0,0,0,0,1043542835,0,1,1,1,1,1,-
399,ALT_HOLD,0,1,1,1,0,0,0,0,1,0,1043542835,0,1,1,1,1,1,-
400,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
401,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,0,1,1,-
402,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
403,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,1,1,1,-
404,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
405,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
406,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
407,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
408,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
409,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,1,0,0,1,1,-
410,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
411,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,1,0,1,1,1,-
412,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
413,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
414,ALT_HOLD,0,1,1,1,0,0,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
415,ALT_HOLD,0,1,1,1,0,0,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
416,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,0,0,0,1,1,-
417,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,0,0,0,1,1,-
418,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,0,0,1,1,1,-
419,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,0,0,1,1,1,-
420,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,0,1,0,1,1,-
421,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,0,1,0,1,1,-
422,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,0,1,1,1,1,-
423,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,0,1,1,1,1,-
424,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,1,0,0,1,1,-
425,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,1,0,0,1,1,-
426,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,1,0,1,1,1,-
427,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,1,0,1,1,1,-
428,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,1,1,0,1,1,-
429,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,1,1,0,1,1,-
430,ALT_HOLD,0,1,1,1,0,1,0,0,0,0,1043542835,0,1,1,1,1,1,-
431,ALT_HOLD,0,1,1,1,0,1,0,0,1,0,1043542835,0,1,1,1,1,1,-
432,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
433,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,0,0,0,1,1,-
434,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
435,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,0,0,1,1,1,-
436,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
437,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
438,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
439,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
440,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
441,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,1,0,0,1,1,-
442,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
443,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,1,0,1,1,1,-
444,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
445,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
446,ALT_HOLD,0,1,1,1,0,1,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
447,ALT_HOLD,0,1,1,1,0,1,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
448,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,0,0,0,1,1,-
449,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,0,0,0,1,0,need alt estimate
450,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,0,0,1,1,1,-
451,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,0,0,1,1,0,need alt estimate
452,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,0,1,0,1,1,-
453,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,0,1,0,1,1,-
454,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,0,1,1,1,1,-
455,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,0,1,1,1,1,-
456,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,1,0,0,1,1,-
457,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,1,0,0,1,0,need alt estimate
458,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,1,0,1,1,1,-
459,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,1,0,1,1,0,need alt estimate
460,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,1,1,0,1,1,-
461,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,1,1,0,1,1,-
462,ALT_HOLD,0,1,1,1,1,0,0,0,0,0,1043542835,0,1,1,1,1,1,-
463,ALT_HOLD,0,1,1,1,1,0,0,0,1,0,1043542835,0,1,1,1,1,1,-
464,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
465,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,0,0,0,1,0,need alt estimate
466,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
467,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,0,0,1,1,0,need alt estimate
468,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
469,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
470,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
471,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
472,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
473,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,1,0,0,1,0,need alt estimate
474,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
475,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,1,0,1,1,0,need alt estimate
476,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
477,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
478,ALT_HOLD,0,1,1,1,1,0,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
479,ALT_HOLD,0,1,1,1,1,0,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
480,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,0,0,0,1,1,-
481,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,0,0,0,1,0,need alt estimate
482,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,0,0,1,1,1,-
483,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,0,0,1,1,0,need alt estimate
484,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,0,1,0,1,1,-
485,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,0,1,0,1,1,-
486,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,0,1,1,1,1,-
487,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,0,1,1,1,1,-
488,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,1,0,0,1,1,-
489,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,1,0,0,1,0,need alt estimate
490,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,1,0,1,1,1,-
491,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,1,0,1,1,0,need alt estimate
492,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,1,1,0,1,1,-
493,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,1,1,0,1,1,-
494,ALT_HOLD,0,1,1,1,1,1,0,0,0,0,1043542835,0,1,1,1,1,1,-
495,ALT_HOLD,0,1,1,1,1,1,0,0,1,0,1043542835,0,1,1,1,1,1,-
496,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
497,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,0,0,0,1,0,need alt estimate
498,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
499,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,0,0,1,1,0,need alt estimate
500,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
501,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
502,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
503,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
504,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
505,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,1,0,0,1,0,need alt estimate
506,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,1,0,1,1,1,-
507,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,1,0,1,1,0,need alt estimate
508,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,1,1,0,1,1,-
509,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,1,1,0,1,1,-
510,ALT_HOLD,0,1,1,1,1,1,0,0,0,1062584790,1043542835,0,1,1,1,1,1,-
511,ALT_HOLD,0,1,1,1,1,1,0,0,1,1062584790,1043542835,0,1,1,1,1,1,-
512,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,0,0,0,1,2,-
513,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,0,0,0,1,1,-
514,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,0,0,1,1,2,-
515,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,0,0,1,1,1,-
516,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,0,1,0,1,2,-
517,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,0,1,0,1,1,-
518,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,0,1,1,1,2,-
519,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,0,1,1,1,1,-
520,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,1,0,0,1,2,-
521,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,1,0,0,1,1,-
522,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,1,0,1,1,2,-
523,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,1,0,1,1,1,-
524,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,1,1,0,1,2,-
525,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,1,1,0,1,1,-
526,LOITER,1,0,1,1,0,0,0,0,0,0,1043542835,1,1,1,1,1,2,-
527,LOITER,0,0,1,1,0,0,0,0,1,0,1043542835,1,1,1,1,1,1,-
528,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
529,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,0,0,0,1,1,-
530,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
531,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,0,0,1,1,1,-
532,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
533,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,0,1,0,1,1,-
534,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
535,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,0,1,1,1,1,-
