#parameters
idx,enabled,fs_thr,rc3_min,fs_thr_value,fs_gcs,acro_roll,acro_pitch,angle_roll_p,angle_pitch_p,pilot_spd_up,adsb,passed,calls,messages
294,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
295,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
296,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
297,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
298,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
299,1,0,1000,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
300,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
301,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
302,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
303,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
304,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
305,1,0,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
306,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,1,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|FS_GCS_ENABLE=2 removed, see FS_OPTIONS
307,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|ADSB threat detected
308,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
309,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
310,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
311,1,0,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
312,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
313,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
314,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
315,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
316,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
317,1,0,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
318,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
319,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
320,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
321,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
322,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
323,1,0,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
324,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
325,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,ADSB threat detected|ADSB threat detected
326,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
327,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
328,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
329,1,0,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
330,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
331,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
332,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
333,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
334,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
335,1,0,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
336,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
337,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
338,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
339,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
340,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
341,1,0,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
342,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,1,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|FS_GCS_ENABLE=2 removed, see FS_OPTIONS
343,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|ADSB threat detected
344,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
345,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
346,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
347,1,0,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
348,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
349,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
350,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
351,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
352,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
353,1,0,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
354,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
355,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
356,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
357,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
358,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
359,1,0,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
360,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
361,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,ADSB threat detected|ADSB threat detected
362,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
363,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
364,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
365,1,0,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
366,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
367,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
368,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
369,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
370,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
371,1,0,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
372,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
373,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
374,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
375,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
376,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
377,1,0,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
378,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,1,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|FS_GCS_ENABLE=2 removed, see FS_OPTIONS
379,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|ADSB threat detected
380,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
381,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
382,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
383,1,0,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
384,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
385,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
386,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
387,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
388,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
389,1,0,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
390,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
391,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
392,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
393,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
394,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
395,1,0,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
396,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
397,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,ADSB threat detected|ADSB threat detected
398,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
399,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
400,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
401,1,0,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
402,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
403,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
404,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
405,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
406,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
407,1,0,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
408,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
409,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
410,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
411,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
412,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
413,1,0,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
414,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,1,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|FS_GCS_ENABLE=2 removed, see FS_OPTIONS
415,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|ADSB threat detected
416,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
417,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
418,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
419,1,0,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
420,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
421,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
422,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
423,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
424,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
425,1,0,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
426,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
427,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
428,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
429,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
430,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
431,1,0,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
432,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
433,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
434,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
435,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
436,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
437,1,1,1000,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
438,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
439,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
440,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
441,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
442,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
443,1,1,1000,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
444,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
445,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
446,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
447,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
448,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
449,1,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
450,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
451,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
452,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
453,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
454,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
455,1,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
456,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
457,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
458,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
459,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
460,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
461,1,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
462,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
