#control
kind,a,b,c,d,e,f,out1,out2
sqrt,3238264832,1073741824,1056964608,1036831949,0,0,3224838365,0
sqrt,3238002688,1073741824,1056964608,1036831949,0,0,3224653715,0
sqrt,3237478400,1073741824,1056964608,1036831949,0,0,3224466134,0
sqrt,3236954112,1073741824,1056964608,1036831949,0,0,3224275478,0
sqrt,3236429824,1073741824,1056964608,1036831949,0,0,3224081589,0
sqrt,3235905536,1073741824,1056964608,1036831949,0,0,3223884298,0
sqrt,3235381248,1073741824,1056964608,1036831949,0,0,3223683418,0
sqrt,3234856960,1073741824,1056964608,1036831949,0,0,3223478748,0
sqrt,3234332672,1073741824,1056964608,1036831949,0,0,3223270063,0
sqrt,3233808384,1073741824,1056964608,1036831949,0,0,3223057119,0
sqrt,3233284096,1073741824,1056964608,1036831949,0,0,3222839642,0
sqrt,3232759808,1073741824,1056964608,1036831949,0,0,3222617330,0
sqrt,3232235520,1073741824,1056964608,1036831949,0,0,3222389846,0
sqrt,3231711232,1073741824,1056964608,1036831949,0,0,3222156811,0
sqrt,3231186944,1073741824,1056964608,1036831949,0,0,3221917799,0
sqrt,3230662656,1073741824,1056964608,1036831949,0,0,3221672322,0
sqrt,3230138368,1073741824,1056964608,1036831949,0,0,3221419828,0
sqrt,3229614080,1073741824,1056964608,1036831949,0,0,3221093884,0
sqrt,3228565504,1073741824,1056964608,1036831949,0,0,3220556786,0
sqrt,3227516928,1073741824,1056964608,1036831949,0,0,3220001151,0
sqrt,3226468352,1073741824,1056964608,1036831949,0,0,3219424917,0
sqrt,3225419776,1073741824,1056964608,1036831949,0,0,3218825606,0
sqrt,3224371200,1073741824,1056964608,1036831949,0,0,3218200201,0
sqrt,3223322624,1073741824,1056964608,1036831949,0,0,3217544966,0
sqrt,3222274048,1073741824,1056964608,1036831949,0,0,3216855175,0
sqrt,3221225472,1073741824,1056964608,1036831949,0,0,3216124704,0
sqrt,3219128320,1073741824,1056964608,1036831949,0,0,3215345377,0
sqrt,3217031168,1073741824,1056964608,1036831949,0,0,3214505844,0
sqrt,3214934016,1073741824,1056964608,1036831949,0,0,3213589530,0
sqrt,3212836864,1073741824,1056964608,1036831949,0,0,3212304118,0
sqrt,3208642560,1073741824,1056964608,1036831949,0,0,3209970581,0
sqrt,3204448256,1073741824,1056964608,1036831949,0,0,3207156733,0
sqrt,3196059648,1073741824,1056964608,1036831949,0,0,3202200535,0
sqrt,0,1073741824,1056964608,1036831949,0,0,0,0
sqrt,1048576000,1073741824,1056964608,1036831949,0,0,1054716887,0
sqrt,1056964608,1073741824,1056964608,1036831949,0,0,1059673085,0
sqrt,1061158912,1073741824,1056964608,1036831949,0,0,1062486933,0
sqrt,1065353216,1073741824,1056964608,1036831949,0,0,1064820470,0
sqrt,1067450368,1073741824,1056964608,1036831949,0,0,1066105882,0
sqrt,1069547520,1073741824,1056964608,1036831949,0,0,1067022196,0
sqrt,1071644672,1073741824,1056964608,1036831949,0,0,1067861729,0
sqrt,1073741824,1073741824,1056964608,1036831949,0,0,1068641056,0
sqrt,1074790400,1073741824,1056964608,1036831949,0,0,1069371527,0
sqrt,1075838976,1073741824,1056964608,1036831949,0,0,1070061318,0
sqrt,1076887552,1073741824,1056964608,1036831949,0,0,1070716553,0
sqrt,1077936128,1073741824,1056964608,1036831949,0,0,1071341958,0
sqrt,1078984704,1073741824,1056964608,1036831949,0,0,1071941269,0
sqrt,1080033280,1073741824,1056964608,1036831949,0,0,1072517503,0
sqrt,1081081856,1073741824,1056964608,1036831949,0,0,1073073138,0
sqrt,1082130432,1073741824,1056964608,1036831949,0,0,1073610236,0
sqrt,1082654720,1073741824,1056964608,1036831949,0,0,1073936180,0
sqrt,1083179008,1073741824,1056964608,1036831949,0,0,1074188674,0
sqrt,1083703296,1073741824,1056964608,1036831949,0,0,1074434151,0
sqrt,1084227584,1073741824,1056964608,1036831949,0,0,1074673163,0
sqrt,1084751872,1073741824,1056964608,1036831949,0,0,1074906198,0
sqrt,1085276160,1073741824,1056964608,1036831949,0,0,1075133682,0
sqrt,1085800448,1073741824,1056964608,1036831949,0,0,1075355994,0
sqrt,1086324736,1073741824,1056964608,1036831949,0,0,1075573471,0
sqrt,1086849024,1073741824,1056964608,1036831949,0,0,1075786415,0
sqrt,1087373312,1073741824,1056964608,1036831949,0,0,1075995100,0
sqrt,1087897600,1073741824,1056964608,1036831949,0,0,1076199770,0
sqrt,1088421888,1073741824,1056964608,1036831949,0,0,1076400650,0
sqrt,1088946176,1073741824,1056964608,1036831949,0,0,1076597941,0
sqrt,1089470464,1073741824,1056964608,1036831949,0,0,1076791830,0
sqrt,1089994752,1073741824,1056964608,1036831949,0,0,1076982486,0
sqrt,1090519040,1073741824,1056964608,1036831949,0,0,1077170067,0
sqrt,1090781184,1073741824,1056964608,1036831949,0,0,1077354717,0
sqrt,1091043328,1073741824,1056964608,1036831949,0,0,1077536568,0
sqrt,1091305472,1073741824,1056964608,1036831949,0,0,1077715745,0
sqrt,1091567616,1073741824,1056964608,1036831949,0,0,1077892361,0
sqrt,1091829760,1073741824,1056964608,1036831949,0,0,1078066524,0
sqrt,1092091904,1073741824,1056964608,1036831949,0,0,1078238334,0
sqrt,1092354048,1073741824,1056964608,1036831949,0,0,1078407882,0
sqrt,1092616192,1073741824,1056964608,1036831949,0,0,1078575256,0
sqrt,1092878336,1073741824,1056964608,1036831949,0,0,1078740538,0
sqrt,1093140480,1073741824,1056964608,1036831949,0,0,1078903804,0
sqrt,1093402624,1073741824,1056964608,1036831949,0,0,1079065126,0
sqrt,1093664768,1073741824,1056964608,1036831949,0,0,1079224573,0
sqrt,1093926912,1073741824,1056964608,1036831949,0,0,1079382207,0
sqrt,1094189056,1073741824,1056964608,1036831949,0,0,1079538089,0
sqrt,1094451200,1073741824,1056964608,1036831949,0,0,1079692277,0
sqrt,1094713344,1073741824,1056964608,1036831949,0,0,1079844825,0
sqrt,1094975488,1073741824,1056964608,1036831949,0,0,1079995783,0
sqrt,1095237632,1073741824,1056964608,1036831949,0,0,1080145201,0
sqrt,1095499776,1073741824,1056964608,1036831949,0,0,1080293124,0
sqrt,1095761920,1073741824,1056964608,1036831949,0,0,1080439598,0
sqrt,1096024064,1073741824,1056964608,1036831949,0,0,1080584662,0
sqrt,1096286208,1073741824,1056964608,1036831949,0,0,1080728358,0
sqrt,1096548352,1073741824,1056964608,1036831949,0,0,1080870724,0
sqrt,1096810496,1073741824,1056964608,1036831949,0,0,1081011795,0
sqrt,1097072640,1073741824,1056964608,1036831949,0,0,1081151606,0
sqrt,1097334784,1073741824,1056964608,1036831949,0,0,1081290191,0
sqrt,1097596928,1073741824,1056964608,1036831949,0,0,1081427582,0
sqrt,1097859072,1073741824,1056964608,1036831949,0,0,1081563808,0
sqrt,3245342720,1073741824,1073741824,0,0,0,3237334002,0
sqrt,3245080576,1073741824,1073741824,0,0,0,3237196906,0
sqrt,3244818432,1073741824,1073741824,0,0,0,3237058622,0
sqrt,3244556288,1073741824,1073741824,0,0,0,3236919121,0
sqrt,3244294144,1073741824,1073741824,0,0,0,3236778367,0
sqrt,3244032000,1073741824,1073741824,0,0,0,3236636329,0
sqrt,3243769856,1073741824,1073741824,0,0,0,3236492969,0
sqrt,3243507712,1073741824,1073741824,0,0,0,3236348250,0
sqrt,3243245568,1073741824,1073741824,0,0,0,3236202133,0
sqrt,3242983424,1073741824,1073741824,0,0,0,3236054576,0
sqrt,3242721280,1073741824,1073741824,0,0,0,3235905536,0
sqrt,3242459136,1073741824,1073741824,0,0,0,3235754967,0
sqrt,3242196992,1073741824,1073741824,0,0,0,3235602822,0
sqrt,3241934848,1073741824,1073741824,0,0,0,3235449049,0
sqrt,3241672704,1073741824,1073741824,0,0,0,3235293595,0
sqrt,3241410560,1073741824,1073741824,0,0,0,3235136405,0
sqrt,3241148416,1073741824,1073741824,0,0,0,3234977417,0
sqrt,3240886272,1073741824,1073741824,0,0,0,3234816570,0
sqrt,3240624128,1073741824,1073741824,0,0,0,3234653797,0
sqrt,3240361984,1073741824,1073741824,0,0,0,3234489026,0
sqrt,3240099840,1073741824,1073741824,0,0,0,3234322182,0
sqrt,3239837696,1073741824,1073741824,0,0,0,3234153185,0
sqrt,3239575552,1073741824,1073741824,0,0,0,3233981950,0
sqrt,3239313408,1073741824,1073741824,0,0,0,3233808384,0
sqrt,3239051264,1073741824,1073741824,0,0,0,3233632391,0
sqrt,3238789120,1073741824,1073741824,0,0,0,3233453864,0
sqrt,3238526976,1073741824,1073741824,0,0,0,3233272693,0
sqrt,3238264832,1073741824,1073741824,0,0,0,3233088755,0
sqrt,3238002688,1073741824,1073741824,0,0,0,3232901920,0
sqrt,3237478400,1073741824,1073741824,0,0,0,3232712047,0
sqrt,3236954112,1073741824,1073741824,0,0,0,3232518981,0
sqrt,3236429824,1073741824,1073741824,0,0,0,3232322557,0
sqrt,3235905536,1073741824,1073741824,0,0,0,3232122593,0
sqrt,3235381248,1073741824,1073741824,0,0,0,3231918891,0
sqrt,3234856960,1073741824,1073741824,0,0,0,3231711232,0
sqrt,3234332672,1073741824,1073741824,0,0,0,3231499377,0
sqrt,3233808384,1073741824,1073741824,0,0,0,3231283060,0
sqrt,3233284096,1073741824,1073741824,0,0,0,3231061987,0
sqrt,3232759808,1073741824,1073741824,0,0,0,3230835830,0
sqrt,3232235520,1073741824,1073741824,0,0,0,3230604221,0
sqrt,3231711232,1073741824,1073741824,0,0,0,3230366746,0
sqrt,3231186944,1073741824,1073741824,0,0,0,3230122934,0
sqrt,3230662656,1073741824,1073741824,0,0,0,3229872251,0
sqrt,3230138368,1073741824,1073741824,0,0,0,3229614080,0
sqrt,3229614080,1073741824,1073741824,0,0,0,3229081334,0
sqrt,3228565504,1073741824,1073741824,0,0,0,3228530513,0
sqrt,3227516928,1073741824,1073741824,0,0,0,3227959642,0
sqrt,3226468352,1073741824,1073741824,0,0,0,3227366359,0
sqrt,3225419776,1073741824,1073741824,0,0,0,3226747797,0
sqrt,3224371200,1073741824,1073741824,0,0,0,3226100418,0
sqrt,3223322624,1073741824,1073741824,0,0,0,3225419776,0
sqrt,3222274048,1073741824,1073741824,0,0,0,3224700147,0
sqrt,3221225472,1073741824,1073741824,0,0,0,3223933949,0
sqrt,3219128320,1073741824,1073741824,0,0,0,3223110769,0
sqrt,3217031168,1073741824,1073741824,0,0,0,3222215613,0
sqrt,3214934016,1073741824,1073741824,0,0,0,3221225472,0
sqrt,3212836864,1073741824,1073741824,0,0,0,3218977751,0
sqrt,3208642560,1073741824,1073741824,0,0,0,3216311539,0
sqrt,3204448256,1073741824,1073741824,0,0,0,3212836864,0
sqrt,3196059648,1073741824,1073741824,0,0,0,3204448256,0
sqrt,0,1073741824,1073741824,0,0,0,0,0
sqrt,1048576000,1073741824,1073741824,0,0,0,1056964608,0
sqrt,1056964608,1073741824,1073741824,0,0,0,1065353216,0
sqrt,1061158912,1073741824,1073741824,0,0,0,1068827891,0
sqrt,1065353216,1073741824,1073741824,0,0,0,1071494103,0
sqrt,1067450368,1073741824,1073741824,0,0,0,1073741824,0
sqrt,1069547520,1073741824,1073741824,0,0,0,1074731965,0
sqrt,1071644672,1073741824,1073741824,0,0,0,1075627121,0
sqrt,1073741824,1073741824,1073741824,0,0,0,1076450301,0
sqrt,1074790400,1073741824,1073741824,0,0,0,1077216499,0
sqrt,1075838976,1073741824,1073741824,0,0,0,1077936128,0
sqrt,1076887552,1073741824,1073741824,0,0,0,1078616770,0
sqrt,1077936128,1073741824,1073741824,0,0,0,1079264149,0
sqrt,1078984704,1073741824,1073741824,0,0,0,1079882711,0
sqrt,1080033280,1073741824,1073741824,0,0,0,1080475994,0
sqrt,1081081856,1073741824,1073741824,0,0,0,1081046865,0
sqrt,1082130432,1073741824,1073741824,0,0,0,1081597686,0
sqrt,1082654720,1073741824,1073741824,0,0,0,1082130432,0
sqrt,1083179008,1073741824,1073741824,0,0,0,1082388603,0
sqrt,1083703296,1073741824,1073741824,0,0,0,1082639286,0
sqrt,1084227584,1073741824,1073741824,0,0,0,1082883098,0
sqrt,1084751872,1073741824,1073741824,0,0,0,1083120573,0
sqrt,1085276160,1073741824,1073741824,0,0,0,1083352182,0
sqrt,1085800448,1073741824,1073741824,0,0,0,1083578339,0
sqrt,1086324736,1073741824,1073741824,0,0,0,1083799412,0
sqrt,1086849024,1073741824,1073741824,0,0,0,1084015729,0
sqrt,1087373312,1073741824,1073741824,0,0,0,1084227584,0
sqrt,1087897600,1073741824,1073741824,0,0,0,1084435243,0
sqrt,1088421888,1073741824,1073741824,0,0,0,1084638945,0
sqrt,1088946176,1073741824,1073741824,0,0,0,1084838909,0
sqrt,1089470464,1073741824,1073741824,0,0,0,1085035333,0
sqrt,1089994752,1073741824,1073741824,0,0,0,1085228399,0
sqrt,1090519040,1073741824,1073741824,0,0,0,1085418272,0
sqrt,1090781184,1073741824,1073741824,0,0,0,1085605107,0
sqrt,1091043328,1073741824,1073741824,0,0,0,1085789045,0
sqrt,1091305472,1073741824,1073741824,0,0,0,1085970216,0
sqrt,1091567616,1073741824,1073741824,0,0,0,1086148743,0
sqrt,1091829760,1073741824,1073741824,0,0,0,1086324736,0
sqrt,1092091904,1073741824,1073741824,0,0,0,1086498302,0
sqrt,1092354048,1073741824,1073741824,0,0,0,1086669537,0
sqrt,1092616192,1073741824,1073741824,0,0,0,1086838534,0
sqrt,1092878336,1073741824,1073741824,0,0,0,1087005378,0
sqrt,1093140480,1073741824,1073741824,0,0,0,1087170149,0
sqrt,1093402624,1073741824,1073741824,0,0,0,1087332922,0
sqrt,1093664768,1073741824,1073741824,0,0,0,1087493769,0
sqrt,1093926912,1073741824,1073741824,0,0,0,1087652757,0
sqrt,1094189056,1073741824,1073741824,0,0,0,1087809947,0
sqrt,1094451200,1073741824,1073741824,0,0,0,1087965401,0
sqrt,1094713344,1073741824,1073741824,0,0,0,1088119174,0
sqrt,1094975488,1073741824,1073741824,0,0,0,1088271319,0
sqrt,1095237632,1073741824,1073741824,0,0,0,1088421888,0
sqrt,1095499776,1073741824,1073741824,0,0,0,1088570928,0
sqrt,1095761920,1073741824,1073741824,0,0,0,1088718485,0
sqrt,1096024064,1073741824,1073741824,0,0,0,1088864602,0
sqrt,1096286208,1073741824,1073741824,0,0,0,1089009321,0
sqrt,1096548352,1073741824,1073741824,0,0,0,1089152681,0
sqrt,1096810496,1073741824,1073741824,0,0,0,1089294719,0
sqrt,1097072640,1073741824,1073741824,0,0,0,1089435473,0
sqrt,1097334784,1073741824,1073741824,0,0,0,1089574974,0
sqrt,1097596928,1073741824,1073741824,0,0,0,1089713258,0
sqrt,1097859072,1073741824,1073741824,0,0,0,1089850354,0
sqrt,3245342720,1073741824,1073741824,992204554,0,0,3237334002,0
sqrt,3245080576,1073741824,1073741824,992204554,0,0,3237196906,0
sqrt,3244818432,1073741824,1073741824,992204554,0,0,3237058622,0
sqrt,3244556288,1073741824,1073741824,992204554,0,0,3236919121,0
sqrt,3244294144,1073741824,1073741824,992204554,0,0,3236778367,0
sqrt,3244032000,1073741824,1073741824,992204554,0,0,3236636329,0
sqrt,3243769856,1073741824,1073741824,992204554,0,0,3236492969,0
sqrt,3243507712,1073741824,1073741824,992204554,0,0,3236348250,0
sqrt,3243245568,1073741824,1073741824,992204554,0,0,3236202133,0
sqrt,3242983424,1073741824,1073741824,992204554,0,0,3236054576,0
sqrt,3242721280,1073741824,1073741824,992204554,0,0,3235905536,0
sqrt,3242459136,1073741824,1073741824,992204554,0,0,3235754967,0
sqrt,3242196992,1073741824,1073741824,992204554,0,0,3235602822,0
sqrt,3241934848,1073741824,1073741824,992204554,0,0,3235449049,0
sqrt,3241672704,1073741824,1073741824,992204554,0,0,3235293595,0
sqrt,3241410560,1073741824,1073741824,992204554,0,0,3235136405,0
sqrt,3241148416,1073741824,1073741824,992204554,0,0,3234977417,0
sqrt,3240886272,1073741824,1073741824,992204554,0,0,3234816570,0
sqrt,3240624128,1073741824,1073741824,992204554,0,0,3234653797,0
sqrt,3240361984,1073741824,1073741824,992204554,0,0,3234489026,0
sqrt,3240099840,1073741824,1073741824,992204554,0,0,3234322182,0
sqrt,3239837696,1073741824,1073741824,992204554,0,0,3234153185,0
sqrt,3239575552,1073741824,1073741824,992204554,0,0,3233981950,0
sqrt,3239313408,1073741824,1073741824,992204554,0,0,3233808384,0
sqrt,3239051264,1073741824,1073741824,992204554,0,0,3233632391,0
sqrt,3238789120,1073741824,1073741824,992204554,0,0,3233453864,0
sqrt,3238526976,1073741824,1073741824,992204554,0,0,3233272693,0
sqrt,3238264832,1073741824,1073741824,992204554,0,0,3233088755,0
sqrt,3238002688,1073741824,1073741824,992204554,0,0,3232901920,0
sqrt,3237478400,1073741824,1073741824,992204554,0,0,3232712047,0
sqrt,3236954112,1073741824,1073741824,992204554,0,0,3232518981,0
sqrt,3236429824,1073741824,1073741824,992204554,0,0,3232322557,0
sqrt,3235905536,1073741824,1073741824,992204554,0,0,3232122593,0
sqrt,3235381248,1073741824,1073741824,992204554,0,0,3231918891,0
sqrt,3234856960,1073741824,1073741824,992204554,0,0,3231711232,0
sqrt,3234332672,1073741824,1073741824,992204554,0,0,3231499377,0
sqrt,3233808384,1073741824,1073741824,992204554,0,0,3231283060,0
sqrt,3233284096,1073741824,1073741824,992204554,0,0,3231061987,0
sqrt,3232759808,1073741824,1073741824,992204554,0,0,3230835830,0
sqrt,3232235520,1073741824,1073741824,992204554,0,0,3230604221,0
sqrt,3231711232,1073741824,1073741824,992204554,0,0,3230366746,0
sqrt,3231186944,1073741824,1073741824,992204554,0,0,3230122934,0
sqrt,3230662656,1073741824,1073741824,992204554,0,0,3229872251,0
sqrt,3230138368,1073741824,1073741824,992204554,0,0,3229614080,0
sqrt,3229614080,1073741824,1073741824,992204554,0,0,3229081334,0
sqrt,3228565504,1073741824,1073741824,992204554,0,0,3228530513,0
sqrt,3227516928,1073741824,1073741824,992204554,0,0,3227959642,0
sqrt,3226468352,1073741824,1073741824,992204554,0,0,3227366359,0
sqrt,3225419776,1073741824,1073741824,992204554,0,0,3226747797,0
sqrt,3224371200,1073741824,1073741824,992204554,0,0,3226100418,0
sqrt,3223322624,1073741824,1073741824,992204554,0,0,3225419776,0
sqrt,3222274048,1073741824,1073741824,992204554,0,0,3224700147,0
sqrt,3221225472,1073741824,1073741824,992204554,0,0,3223933949,0
sqrt,3219128320,1073741824,1073741824,992204554,0,0,3223110769,0
sqrt,3217031168,1073741824,1073741824,992204554,0,0,3222215613,0
sqrt,3214934016,1073741824,1073741824,992204554,0,0,3221225472,0
sqrt,3212836864,1073741824,1073741824,992204554,0,0,3218977751,0
sqrt,3208642560,1073741824,1073741824,992204554,0,0,3216311539,0
sqrt,3204448256,1073741824,1073741824,992204554,0,0,3212836864,0
sqrt,3196059648,1073741824,1073741824,992204554,0,0,3204448256,0
sqrt,0,1073741824,1073741824,992204554,0,0,0,0
sqrt,1048576000,1073741824,1073741824,992204554,0,0,1056964608,0
sqrt,1056964608,1073741824,1073741824,992204554,0,0,1065353216,0
sqrt,1061158912,1073741824,1073741824,992204554,0,0,1068827891,0
sqrt,1065353216,1073741824,1073741824,992204554,0,0,1071494103,0
sqrt,1067450368,1073741824,1073741824,992204554,0,0,1073741824,0
sqrt,1069547520,1073741824,1073741824,992204554,0,0,1074731965,0
sqrt,1071644672,1073741824,1073741824,992204554,0,0,1075627121,0
sqrt,1073741824,1073741824,1073741824,992204554,0,0,1076450301,0
sqrt,1074790400,1073741824,1073741824,992204554,0,0,1077216499,0
sqrt,1075838976,1073741824,1073741824,992204554,0,0,1077936128,0
sqrt,1076887552,1073741824,1073741824,992204554,0,0,1078616770,0
sqrt,1077936128,1073741824,1073741824,992204554,0,0,1079264149,0
sqrt,1078984704,1073741824,1073741824,992204554,0,0,1079882711,0
sqrt,1080033280,1073741824,1073741824,992204554,0,0,1080475994,0
sqrt,1081081856,1073741824,1073741824,992204554,0,0,1081046865,0
sqrt,1082130432,1073741824,1073741824,992204554,0,0,1081597686,0
sqrt,1082654720,1073741824,1073741824,992204554,0,0,1082130432,0
sqrt,1083179008,1073741824,1073741824,992204554,0,0,1082388603,0
sqrt,1083703296,1073741824,1073741824,992204554,0,0,1082639286,0
sqrt,1084227584,1073741824,1073741824,992204554,0,0,1082883098,0
sqrt,1084751872,1073741824,1073741824,992204554,0,0,1083120573,0
sqrt,1085276160,1073741824,1073741824,992204554,0,0,1083352182,0
sqrt,1085800448,1073741824,1073741824,992204554,0,0,1083578339,0
sqrt,1086324736,1073741824,1073741824,992204554,0,0,1083799412,0
sqrt,1086849024,1073741824,1073741824,992204554,0,0,1084015729,0
sqrt,1087373312,1073741824,1073741824,992204554,0,0,1084227584,0
sqrt,1087897600,1073741824,1073741824,992204554,0,0,1084435243,0
sqrt,1088421888,1073741824,1073741824,992204554,0,0,1084638945,0
sqrt,1088946176,1073741824,1073741824,992204554,0,0,1084838909,0
sqrt,1089470464,1073741824,1073741824,992204554,0,0,1085035333,0
sqrt,1089994752,1073741824,1073741824,992204554,0,0,1085228399,0
sqrt,1090519040,1073741824,1073741824,992204554,0,0,1085418272,0
sqrt,1090781184,1073741824,1073741824,992204554,0,0,1085605107,0
sqrt,1091043328,1073741824,1073741824,992204554,0,0,1085789045,0
sqrt,1091305472,1073741824,1073741824,992204554,0,0,1085970216,0
sqrt,1091567616,1073741824,1073741824,992204554,0,0,1086148743,0
sqrt,1091829760,1073741824,1073741824,992204554,0,0,1086324736,0
sqrt,1092091904,1073741824,1073741824,992204554,0,0,1086498302,0
sqrt,1092354048,1073741824,1073741824,992204554,0,0,1086669537,0
sqrt,1092616192,1073741824,1073741824,992204554,0,0,1086838534,0
sqrt,1092878336,1073741824,1073741824,992204554,0,0,1087005378,0
sqrt,1093140480,1073741824,1073741824,992204554,0,0,1087170149,0
sqrt,1093402624,1073741824,1073741824,992204554,0,0,1087332922,0
sqrt,1093664768,1073741824,1073741824,992204554,0,0,1087493769,0
sqrt,1093926912,1073741824,1073741824,992204554,0,0,1087652757,0
sqrt,1094189056,1073741824,1073741824,992204554,0,0,1087809947,0
sqrt,1094451200,1073741824,1073741824,992204554,0,0,1087965401,0
sqrt,1094713344,1073741824,1073741824,992204554,0,0,1088119174,0
sqrt,1094975488,1073741824,1073741824,992204554,0,0,1088271319,0
sqrt,1095237632,1073741824,1073741824,992204554,0,0,1088421888,0
sqrt,1095499776,1073741824,1073741824,992204554,0,0,1088570928,0
sqrt,1095761920,1073741824,1073741824,992204554,0,0,1088718485,0
sqrt,1096024064,1073741824,1073741824,992204554,0,0,1088864602,0
sqrt,1096286208,1073741824,1073741824,992204554,0,0,1089009321,0
sqrt,1096548352,1073741824,1073741824,992204554,0,0,1089152681,0
sqrt,1096810496,1073741824,1073741824,992204554,0,0,1089294719,0
sqrt,1097072640,1073741824,1073741824,992204554,0,0,1089435473,0
sqrt,1097334784,1073741824,1073741824,992204554,0,0,1089574974,0
sqrt,1097596928,1073741824,1073741824,992204554,0,0,1089713258,0
sqrt,1097859072,1073741824,1073741824,992204554,0,0,1089850354,0
sqrt,3245342720,1073741824,1073741824,1017370378,0,0,3237334002,0
sqrt,3245080576,1073741824,1073741824,1017370378,0,0,3237196906,0
sqrt,3244818432,1073741824,1073741824,1017370378,0,0,3237058622,0
sqrt,3244556288,1073741824,1073741824,1017370378,0,0,3236919121,0
sqrt,3244294144,1073741824,1073741824,1017370378,0,0,3236778367,0
sqrt,3244032000,1073741824,1073741824,1017370378,0,0,3236636329,0
sqrt,3243769856,1073741824,1073741824,1017370378,0,0,3236492969,0
sqrt,3243507712,1073741824,1073741824,1017370378,0,0,3236348250,0
sqrt,3243245568,1073741824,1073741824,1017370378,0,0,3236202133,0
sqrt,3242983424,1073741824,1073741824,1017370378,0,0,3236054576,0
sqrt,3242721280,1073741824,1073741824,1017370378,0,0,3235905536,0
sqrt,3242459136,1073741824,1073741824,1017370378,0,0,3235754967,0
sqrt,3242196992,1073741824,1073741824,1017370378,0,0,3235602822,0
sqrt,3241934848,1073741824,1073741824,1017370378,0,0,3235449049,0
sqrt,3241672704,1073741824,1073741824,1017370378,0,0,3235293595,0
sqrt,3241410560,1073741824,1073741824,1017370378,0,0,3235136405,0
sqrt,3241148416,1073741824,1073741824,1017370378,0,0,3234977417,0
sqrt,3240886272,1073741824,1073741824,1017370378,0,0,3234816570,0
sqrt,3240624128,1073741824,1073741824,1017370378,0,0,3234653797,0
sqrt,3240361984,1073741824,1073741824,1017370378,0,0,3234489026,0
sqrt,3240099840,1073741824,1073741824,1017370378,0,0,3234322182,0
sqrt,3239837696,1073741824,1073741824,1017370378,0,0,3234153185,0
sqrt,3239575552,1073741824,1073741824,1017370378,0,0,3233981950,0
sqrt,3239313408,1073741824,1073741824,1017370378,0,0,3233808384,0
sqrt,3239051264,1073741824,1073741824,1017370378,0,0,3233632391,0
sqrt,3238789120,1073741824,1073741824,1017370378,0,0,3233453864,0
sqrt,3238526976,1073741824,1073741824,1017370378,0,0,3233272693,0
sqrt,3238264832,1073741824,1073741824,1017370378,0,0,3233088755,0
sqrt,3238002688,1073741824,1073741824,1017370378,0,0,3232901920,0
sqrt,3237478400,1073741824,1073741824,1017370378,0,0,3232712047,0
sqrt,3236954112,1073741824,1073741824,1017370378,0,0,3232518981,0
sqrt,3236429824,1073741824,1073741824,1017370378,0,0,3232322557,0
sqrt,3235905536,1073741824,1073741824,1017370378,0,0,3232122593,0
sqrt,3235381248,1073741824,1073741824,1017370378,0,0,3231918891,0
sqrt,3234856960,1073741824,1073741824,1017370378,0,0,3231711232,0
sqrt,3234332672,1073741824,1073741824,1017370378,0,0,3231499377,0
sqrt,3233808384,1073741824,1073741824,1017370378,0,0,3231283060,0
sqrt,3233284096,1073741824,1073741824,1017370378,0,0,3231061987,0
sqrt,3232759808,1073741824,1073741824,1017370378,0,0,3230835830,0
sqrt,3232235520,1073741824,1073741824,1017370378,0,0,3230604221,0
sqrt,3231711232,1073741824,1073741824,1017370378,0,0,3230366746,0
sqrt,3231186944,1073741824,1073741824,1017370378,0,0,3230122934,0
sqrt,3230662656,1073741824,1073741824,1017370378,0,0,3229872251,0
sqrt,3230138368,1073741824,1073741824,1017370378,0,0,3229614080,0
sqrt,3229614080,1073741824,1073741824,1017370378,0,0,3229081334,0
sqrt,3228565504,1073741824,1073741824,1017370378,0,0,3228530513,0
sqrt,3227516928,1073741824,1073741824,1017370378,0,0,3227959642,0
sqrt,3226468352,1073741824,1073741824,1017370378,0,0,3227366359,0
sqrt,3225419776,1073741824,1073741824,1017370378,0,0,3226747797,0
sqrt,3224371200,1073741824,1073741824,1017370378,0,0,3226100418,0
sqrt,3223322624,1073741824,1073741824,1017370378,0,0,3225419776,0
sqrt,3222274048,1073741824,1073741824,1017370378,0,0,3224700147,0
sqrt,3221225472,1073741824,1073741824,1017370378,0,0,3223933949,0
sqrt,3219128320,1073741824,1073741824,1017370378,0,0,3223110769,0
sqrt,3217031168,1073741824,1073741824,1017370378,0,0,3222215613,0
sqrt,3214934016,1073741824,1073741824,1017370378,0,0,3221225472,0
sqrt,3212836864,1073741824,1073741824,1017370378,0,0,3218977751,0
sqrt,3208642560,1073741824,1073741824,1017370378,0,0,3216311539,0
sqrt,3204448256,1073741824,1073741824,1017370378,0,0,3212836864,0
sqrt,3196059648,1073741824,1073741824,1017370378,0,0,3204448256,0
sqrt,0,1073741824,1073741824,1017370378,0,0,0,0
sqrt,1048576000,1073741824,1073741824,1017370378,0,0,1056964608,0
sqrt,1056964608,1073741824,1073741824,1017370378,0,0,1065353216,0
sqrt,1061158912,1073741824,1073741824,1017370378,0,0,1068827891,0
sqrt,1065353216,1073741824,1073741824,1017370378,0,0,1071494103,0
sqrt,1067450368,1073741824,1073741824,1017370378,0,0,1073741824,0
