#limits
idx,speed,accel,shaping_jerk,ang_vel_r,ang_vel_p,accel_r,accel_p,ff,vel_max,accel_max,jerk_max
777,1101004800,1075838976,1084227584,0,0,1073741823,1070386380,1,1101004800,1075838976,1078487919
778,1101004800,1075838976,1084227584,0,0,1099956223,1097229926,0,1101004800,1075838976,1084227584
779,1101004800,1075838976,1084227584,0,0,1099956223,1097229926,1,1101004800,1075838976,1084227584
780,1101004800,1075838976,1084227584,1051931443,1054280253,0,0,0,1101004800,1075838976,1084227584
781,1101004800,1075838976,1084227584,1051931443,1054280253,0,0,1,1101004800,1075838976,1079749441
782,1101004800,1075838976,1084227584,1051931443,1054280253,1073741823,1070386380,0,1101004800,1075838976,1084227584
783,1101004800,1075838976,1084227584,1051931443,1054280253,1073741823,1070386380,1,1101004800,1075838976,1078487919
784,1101004800,1075838976,1084227584,1051931443,1054280253,1099956223,1097229926,0,1101004800,1075838976,1084227584
785,1101004800,1075838976,1084227584,1051931443,1054280253,1099956223,1097229926,1,1101004800,1075838976,1079749441
786,1101004800,1075838976,1084227584,1077936127,1080452710,0,0,0,1101004800,1075838976,1084227584
787,1101004800,1075838976,1084227584,1077936127,1080452710,0,0,1,1101004800,1075838976,1084227584
788,1101004800,1075838976,1084227584,1077936127,1080452710,1073741823,1070386380,0,1101004800,1075838976,1084227584
789,1101004800,1075838976,1084227584,1077936127,1080452710,1073741823,1070386380,1,1101004800,1075838976,1078487919
790,1101004800,1075838976,1084227584,1077936127,1080452710,1099956223,1097229926,0,1101004800,1075838976,1084227584
791,1101004800,1075838976,1084227584,1077936127,1080452710,1099956223,1097229926,1,1101004800,1075838976,1084227584
792,1101004800,1075838976,1112014848,0,0,0,0,0,1101004800,1075838976,1112014848
793,1101004800,1075838976,1112014848,0,0,0,0,1,1101004800,1075838976,1112014848
794,1101004800,1075838976,1112014848,0,0,1073741823,1070386380,0,1101004800,1075838976,1112014848
795,1101004800,1075838976,1112014848,0,0,1073741823,1070386380,1,1101004800,1075838976,1078487919
796,1101004800,1075838976,1112014848,0,0,1099956223,1097229926,0,1101004800,1075838976,1112014848
797,1101004800,1075838976,1112014848,0,0,1099956223,1097229926,1,1101004800,1075838976,1091981459
798,1101004800,1075838976,1112014848,1051931443,1054280253,0,0,0,1101004800,1075838976,1112014848
799,1101004800,1075838976,1112014848,1051931443,1054280253,0,0,1,1101004800,1075838976,1079749441
800,1101004800,1075838976,1112014848,1051931443,1054280253,1073741823,1070386380,0,1101004800,1075838976,1112014848
801,1101004800,1075838976,1112014848,1051931443,1054280253,1073741823,1070386380,1,1101004800,1075838976,1078487919
802,1101004800,1075838976,1112014848,1051931443,1054280253,1099956223,1097229926,0,1101004800,1075838976,1112014848
803,1101004800,1075838976,1112014848,1051931443,1054280253,1099956223,1097229926,1,1101004800,1075838976,1079749441
804,1101004800,1075838976,1112014848,1077936127,1080452710,0,0,0,1101004800,1075838976,1112014848
805,1101004800,1075838976,1112014848,1077936127,1080452710,0,0,1,1101004800,1075838976,1105943566
806,1101004800,1075838976,1112014848,1077936127,1080452710,1073741823,1070386380,0,1101004800,1075838976,1112014848
807,1101004800,1075838976,1112014848,1077936127,1080452710,1073741823,1070386380,1,1101004800,1075838976,1078487919
808,1101004800,1075838976,1112014848,1077936127,1080452710,1099956223,1097229926,0,1101004800,1075838976,1112014848
809,1101004800,1075838976,1112014848,1077936127,1080452710,1099956223,1097229926,1,1101004800,1075838976,1091981459
810,1101004800,1091567616,0,0,0,0,0,0,1101004800,1091567616,0
811,1101004800,1091567616,0,0,0,0,0,1,1101004800,1091567616,0
812,1101004800,1091567616,0,0,0,1073741823,1070386380,0,1101004800,1091567616,0
813,1101004800,1091567616,0,0,0,1073741823,1070386380,1,1101004800,1091567616,0
814,1101004800,1091567616,0,0,0,1099956223,1097229926,0,1101004800,1091567616,0
815,1101004800,1091567616,0,0,0,1099956223,1097229926,1,1101004800,1091567616,0
816,1101004800,1091567616,0,1051931443,1054280253,0,0,0,1101004800,1091567616,0
817,1101004800,1091567616,0,1051931443,1054280253,0,0,1,1101004800,1091567616,0
818,1101004800,1091567616,0,1051931443,1054280253,1073741823,1070386380,0,1101004800,1091567616,0
819,1101004800,1091567616,0,1051931443,1054280253,1073741823,1070386380,1,1101004800,1091567616,0
820,1101004800,1091567616,0,1051931443,1054280253,1099956223,1097229926,0,1101004800,1091567616,0
821,1101004800,1091567616,0,1051931443,1054280253,1099956223,1097229926,1,1101004800,1091567616,0
822,1101004800,1091567616,0,1077936127,1080452710,0,0,0,1101004800,1091567616,0
823,1101004800,1091567616,0,1077936127,1080452710,0,0,1,1101004800,1091567616,0
824,1101004800,1091567616,0,1077936127,1080452710,1073741823,1070386380,0,1101004800,1091567616,0
825,1101004800,1091567616,0,1077936127,1080452710,1073741823,1070386380,1,1101004800,1091567616,0
826,1101004800,1091567616,0,1077936127,1080452710,1099956223,1097229926,0,1101004800,1091567616,0
827,1101004800,1091567616,0,1077936127,1080452710,1099956223,1097229926,1,1101004800,1091567616,0
828,1101004800,1091567616,1084227584,0,0,0,0,0,1101004800,1091567616,1084227584
829,1101004800,1091567616,1084227584,0,0,0,0,1,1101004800,1091567616,1084227584
830,1101004800,1091567616,1084227584,0,0,1073741823,1070386380,0,1101004800,1091567616,1084227584
831,1101004800,1091567616,1084227584,0,0,1073741823,1070386380,1,1101004800,1091567616,1084227584
832,1101004800,1091567616,1084227584,0,0,1099956223,1097229926,0,1101004800,1091567616,1084227584
833,1101004800,1091567616,1084227584,0,0,1099956223,1097229926,1,1101004800,1091567616,1084227584
834,1101004800,1091567616,1084227584,1051931443,1054280253,0,0,0,1101004800,1091567616,1084227584
835,1101004800,1091567616,1084227584,1051931443,1054280253,0,0,1,1101004800,1091567616,1079749441
836,1101004800,1091567616,1084227584,1051931443,1054280253,1073741823,1070386380,0,1101004800,1091567616,1084227584
837,1101004800,1091567616,1084227584,1051931443,1054280253,1073741823,1070386380,1,1101004800,1091567616,1079749441
838,1101004800,1091567616,1084227584,1051931443,1054280253,1099956223,1097229926,0,1101004800,1091567616,1084227584
839,1101004800,1091567616,1084227584,1051931443,1054280253,1099956223,1097229926,1,1101004800,1091567616,1079749441
840,1101004800,1091567616,1084227584,1077936127,1080452710,0,0,0,1101004800,1091567616,1084227584
841,1101004800,1091567616,1084227584,1077936127,1080452710,0,0,1,1101004800,1091567616,1084227584
842,1101004800,1091567616,1084227584,1077936127,1080452710,1073741823,1070386380,0,1101004800,1091567616,1084227584
843,1101004800,1091567616,1084227584,1077936127,1080452710,1073741823,1070386380,1,1101004800,1091567616,1084227584
844,1101004800,1091567616,1084227584,1077936127,1080452710,1099956223,1097229926,0,1101004800,1091567616,1084227584
845,1101004800,1091567616,1084227584,1077936127,1080452710,1099956223,1097229926,1,1101004800,1091567616,1084227584
846,1101004800,1091567616,1112014848,0,0,0,0,0,1101004800,1091567616,1112014848
847,1101004800,1091567616,1112014848,0,0,0,0,1,1101004800,1091567616,1112014848
848,1101004800,1091567616,1112014848,0,0,1073741823,1070386380,0,1101004800,1091567616,1112014848
849,1101004800,1091567616,1112014848,0,0,1073741823,1070386380,1,1101004800,1091567616,1086202497
850,1101004800,1091567616,1112014848,0,0,1099956223,1097229926,0,1101004800,1091567616,1112014848
851,1101004800,1091567616,1112014848,0,0,1099956223,1097229926,1,1101004800,1091567616,1099864545
852,1101004800,1091567616,1112014848,1051931443,1054280253,0,0,0,1101004800,1091567616,1112014848
853,1101004800,1091567616,1112014848,1051931443,1054280253,0,0,1,1101004800,1091567616,1079749441
854,1101004800,1091567616,1112014848,1051931443,1054280253,1073741823,1070386380,0,1101004800,1091567616,1112014848
855,1101004800,1091567616,1112014848,1051931443,1054280253,1073741823,1070386380,1,1101004800,1091567616,1079749441
856,1101004800,1091567616,1112014848,1051931443,1054280253,1099956223,1097229926,0,1101004800,1091567616,1112014848
857,1101004800,1091567616,1112014848,1051931443,1054280253,1099956223,1097229926,1,1101004800,1091567616,1079749441
858,1101004800,1091567616,1112014848,1077936127,1080452710,0,0,0,1101004800,1091567616,1112014848
859,1101004800,1091567616,1112014848,1077936127,1080452710,0,0,1,1101004800,1091567616,1105943566
860,1101004800,1091567616,1112014848,1077936127,1080452710,1073741823,1070386380,0,1101004800,1091567616,1112014848
861,1101004800,1091567616,1112014848,1077936127,1080452710,1073741823,1070386380,1,1101004800,1091567616,1086202497
862,1101004800,1091567616,1112014848,1077936127,1080452710,1099956223,1097229926,0,1101004800,1091567616,1112014848
863,1101004800,1091567616,1112014848,1077936127,1080452710,1099956223,1097229926,1,1101004800,1091567616,1099864545
#dlimits
idx,descent,climb,accel,shaping_jerk,filt_t,filt_e,vel_down,vel_up,accel_max,jerk_max
0,0,0,0,1065353216,0,0,1073741824,1075838976,1075838976,1065353216
1,0,0,0,1065353216,0,1056964608,1073741824,1075838976,1075838976,1065353216
2,0,0,0,1065353216,0,1084227584,1073741824,1075838976,1075838976,1065353216
3,0,0,0,1065353216,0,1109393408,1073741824,1075838976,1075838976,1065353216
4,0,0,0,1065353216,1056964608,0,1073741824,1075838976,1075838976,1065353216
5,0,0,0,1065353216,1056964608,1056964608,1073741824,1075838976,1075838976,1065353216
6,0,0,0,1065353216,1056964608,1084227584,1073741824,1075838976,1075838976,1065353216
7,0,0,0,1065353216,1056964608,1109393408,1073741824,1075838976,1075838976,1065353216
8,0,0,0,1065353216,1084227584,0,1073741824,1075838976,1075838976,1065353216
9,0,0,0,1065353216,1084227584,1056964608,1073741824,1075838976,1075838976,1065353216
10,0,0,0,1065353216,1084227584,1084227584,1073741824,1075838976,1075838976,1065353216
11,0,0,0,1065353216,1084227584,1109393408,1073741824,1075838976,1075838976,1065353216
12,0,0,0,1065353216,1109393408,0,1073741824,1075838976,1075838976,1065353216
13,0,0,0,1065353216,1109393408,1056964608,1073741824,1075838976,1075838976,1065353216
14,0,0,0,1065353216,1109393408,1084227584,1073741824,1075838976,1075838976,1065353216
15,0,0,0,1065353216,1109393408,1109393408,1073741824,1075838976,1075838976,1065353216
16,0,0,0,1084227584,0,0,1073741824,1075838976,1075838976,1084227584
17,0,0,0,1084227584,0,1056964608,1073741824,1075838976,1075838976,1070141403
18,0,0,0,1084227584,0,1084227584,1073741824,1075838976,1075838976,1084227584
19,0,0,0,1084227584,0,1109393408,1073741824,1075838976,1075838976,1084227584
20,0,0,0,1084227584,1056964608,0,1073741824,1075838976,1075838976,1070141403
21,0,0,0,1084227584,1056964608,1056964608,1073741824,1075838976,1075838976,1070141403
22,0,0,0,1084227584,1056964608,1084227584,1073741824,1075838976,1075838976,1070141403
23,0,0,0,1084227584,1056964608,1109393408,1073741824,1075838976,1075838976,1070141403
24,0,0,0,1084227584,1084227584,0,1073741824,1075838976,1075838976,1084227584
25,0,0,0,1084227584,1084227584,1056964608,1073741824,1075838976,1075838976,1070141403
26,0,0,0,1084227584,1084227584,1084227584,1073741824,1075838976,1075838976,1084227584
27,0,0,0,1084227584,1084227584,1109393408,1073741824,1075838976,1075838976,1084227584
28,0,0,0,1084227584,1109393408,0,1073741824,1075838976,1075838976,1084227584
29,0,0,0,1084227584,1109393408,1056964608,1073741824,1075838976,1075838976,1070141403
30,0,0,0,1084227584,1109393408,1084227584,1073741824,1075838976,1075838976,1084227584
31,0,0,0,1084227584,1109393408,1109393408,1073741824,1075838976,1075838976,1084227584
32,0,0,0,1120403456,0,0,1073741824,1075838976,1075838976,1120403456
33,0,0,0,1120403456,0,1056964608,1073741824,1075838976,1075838976,1070141403
34,0,0,0,1120403456,0,1084227584,1073741824,1075838976,1075838976,1098601426
35,0,0,0,1120403456,0,1109393408,1073741824,1075838976,1075838976,1120403456
36,0,0,0,1120403456,1056964608,0,1073741824,1075838976,1075838976,1070141403
37,0,0,0,1120403456,1056964608,1056964608,1073741824,1075838976,1075838976,1070141403
38,0,0,0,1120403456,1056964608,1084227584,1073741824,1075838976,1075838976,1070141403
39,0,0,0,1120403456,1056964608,1109393408,1073741824,1075838976,1075838976,1070141403
40,0,0,0,1120403456,1084227584,0,1073741824,1075838976,1075838976,1098601426
41,0,0,0,1120403456,1084227584,1056964608,1073741824,1075838976,1075838976,1070141403
42,0,0,0,1120403456,1084227584,1084227584,1073741824,1075838976,1075838976,1098601426
43,0,0,0,1120403456,1084227584,1109393408,1073741824,1075838976,1075838976,1098601426
44,0,0,0,1120403456,1109393408,0,1073741824,1075838976,1075838976,1120403456
45,0,0,0,1120403456,1109393408,1056964608,1073741824,1075838976,1075838976,1070141403
46,0,0,0,1120403456,1109393408,1084227584,1073741824,1075838976,1075838976,1098601426
47,0,0,0,1120403456,1109393408,1109393408,1073741824,1075838976,1075838976,1120403456
48,0,0,3217031168,1065353216,0,0,1073741824,1075838976,1069547520,1065353216
49,0,0,3217031168,1065353216,0,1056964608,1073741824,1075838976,1069547520,1064388154
50,0,0,3217031168,1065353216,0,1084227584,1073741824,1075838976,1069547520,1065353216
51,0,0,3217031168,1065353216,0,1109393408,1073741824,1075838976,1069547520,1065353216
52,0,0,3217031168,1065353216,1056964608,0,1073741824,1075838976,1069547520,1064388154
53,0,0,3217031168,1065353216,1056964608,1056964608,1073741824,1075838976,1069547520,1064388154
54,0,0,3217031168,1065353216,1056964608,1084227584,1073741824,1075838976,1069547520,1064388154
55,0,0,3217031168,1065353216,1056964608,1109393408,1073741824,1075838976,1069547520,1064388154
56,0,0,3217031168,1065353216,1084227584,0,1073741824,1075838976,1069547520,1065353216
57,0,0,3217031168,1065353216,1084227584,1056964608,1073741824,1075838976,1069547520,1064388154
58,0,0,3217031168,1065353216,1084227584,1084227584,1073741824,1075838976,1069547520,1065353216
59,0,0,3217031168,1065353216,1084227584,1109393408,1073741824,1075838976,1069547520,1065353216
60,0,0,3217031168,1065353216,1109393408,0,1073741824,1075838976,1069547520,1065353216
61,0,0,3217031168,1065353216,1109393408,1056964608,1073741824,1075838976,1069547520,1064388154
62,0,0,3217031168,1065353216,1109393408,1084227584,1073741824,1075838976,1069547520,1065353216
63,0,0,3217031168,1065353216,1109393408,1109393408,1073741824,1075838976,1069547520,1065353216
64,0,0,3217031168,1084227584,0,0,1073741824,1075838976,1069547520,1084227584
65,0,0,3217031168,1084227584,0,1056964608,1073741824,1075838976,1069547520,1064388154
66,0,0,3217031168,1084227584,0,1084227584,1073741824,1075838976,1069547520,1084227584
67,0,0,3217031168,1084227584,0,1109393408,1073741824,1075838976,1069547520,1084227584
68,0,0,3217031168,1084227584,1056964608,0,1073741824,1075838976,1069547520,1064388154
69,0,0,3217031168,1084227584,1056964608,1056964608,1073741824,1075838976,1069547520,1064388154
70,0,0,3217031168,1084227584,1056964608,1084227584,1073741824,1075838976,1069547520,1064388154
71,0,0,3217031168,1084227584,1056964608,1109393408,1073741824,1075838976,1069547520,1064388154
72,0,0,3217031168,1084227584,1084227584,0,1073741824,1075838976,1069547520,1084227584
73,0,0,3217031168,1084227584,1084227584,1056964608,1073741824,1075838976,1069547520,1064388154
74,0,0,3217031168,1084227584,1084227584,1084227584,1073741824,1075838976,1069547520,1084227584
75,0,0,3217031168,1084227584,1084227584,1109393408,1073741824,1075838976,1069547520,1084227584
76,0,0,3217031168,1084227584,1109393408,0,1073741824,1075838976,1069547520,1084227584
77,0,0,3217031168,1084227584,1109393408,1056964608,1073741824,1075838976,1069547520,1064388154
78,0,0,3217031168,1084227584,1109393408,1084227584,1073741824,1075838976,1069547520,1084227584
79,0,0,3217031168,1084227584,1109393408,1109393408,1073741824,1075838976,1069547520,1084227584
80,0,0,3217031168,1120403456,0,0,1073741824,1075838976,1069547520,1120403456
81,0,0,3217031168,1120403456,0,1056964608,1073741824,1075838976,1069547520,1064388154
82,0,0,3217031168,1120403456,0,1084227584,1073741824,1075838976,1069547520,1092013029
83,0,0,3217031168,1120403456,0,1109393408,1073741824,1075838976,1069547520,1117178853
84,0,0,3217031168,1120403456,1056964608,0,1073741824,1075838976,1069547520,1064388154
85,0,0,3217031168,1120403456,1056964608,1056964608,1073741824,1075838976,1069547520,1064388154
86,0,0,3217031168,1120403456,1056964608,1084227584,1073741824,1075838976,1069547520,1064388154
87,0,0,3217031168,1120403456,1056964608,1109393408,1073741824,1075838976,1069547520,1064388154
88,0,0,3217031168,1120403456,1084227584,0,1073741824,1075838976,1069547520,1092013029
89,0,0,3217031168,1120403456,1084227584,1056964608,1073741824,1075838976,1069547520,1064388154
90,0,0,3217031168,1120403456,1084227584,1084227584,1073741824,1075838976,1069547520,1092013029
91,0,0,3217031168,1120403456,1084227584,1109393408,1073741824,1075838976,1069547520,1092013029
92,0,0,3217031168,1120403456,1109393408,0,1073741824,1075838976,1069547520,1117178853
93,0,0,3217031168,1120403456,1109393408,1056964608,1073741824,1075838976,1069547520,1064388154
94,0,0,3217031168,1120403456,1109393408,1084227584,1073741824,1075838976,1069547520,1092013029
95,0,0,3217031168,1120403456,1109393408,1109393408,1073741824,1075838976,1069547520,1117178853
96,0,0,1094713344,1065353216,0,0,1073741824,1075838976,1094713344,1065353216
97,0,0,1094713344,1065353216,0,1056964608,1073741824,1075838976,1094713344,1065353216
98,0,0,1094713344,1065353216,0,1084227584,1073741824,1075838976,1094713344,1065353216
99,0,0,1094713344,1065353216,0,1109393408,1073741824,1075838976,1094713344,1065353216
100,0,0,1094713344,1065353216,1056964608,0,1073741824,1075838976,1094713344,1065353216
101,0,0,1094713344,1065353216,1056964608,1056964608,1073741824,1075838976,1094713344,1065353216
102,0,0,1094713344,1065353216,1056964608,1084227584,1073741824,1075838976,1094713344,1065353216
103,0,0,1094713344,1065353216,1056964608,1109393408,1073741824,1075838976,1094713344,1065353216
104,0,0,1094713344,1065353216,1084227584,0,1073741824,1075838976,1094713344,1065353216
105,0,0,1094713344,1065353216,1084227584,1056964608,1073741824,1075838976,1094713344,1065353216
106,0,0,1094713344,1065353216,1084227584,1084227584,1073741824,1075838976,1094713344,1065353216
107,0,0,1094713344,1065353216,1084227584,1109393408,1073741824,1075838976,1094713344,1065353216
108,0,0,1094713344,1065353216,1109393408,0,1073741824,1075838976,1094713344,1065353216
109,0,0,1094713344,1065353216,1109393408,1056964608,1073741824,1075838976,1094713344,1065353216
110,0,0,1094713344,1065353216,1109393408,1084227584,1073741824,1075838976,1094713344,1065353216
111,0,0,1094713344,1065353216,1109393408,1109393408,1073741824,1075838976,1094713344,1065353216
112,0,0,1094713344,1084227584,0,0,1073741824,1075838976,1094713344,1084227584
113,0,0,1094713344,1084227584,0,1056964608,1073741824,1075838976,1094713344,1084227584
114,0,0,1094713344,1084227584,0,1084227584,1073741824,1075838976,1094713344,1084227584
115,0,0,1094713344,1084227584,0,1109393408,1073741824,1075838976,1094713344,1084227584
116,0,0,1094713344,1084227584,1056964608,0,1073741824,1075838976,1094713344,1084227584
117,0,0,1094713344,1084227584,1056964608,1056964608,1073741824,1075838976,1094713344,1084227584
118,0,0,1094713344,1084227584,1056964608,1084227584,1073741824,1075838976,1094713344,1084227584
119,0,0,1094713344,1084227584,1056964608,1109393408,1073741824,1075838976,1094713344,1084227584
120,0,0,1094713344,1084227584,1084227584,0,1073741824,1075838976,1094713344,1084227584
121,0,0,1094713344,1084227584,1084227584,1056964608,1073741824,1075838976,1094713344,1084227584
122,0,0,1094713344,1084227584,1084227584,1084227584,1073741824,1075838976,1094713344,1084227584
123,0,0,1094713344,1084227584,1084227584,1109393408,1073741824,1075838976,1094713344,1084227584
124,0,0,1094713344,1084227584,1109393408,0,1073741824,1075838976,1094713344,1084227584
125,0,0,1094713344,1084227584,1109393408,1056964608,1073741824,1075838976,1094713344,1084227584
126,0,0,1094713344,1084227584,1109393408,1084227584,1073741824,1075838976,1094713344,1084227584
127,0,0,1094713344,1084227584,1109393408,1109393408,1073741824,1075838976,1094713344,1084227584
128,0,0,1094713344,1120403456,0,0,1073741824,1075838976,1094713344,1120403456
129,0,0,1094713344,1120403456,0,1056964608,1073741824,1075838976,1094713344,1086663846
130,0,0,1094713344,1120403456,0,1084227584,1073741824,1075838976,1094713344,1115060176
131,0,0,1094713344,1120403456,0,1109393408,1073741824,1075838976,1094713344,1120403456
132,0,0,1094713344,1120403456,1056964608,0,1073741824,1075838976,1094713344,1086663846
133,0,0,1094713344,1120403456,1056964608,1056964608,1073741824,1075838976,1094713344,1086663846
134,0,0,1094713344,1120403456,1056964608,1084227584,1073741824,1075838976,1094713344,1086663846
135,0,0,1094713344,1120403456,1056964608,1109393408,1073741824,1075838976,1094713344,1086663846
136,0,0,1094713344,1120403456,1084227584,0,1073741824,1075838976,1094713344,1115060176
137,0,0,1094713344,1120403456,1084227584,1056964608,1073741824,1075838976,1094713344,1086663846
138,0,0,1094713344,1120403456,1084227584,1084227584,1073741824,1075838976,1094713344,1115060176
139,0,0,1094713344,1120403456,1084227584,1109393408,1073741824,1075838976,1094713344,1115060176
140,0,0,1094713344,1120403456,1109393408,0,1073741824,1075838976,1094713344,1120403456
141,0,0,1094713344,1120403456,1109393408,1056964608,1073741824,1075838976,1094713344,1086663846
142,0,0,1094713344,1120403456,1109393408,1084227584,1073741824,1075838976,1094713344,1115060176
143,0,0,1094713344,1120403456,1109393408,1109393408,1073741824,1075838976,1094713344,1120403456
144,0,3227516928,0,1065353216,0,0,1073741824,1080033280,1075838976,1065353216
145,0,3227516928,0,1065353216,0,1056964608,1073741824,1080033280,1075838976,1065353216
146,0,3227516928,0,1065353216,0,1084227584,1073741824,1080033280,1075838976,1065353216
147,0,3227516928,0,1065353216,0,1109393408,1073741824,1080033280,1075838976,1065353216
148,0,3227516928,0,1065353216,1056964608,0,1073741824,1080033280,1075838976,1065353216
149,0,3227516928,0,1065353216,1056964608,1056964608,1073741824,1080033280,1075838976,1065353216
150,0,3227516928,0,1065353216,1056964608,1084227584,1073741824,1080033280,1075838976,1065353216
151,0,3227516928,0,1065353216,1056964608,1109393408,1073741824,1080033280,1075838976,1065353216
152,0,3227516928,0,1065353216,1084227584,0,1073741824,1080033280,1075838976,1065353216
153,0,3227516928,0,1065353216,1084227584,1056964608,1073741824,1080033280,1075838976,1065353216
154,0,3227516928,0,1065353216,1084227584,1084227584,1073741824,1080033280,1075838976,1065353216
155,0,3227516928,0,1065353216,1084227584,1109393408,1073741824,1080033280,1075838976,1065353216
156,0,3227516928,0,1065353216,1109393408,0,1073741824,1080033280,1075838976,1065353216
157,0,3227516928,0,1065353216,1109393408,1056964608,1073741824,1080033280,1075838976,1065353216
158,0,3227516928,0,1065353216,1109393408,1084227584,1073741824,1080033280,1075838976,1065353216
159,0,3227516928,0,1065353216,1109393408,1109393408,1073741824,1080033280,1075838976,1065353216
160,0,3227516928,0,1084227584,0,0,1073741824,1080033280,1075838976,1084227584
161,0,3227516928,0,1084227584,0,1056964608,1073741824,1080033280,1075838976,1070141403
162,0,3227516928,0,1084227584,0,1084227584,1073741824,1080033280,1075838976,1084227584
163,0,3227516928,0,1084227584,0,1109393408,1073741824,1080033280,1075838976,1084227584
164,0,3227516928,0,1084227584,1056964608,0,1073741824,1080033280,1075838976,1070141403
165,0,3227516928,0,1084227584,1056964608,1056964608,1073741824,1080033280,1075838976,1070141403
166,0,3227516928,0,1084227584,1056964608,1084227584,1073741824,1080033280,1075838976,1070141403
167,0,3227516928,0,1084227584,1056964608,1109393408,1073741824,1080033280,1075838976,1070141403
168,0,3227516928,0,1084227584,1084227584,0,1073741824,1080033280,1075838976,1084227584
169,0,3227516928,0,1084227584,1084227584,1056964608,1073741824,1080033280,1075838976,1070141403
170,0,3227516928,0,1084227584,1084227584,1084227584,1073741824,1080033280,1075838976,1084227584
171,0,3227516928,0,1084227584,1084227584,1109393408,1073741824,1080033280,1075838976,1084227584
172,0,3227516928,0,1084227584,1109393408,0,1073741824,1080033280,1075838976,1084227584
173,0,3227516928,0,1084227584,1109393408,1056964608,1073741824,1080033280,1075838976,1070141403
174,0,3227516928,0,1084227584,1109393408,1084227584,1073741824,1080033280,1075838976,1084227584
175,0,3227516928,0,1084227584,1109393408,1109393408,1073741824,1080033280,1075838976,1084227584
176,0,3227516928,0,1120403456,0,0,1073741824,1080033280,1075838976,1120403456
177,0,3227516928,0,1120403456,0,1056964608,1073741824,1080033280,1075838976,1070141403
178,0,3227516928,0,1120403456,0,1084227584,1073741824,1080033280,1075838976,1098601426
179,0,3227516928,0,1120403456,0,1109393408,1073741824,1080033280,1075838976,1120403456
180,0,3227516928,0,1120403456,1056964608,0,1073741824,1080033280,1075838976,1070141403
181,0,3227516928,0,1120403456,1056964608,1056964608,1073741824,1080033280,1075838976,1070141403
182,0,3227516928,0,1120403456,1056964608,1084227584,1073741824,1080033280,1075838976,1070141403
183,0,3227516928,0,1120403456,1056964608,1109393408,1073741824,1080033280,1075838976,1070141403
184,0,3227516928,0,1120403456,1084227584,0,1073741824,1080033280,1075838976,1098601426
185,0,3227516928,0,1120403456,1084227584,1056964608,1073741824,1080033280,1075838976,1070141403
186,0,3227516928,0,1120403456,1084227584,1084227584,1073741824,1080033280,1075838976,1098601426
187,0,3227516928,0,1120403456,1084227584,1109393408,1073741824,1080033280,1075838976,1098601426
188,0,3227516928,0,1120403456,1109393408,0,1073741824,1080033280,1075838976,1120403456
189,0,3227516928,0,1120403456,1109393408,1056964608,1073741824,1080033280,1075838976,1070141403
190,0,3227516928,0,1120403456,1109393408,1084227584,1073741824,1080033280,1075838976,1098601426
191,0,3227516928,0,1120403456,1109393408,1109393408,1073741824,1080033280,1075838976,1120403456
192,0,3227516928,3217031168,1065353216,0,0,1073741824,1080033280,1069547520,1065353216
193,0,3227516928,3217031168,1065353216,0,1056964608,1073741824,1080033280,1069547520,1064388154
194,0,3227516928,3217031168,1065353216,0,1084227584,1073741824,1080033280,1069547520,1065353216
195,0,3227516928,3217031168,1065353216,0,1109393408,1073741824,1080033280,1069547520,1065353216
196,0,3227516928,3217031168,1065353216,1056964608,0,1073741824,1080033280,1069547520,1064388154
197,0,3227516928,3217031168,1065353216,1056964608,1056964608,1073741824,1080033280,1069547520,1064388154
198,0,3227516928,3217031168,1065353216,1056964608,1084227584,1073741824,1080033280,1069547520,1064388154
199,0,3227516928,3217031168,1065353216,1056964608,1109393408,1073741824,1080033280,1069547520,1064388154
200,0,3227516928,3217031168,1065353216,1084227584,0,1073741824,1080033280,1069547520,1065353216
201,0,3227516928,3217031168,1065353216,1084227584,1056964608,1073741824,1080033280,1069547520,1064388154
202,0,3227516928,3217031168,1065353216,1084227584,1084227584,1073741824,1080033280,1069547520,1065353216
203,0,3227516928,3217031168,1065353216,1084227584,1109393408,1073741824,1080033280,1069547520,1065353216
204,0,3227516928,3217031168,1065353216,1109393408,0,1073741824,1080033280,1069547520,1065353216
205,0,3227516928,3217031168,1065353216,1109393408,1056964608,1073741824,1080033280,1069547520,1064388154
206,0,3227516928,3217031168,1065353216,1109393408,1084227584,1073741824,1080033280,1069547520,1065353216
207,0,3227516928,3217031168,1065353216,1109393408,1109393408,1073741824,1080033280,1069547520,1065353216
208,0,3227516928,3217031168,1084227584,0,0,1073741824,1080033280,1069547520,1084227584
209,0,3227516928,3217031168,1084227584,0,1056964608,1073741824,1080033280,1069547520,1064388154
210,0,3227516928,3217031168,1084227584,0,1084227584,1073741824,1080033280,1069547520,1084227584
211,0,3227516928,3217031168,1084227584,0,1109393408,1073741824,1080033280,1069547520,1084227584
212,0,3227516928,3217031168,1084227584,1056964608,0,1073741824,1080033280,1069547520,1064388154
213,0,3227516928,3217031168,1084227584,1056964608,1056964608,1073741824,1080033280,1069547520,1064388154
214,0,3227516928,3217031168,1084227584,1056964608,1084227584,1073741824,1080033280,1069547520,1064388154
215,0,3227516928,3217031168,1084227584,1056964608,1109393408,1073741824,1080033280,1069547520,1064388154
216,0,3227516928,3217031168,1084227584,1084227584,0,1073741824,1080033280,1069547520,1084227584
