servo_min,servo_trim,servo_max,high_out,reversed,scaled,pwm_angle,pwm_range
1000,2000,2000,100,1,-45,2000,2000
1000,2000,2000,100,1,100,1000,1000
1000,2000,2000,100,1,-100,2000,2000
1000,2000,2000,100,1,4500,1000,1000
1000,2000,2000,100,1,-4500,2000,2000
1000,2000,2000,100,1,9000,1000,1000
1000,2000,2000,100,1,-9000,2000,2000
1000,2000,2000,100,1,0.499900013,1996,1995
1000,2000,2000,100,1,-0.499900013,2000,2000
1000,2000,2000,100,1,2249.8999,1000,1000
1000,2000,2000,100,1,-2249.8999,2000,2000
1000,2000,2000,1,0,0,2000,1000
1000,2000,2000,1,0,1,2000,2000
1000,2000,2000,1,0,-1,1000,1000
1000,2000,2000,1,0,0.5,2000,1500
1000,2000,2000,1,0,-0.5,1500,1000
1000,2000,2000,1,0,45,2000,2000
1000,2000,2000,1,0,-45,1000,1000
1000,2000,2000,1,0,100,2000,2000
1000,2000,2000,1,0,-100,1000,1000
1000,2000,2000,1,0,4500,2000,2000
1000,2000,2000,1,0,-4500,1000,1000
1000,2000,2000,1,0,9000,2000,2000
1000,2000,2000,1,0,-9000,1000,1000
1000,2000,2000,1,0,0.499900013,2000,1499
1000,2000,2000,1,0,-0.499900013,1501,1000
1000,2000,2000,1,0,2249.8999,2000,2000
1000,2000,2000,1,0,-2249.8999,1000,1000
1000,2000,2000,1,1,0,2000,2000
1000,2000,2000,1,1,1,1000,1000
1000,2000,2000,1,1,-1,2000,2000
1000,2000,2000,1,1,0.5,1500,1500
1000,2000,2000,1,1,-0.5,2000,2000
1000,2000,2000,1,1,45,1000,1000
1000,2000,2000,1,1,-45,2000,2000
1000,2000,2000,1,1,100,1000,1000
1000,2000,2000,1,1,-100,2000,2000
1000,2000,2000,1,1,4500,1000,1000
1000,2000,2000,1,1,-4500,2000,2000
1000,2000,2000,1,1,9000,1000,1000
1000,2000,2000,1,1,-9000,2000,2000
1000,2000,2000,1,1,0.499900013,1501,1500
1000,2000,2000,1,1,-0.499900013,2000,2000
1000,2000,2000,1,1,2249.8999,1000,1000
1000,2000,2000,1,1,-2249.8999,2000,2000
1000,2000,2000,0,0,0,2000,1000
1000,2000,2000,0,0,1,2000,1000
1000,2000,2000,0,0,-1,2000,1000
1000,2000,2000,0,0,0.5,2000,1000
1000,2000,2000,0,0,-0.5,2000,1000
1000,2000,2000,0,0,45,2000,1000
1000,2000,2000,0,0,-45,2000,1000
1000,2000,2000,0,0,100,2000,1000
1000,2000,2000,0,0,-100,2000,1000
1000,2000,2000,0,0,4500,2000,1000
1000,2000,2000,0,0,-4500,2000,1000
1000,2000,2000,0,0,9000,2000,1000
1000,2000,2000,0,0,-9000,2000,1000
1000,2000,2000,0,0,0.499900013,2000,1000
1000,2000,2000,0,0,-0.499900013,2000,1000
1000,2000,2000,0,0,2249.8999,2000,1000
1000,2000,2000,0,0,-2249.8999,2000,1000
1000,2000,2000,0,1,0,2000,1000
1000,2000,2000,0,1,1,2000,1000
1000,2000,2000,0,1,-1,2000,1000
1000,2000,2000,0,1,0.5,2000,1000
1000,2000,2000,0,1,-0.5,2000,1000
1000,2000,2000,0,1,45,2000,1000
1000,2000,2000,0,1,-45,2000,1000
1000,2000,2000,0,1,100,2000,1000
1000,2000,2000,0,1,-100,2000,1000
1000,2000,2000,0,1,4500,2000,1000
1000,2000,2000,0,1,-4500,2000,1000
1000,2000,2000,0,1,9000,2000,1000
1000,2000,2000,0,1,-9000,2000,1000
1000,2000,2000,0,1,0.499900013,2000,1000
1000,2000,2000,0,1,-0.499900013,2000,1000
1000,2000,2000,0,1,2249.8999,2000,1000
1000,2000,2000,0,1,-2249.8999,2000,1000
1100,1500,1900,4500,0,0,1500,1100
1100,1500,1900,4500,0,1,1500,1100
1100,1500,1900,4500,0,-1,1500,1100
1100,1500,1900,4500,0,0.5,1500,1100
1100,1500,1900,4500,0,-0.5,1500,1100
1100,1500,1900,4500,0,45,1504,1108
1100,1500,1900,4500,0,-45,1496,1100
1100,1500,1900,4500,0,100,1508,1117
1100,1500,1900,4500,0,-100,1492,1100
1100,1500,1900,4500,0,4500,1900,1900
1100,1500,1900,4500,0,-4500,1100,1100
1100,1500,1900,4500,0,9000,1900,1900
1100,1500,1900,4500,0,-9000,1100,1100
1100,1500,1900,4500,0,0.499900013,1500,1100
1100,1500,1900,4500,0,-0.499900013,1500,1100
1100,1500,1900,4500,0,2249.8999,1699,1499
1100,1500,1900,4500,0,-2249.8999,1301,1100
1100,1500,1900,4500,1,0,1500,1900
1100,1500,1900,4500,1,1,1500,1899
1100,1500,1900,4500,1,-1,1500,1900
1100,1500,1900,4500,1,0.5,1500,1899
1100,1500,1900,4500,1,-0.5,1500,1900
1100,1500,1900,4500,1,45,1496,1892
1100,1500,1900,4500,1,-45,1504,1900
1100,1500,1900,4500,1,100,1492,1882
1100,1500,1900,4500,1,-100,1508,1900
1100,1500,1900,4500,1,4500,1100,1100
1100,1500,1900,4500,1,-4500,1900,1900
1100,1500,1900,4500,1,9000,1100,1100
1100,1500,1900,4500,1,-9000,1900,1900
1100,1500,1900,4500,1,0.499900013,1500,1899
1100,1500,1900,4500,1,-0.499900013,1500,1900
1100,1500,1900,4500,1,2249.8999,1301,1500
1100,1500,1900,4500,1,-2249.8999,1699,1900
1100,1500,1900,100,0,0,1500,1100
1100,1500,1900,100,0,1,1504,1108
1100,1500,1900,100,0,-1,1496,1100
1100,1500,1900,100,0,0.5,1502,1104
1100,1500,1900,100,0,-0.5,1498,1100
1100,1500,1900,100,0,45,1680,1460
1100,1500,1900,100,0,-45,1320,1100
1100,1500,1900,100,0,100,1900,1900
1100,1500,1900,100,0,-100,1100,1100
1100,1500,1900,100,0,4500,1900,1900
1100,1500,1900,100,0,-4500,1100,1100
1100,1500,1900,100,0,9000,1900,1900
1100,1500,1900,100,0,-9000,1100,1100
1100,1500,1900,100,0,0.499900013,1501,1103
1100,1500,1900,100,0,-0.499900013,1499,1100
1100,1500,1900,100,0,2249.8999,1900,1900
1100,1500,1900,100,0,-2249.8999,1100,1100
1100,1500,1900,100,1,0,1500,1900
1100,1500,1900,100,1,1,1496,1892
1100,1500,1900,100,1,-1,1504,1900
1100,1500,1900,100,1,0.5,1498,1896
1100,1500,1900,100,1,-0.5,1502,1900
1100,1500,1900,100,1,45,1320,1540
1100,1500,1900,100,1,-45,1680,1900
1100,1500,1900,100,1,100,1100,1100
1100,1500,1900,100,1,-100,1900,1900
1100,1500,1900,100,1,4500,1100,1100
1100,1500,1900,100,1,-4500,1900,1900
1100,1500,1900,100,1,9000,1100,1100
1100,1500,1900,100,1,-9000,1900,1900
1100,1500,1900,100,1,0.499900013,1499,1896
1100,1500,1900,100,1,-0.499900013,1501,1900
1100,1500,1900,100,1,2249.8999,1100,1100
1100,1500,1900,100,1,-2249.8999,1900,1900
1100,1500,1900,1,0,0,1500,1100
1100,1500,1900,1,0,1,1900,1900
1100,1500,1900,1,0,-1,1100,1100
1100,1500,1900,1,0,0.5,1700,1500
1100,1500,1900,1,0,-0.5,1300,1100
1100,1500,1900,1,0,45,1900,1900
1100,1500,1900,1,0,-45,1100,1100
1100,1500,1900,1,0,100,1900,1900
1100,1500,1900,1,0,-100,1100,1100
1100,1500,1900,1,0,4500,1900,1900
1100,1500,1900,1,0,-4500,1100,1100
1100,1500,1900,1,0,9000,1900,1900
1100,1500,1900,1,0,-9000,1100,1100
1100,1500,1900,1,0,0.499900013,1699,1499
1100,1500,1900,1,0,-0.499900013,1301,1100
1100,1500,1900,1,0,2249.8999,1900,1900
1100,1500,1900,1,0,-2249.8999,1100,1100
1100,1500,1900,1,1,0,1500,1900
1100,1500,1900,1,1,1,1100,1100
1100,1500,1900,1,1,-1,1900,1900
1100,1500,1900,1,1,0.5,1300,1500
1100,1500,1900,1,1,-0.5,1700,1900
1100,1500,1900,1,1,45,1100,1100
1100,1500,1900,1,1,-45,1900,1900
1100,1500,1900,1,1,100,1100,1100
1100,1500,1900,1,1,-100,1900,1900
1100,1500,1900,1,1,4500,1100,1100
1100,1500,1900,1,1,-4500,1900,1900
1100,1500,1900,1,1,9000,1100,1100
1100,1500,1900,1,1,-9000,1900,1900
1100,1500,1900,1,1,0.499900013,1301,1500
1100,1500,1900,1,1,-0.499900013,1699,1900
1100,1500,1900,1,1,2249.8999,1100,1100
1100,1500,1900,1,1,-2249.8999,1900,1900
1100,1500,1900,0,0,0,1500,1100
1100,1500,1900,0,0,1,1500,1100
1100,1500,1900,0,0,-1,1500,1100
1100,1500,1900,0,0,0.5,1500,1100
1100,1500,1900,0,0,-0.5,1500,1100
1100,1500,1900,0,0,45,1500,1100
1100,1500,1900,0,0,-45,1500,1100
1100,1500,1900,0,0,100,1500,1100
1100,1500,1900,0,0,-100,1500,1100
1100,1500,1900,0,0,4500,1500,1100
1100,1500,1900,0,0,-4500,1500,1100
1100,1500,1900,0,0,9000,1500,1100
1100,1500,1900,0,0,-9000,1500,1100
1100,1500,1900,0,0,0.499900013,1500,1100
1100,1500,1900,0,0,-0.499900013,1500,1100
1100,1500,1900,0,0,2249.8999,1500,1100
1100,1500,1900,0,0,-2249.8999,1500,1100
1100,1500,1900,0,1,0,1500,1100
1100,1500,1900,0,1,1,1500,1100
1100,1500,1900,0,1,-1,1500,1100
1100,1500,1900,0,1,0.5,1500,1100
1100,1500,1900,0,1,-0.5,1500,1100
1100,1500,1900,0,1,45,1500,1100
1100,1500,1900,0,1,-45,1500,1100
1100,1500,1900,0,1,100,1500,1100
1100,1500,1900,0,1,-100,1500,1100
1100,1500,1900,0,1,4500,1500,1100
1100,1500,1900,0,1,-4500,1500,1100
1100,1500,1900,0,1,9000,1500,1100
1100,1500,1900,0,1,-9000,1500,1100
1100,1500,1900,0,1,0.499900013,1500,1100
1100,1500,1900,0,1,-0.499900013,1500,1100
1100,1500,1900,0,1,2249.8999,1500,1100
1100,1500,1900,0,1,-2249.8999,1500,1100
2000,1500,1000,4500,0,0,1500,2000
2000,1500,1000,4500,0,1,1500,2000
2000,1500,1000,4500,0,-1,1500,2000
2000,1500,1000,4500,0,0.5,1500,2000
2000,1500,1000,4500,0,-0.5,1500,2000
2000,1500,1000,4500,0,45,1495,2000
2000,1500,1000,4500,0,-45,1505,2000
2000,1500,1000,4500,0,100,1489,2000
2000,1500,1000,4500,0,-100,1511,2000
2000,1500,1000,4500,0,4500,1000,2000
2000,1500,1000,4500,0,-4500,2000,2000
2000,1500,1000,4500,0,9000,1000,2000
2000,1500,1000,4500,0,-9000,2000,2000
2000,1500,1000,4500,0,0.499900013,1500,2000
2000,1500,1000,4500,0,-0.499900013,1500,2000
2000,1500,1000,4500,0,2249.8999,1251,2000
2000,1500,1000,4500,0,-2249.8999,1749,2000
2000,1500,1000,4500,1,0,1500,2000
2000,1500,1000,4500,1,1,1500,2000
2000,1500,1000,4500,1,-1,1500,2000
2000,1500,1000,4500,1,0.5,1500,2000
2000,1500,1000,4500,1,-0.5,1500,2000
2000,1500,1000,4500,1,45,1505,2000
2000,1500,1000,4500,1,-45,1495,2000
2000,1500,1000,4500,1,100,1511,2000
2000,1500,1000,4500,1,-100,1489,2000
2000,1500,1000,4500,1,4500,2000,2000
2000,1500,1000,4500,1,-4500,1000,2000
2000,1500,1000,4500,1,9000,2000,2000
2000,1500,1000,4500,1,-9000,1000,2000
2000,1500,1000,4500,1,0.499900013,1500,2000
2000,1500,1000,4500,1,-0.499900013,1500,2000
2000,1500,1000,4500,1,2249.8999,1749,2000
2000,1500,1000,4500,1,-2249.8999,1251,2000
2000,1500,1000,100,0,0,1500,2000
2000,1500,1000,100,0,1,1495,2000
2000,1500,1000,100,0,-1,1505,2000
2000,1500,1000,100,0,0.5,1498,2000
2000,1500,1000,100,0,-0.5,1502,2000
2000,1500,1000,100,0,45,1275,2000
2000,1500,1000,100,0,-45,1725,2000
2000,1500,1000,100,0,100,1000,2000
2000,1500,1000,100,0,-100,2000,2000
2000,1500,1000,100,0,4500,1000,2000
2000,1500,1000,100,0,-4500,2000,2000
2000,1500,1000,100,0,9000,1000,2000
2000,1500,1000,100,0,-9000,2000,2000
2000,1500,1000,100,0,0.499900013,1498,2000
2000,1500,1000,100,0,-0.499900013,1502,2000
2000,1500,1000,100,0,2249.8999,1000,2000
2000,1500,1000,100,0,-2249.8999,2000,2000
2000,1500,1000,100,1,0,1500,2000
2000,1500,1000,100,1,1,1505,2000
2000,1500,1000,100,1,-1,1495,2000
2000,1500,1000,100,1,0.5,1502,2000
2000,1500,1000,100,1,-0.5,1498,2000
2000,1500,1000,100,1,45,1725,2000
2000,1500,1000,100,1,-45,1275,2000
2000,1500,1000,100,1,100,2000,2000
2000,1500,1000,100,1,-100,1000,2000
2000,1500,1000,100,1,4500,2000,2000
2000,1500,1000,100,1,-4500,1000,2000
2000,1500,1000,100,1,9000,2000,2000
2000,1500,1000,100,1,-9000,1000,2000
2000,1500,1000,100,1,0.499900013,1502,2000
2000,1500,1000,100,1,-0.499900013,1498,2000
2000,1500,1000,100,1,2249.8999,2000,2000
2000,1500,1000,100,1,-2249.8999,1000,2000
2000,1500,1000,1,0,0,1500,2000
2000,1500,1000,1,0,1,1000,2000
2000,1500,1000,1,0,-1,2000,2000
2000,1500,1000,1,0,0.5,1250,2000
2000,1500,1000,1,0,-0.5,1750,2000
2000,1500,1000,1,0,45,1000,2000
2000,1500,1000,1,0,-45,2000,2000
2000,1500,1000,1,0,100,1000,2000
2000,1500,1000,1,0,-100,2000,2000
2000,1500,1000,1,0,4500,1000,2000
2000,1500,1000,1,0,-4500,2000,2000
2000,1500,1000,1,0,9000,1000,2000
2000,1500,1000,1,0,-9000,2000,2000
2000,1500,1000,1,0,0.499900013,1251,2000
2000,1500,1000,1,0,-0.499900013,1749,2000
2000,1500,1000,1,0,2249.8999,1000,2000
2000,1500,1000,1,0,-2249.8999,2000,2000
2000,1500,1000,1,1,0,1500,2000
2000,1500,1000,1,1,1,2000,2000
2000,1500,1000,1,1,-1,1000,2000
2000,1500,1000,1,1,0.5,1750,2000
2000,1500,1000,1,1,-0.5,1250,2000
2000,1500,1000,1,1,45,2000,2000
2000,1500,1000,1,1,-45,1000,2000
2000,1500,1000,1,1,100,2000,2000
2000,1500,1000,1,1,-100,1000,2000
2000,1500,1000,1,1,4500,2000,2000
2000,1500,1000,1,1,-4500,1000,2000
2000,1500,1000,1,1,9000,2000,2000
2000,1500,1000,1,1,-9000,1000,2000
2000,1500,1000,1,1,0.499900013,1749,2000
2000,1500,1000,1,1,-0.499900013,1251,2000
2000,1500,1000,1,1,2249.8999,2000,2000
2000,1500,1000,1,1,-2249.8999,1000,2000
2000,1500,1000,0,0,0,1500,2000
2000,1500,1000,0,0,1,1500,2000
2000,1500,1000,0,0,-1,1500,2000
2000,1500,1000,0,0,0.5,1500,2000
2000,1500,1000,0,0,-0.5,1500,2000
2000,1500,1000,0,0,45,1500,2000
2000,1500,1000,0,0,-45,1500,2000
2000,1500,1000,0,0,100,1500,2000
2000,1500,1000,0,0,-100,1500,2000
2000,1500,1000,0,0,4500,1500,2000
2000,1500,1000,0,0,-4500,1500,2000
2000,1500,1000,0,0,9000,1500,2000
2000,1500,1000,0,0,-9000,1500,2000
2000,1500,1000,0,0,0.499900013,1500,2000
2000,1500,1000,0,0,-0.499900013,1500,2000
2000,1500,1000,0,0,2249.8999,1500,2000
2000,1500,1000,0,0,-2249.8999,1500,2000
2000,1500,1000,0,1,0,1500,2000
2000,1500,1000,0,1,1,1500,2000
2000,1500,1000,0,1,-1,1500,2000
2000,1500,1000,0,1,0.5,1500,2000
2000,1500,1000,0,1,-0.5,1500,2000
2000,1500,1000,0,1,45,1500,2000
2000,1500,1000,0,1,-45,1500,2000
2000,1500,1000,0,1,100,1500,2000
2000,1500,1000,0,1,-100,1500,2000
2000,1500,1000,0,1,4500,1500,2000
2000,1500,1000,0,1,-4500,1500,2000
2000,1500,1000,0,1,9000,1500,2000
2000,1500,1000,0,1,-9000,1500,2000
2000,1500,1000,0,1,0.499900013,1500,2000
2000,1500,1000,0,1,-0.499900013,1500,2000
2000,1500,1000,0,1,2249.8999,1500,2000
2000,1500,1000,0,1,-2249.8999,1500,2000
1500,1500,1500,4500,0,0,1500,1500
1500,1500,1500,4500,0,1,1500,1500
1500,1500,1500,4500,0,-1,1500,1500
1500,1500,1500,4500,0,0.5,1500,1500
1500,1500,1500,4500,0,-0.5,1500,1500
1500,1500,1500,4500,0,45,1500,1500
1500,1500,1500,4500,0,-45,1500,1500
1500,1500,1500,4500,0,100,1500,1500
1500,1500,1500,4500,0,-100,1500,1500
1500,1500,1500,4500,0,4500,1500,1500
1500,1500,1500,4500,0,-4500,1500,1500
1500,1500,1500,4500,0,9000,1500,1500
1500,1500,1500,4500,0,-9000,1500,1500
1500,1500,1500,4500,0,0.499900013,1500,1500
1500,1500,1500,4500,0,-0.499900013,1500,1500
1500,1500,1500,4500,0,2249.8999,1500,1500
1500,1500,1500,4500,0,-2249.8999,1500,1500
1500,1500,1500,4500,1,0,1500,1500
1500,1500,1500,4500,1,1,1500,1500
1500,1500,1500,4500,1,-1,1500,1500
1500,1500,1500,4500,1,0.5,1500,1500
1500,1500,1500,4500,1,-0.5,1500,1500
1500,1500,1500,4500,1,45,1500,1500
1500,1500,1500,4500,1,-45,1500,1500
1500,1500,1500,4500,1,100,1500,1500
1500,1500,1500,4500,1,-100,1500,1500
1500,1500,1500,4500,1,4500,1500,1500
1500,1500,1500,4500,1,-4500,1500,1500
1500,1500,1500,4500,1,9000,1500,1500
1500,1500,1500,4500,1,-9000,1500,1500
1500,1500,1500,4500,1,0.499900013,1500,1500
1500,1500,1500,4500,1,-0.499900013,1500,1500
1500,1500,1500,4500,1,2249.8999,1500,1500
1500,1500,1500,4500,1,-2249.8999,1500,1500
1500,1500,1500,100,0,0,1500,1500
1500,1500,1500,100,0,1,1500,1500
1500,1500,1500,100,0,-1,1500,1500
1500,1500,1500,100,0,0.5,1500,1500
1500,1500,1500,100,0,-0.5,1500,1500
1500,1500,1500,100,0,45,1500,1500
1500,1500,1500,100,0,-45,1500,1500
1500,1500,1500,100,0,100,1500,1500
1500,1500,1500,100,0,-100,1500,1500
1500,1500,1500,100,0,4500,1500,1500
1500,1500,1500,100,0,-4500,1500,1500
1500,1500,1500,100,0,9000,1500,1500
1500,1500,1500,100,0,-9000,1500,1500
1500,1500,1500,100,0,0.499900013,1500,1500
1500,1500,1500,100,0,-0.499900013,1500,1500
1500,1500,1500,100,0,2249.8999,1500,1500
1500,1500,1500,100,0,-2249.8999,1500,1500
1500,1500,1500,100,1,0,1500,1500
1500,1500,1500,100,1,1,1500,1500
1500,1500,1500,100,1,-1,1500,1500
1500,1500,1500,100,1,0.5,1500,1500
1500,1500,1500,100,1,-0.5,1500,1500
1500,1500,1500,100,1,45,1500,1500
1500,1500,1500,100,1,-45,1500,1500
1500,1500,1500,100,1,100,1500,1500
1500,1500,1500,100,1,-100,1500,1500
1500,1500,1500,100,1,4500,1500,1500
1500,1500,1500,100,1,-4500,1500,1500
1500,1500,1500,100,1,9000,1500,1500
1500,1500,1500,100,1,-9000,1500,1500
1500,1500,1500,100,1,0.499900013,1500,1500
1500,1500,1500,100,1,-0.499900013,1500,1500
1500,1500,1500,100,1,2249.8999,1500,1500
1500,1500,1500,100,1,-2249.8999,1500,1500
1500,1500,1500,1,0,0,1500,1500
1500,1500,1500,1,0,1,1500,1500
1500,1500,1500,1,0,-1,1500,1500
1500,1500,1500,1,0,0.5,1500,1500
1500,1500,1500,1,0,-0.5,1500,1500
1500,1500,1500,1,0,45,1500,1500
1500,1500,1500,1,0,-45,1500,1500
1500,1500,1500,1,0,100,1500,1500
1500,1500,1500,1,0,-100,1500,1500
1500,1500,1500,1,0,4500,1500,1500
1500,1500,1500,1,0,-4500,1500,1500
1500,1500,1500,1,0,9000,1500,1500
1500,1500,1500,1,0,-9000,1500,1500
1500,1500,1500,1,0,0.499900013,1500,1500
1500,1500,1500,1,0,-0.499900013,1500,1500
1500,1500,1500,1,0,2249.8999,1500,1500
1500,1500,1500,1,0,-2249.8999,1500,1500
1500,1500,1500,1,1,0,1500,1500
1500,1500,1500,1,1,1,1500,1500
1500,1500,1500,1,1,-1,1500,1500
1500,1500,1500,1,1,0.5,1500,1500
1500,1500,1500,1,1,-0.5,1500,1500
1500,1500,1500,1,1,45,1500,1500
1500,1500,1500,1,1,-45,1500,1500
1500,1500,1500,1,1,100,1500,1500
1500,1500,1500,1,1,-100,1500,1500
1500,1500,1500,1,1,4500,1500,1500
1500,1500,1500,1,1,-4500,1500,1500
1500,1500,1500,1,1,9000,1500,1500
1500,1500,1500,1,1,-9000,1500,1500
1500,1500,1500,1,1,0.499900013,1500,1500
1500,1500,1500,1,1,-0.499900013,1500,1500
1500,1500,1500,1,1,2249.8999,1500,1500
1500,1500,1500,1,1,-2249.8999,1500,1500
1500,1500,1500,0,0,0,1500,1500
1500,1500,1500,0,0,1,1500,1500
1500,1500,1500,0,0,-1,1500,1500
1500,1500,1500,0,0,0.5,1500,1500
1500,1500,1500,0,0,-0.5,1500,1500
1500,1500,1500,0,0,45,1500,1500
1500,1500,1500,0,0,-45,1500,1500
1500,1500,1500,0,0,100,1500,1500
1500,1500,1500,0,0,-100,1500,1500
1500,1500,1500,0,0,4500,1500,1500
1500,1500,1500,0,0,-4500,1500,1500
1500,1500,1500,0,0,9000,1500,1500
1500,1500,1500,0,0,-9000,1500,1500
1500,1500,1500,0,0,0.499900013,1500,1500
1500,1500,1500,0,0,-0.499900013,1500,1500
1500,1500,1500,0,0,2249.8999,1500,1500
1500,1500,1500,0,0,-2249.8999,1500,1500
1500,1500,1500,0,1,0,1500,1500
1500,1500,1500,0,1,1,1500,1500
1500,1500,1500,0,1,-1,1500,1500
1500,1500,1500,0,1,0.5,1500,1500
1500,1500,1500,0,1,-0.5,1500,1500
1500,1500,1500,0,1,45,1500,1500
1500,1500,1500,0,1,-45,1500,1500
1500,1500,1500,0,1,100,1500,1500
1500,1500,1500,0,1,-100,1500,1500
1500,1500,1500,0,1,4500,1500,1500
1500,1500,1500,0,1,-4500,1500,1500
1500,1500,1500,0,1,9000,1500,1500
1500,1500,1500,0,1,-9000,1500,1500
1500,1500,1500,0,1,0.499900013,1500,1500
1500,1500,1500,0,1,-0.499900013,1500,1500
1500,1500,1500,0,1,2249.8999,1500,1500
1500,1500,1500,0,1,-2249.8999,1500,1500
