#fixed_yaw
idx,angle,current,direction,relative,mode_before,slew_req,slew_max,offset_out,slew_out,angle_out
350,3225419776,3223322624,0,1,2,1028443341,1065749138,3225419776,1028443341,3223322624
351,3225419776,3223322624,0,1,2,1120403456,1065749138,3225419776,1065749138,3223322624
352,3225419776,3223322624,1,0,2,3212836864,1065749138,1085870043,1065749138,3223322624
353,3225419776,3223322624,1,0,2,0,1065749138,1085870043,1065749138,3223322624
354,3225419776,3223322624,1,0,2,1028443341,1065749138,1085870043,1028443341,3223322624
355,3225419776,3223322624,1,0,2,1120403456,1065749138,1085870043,1065749138,3223322624
356,3225419776,3223322624,1,1,2,3212836864,1065749138,3225419776,1065749138,3223322624
357,3225419776,3223322624,1,1,2,0,1065749138,3225419776,1065749138,3223322624
358,3225419776,3223322624,1,1,2,1028443341,1065749138,3225419776,1028443341,3223322624
359,3225419776,3223322624,1,1,2,1120403456,1065749138,3225419776,1065749138,3223322624
360,1086324736,0,-1,0,2,3212836864,1065749138,3197173168,1065749138,0
361,1086324736,0,-1,0,2,0,1065749138,3197173168,1065749138,0
362,1086324736,0,-1,0,2,1028443341,1065749138,3197173168,1028443341,0
363,1086324736,0,-1,0,2,1120403456,1065749138,3197173168,1065749138,0
364,1086324736,0,-1,1,2,3212836864,1065749138,3233808384,1065749138,0
365,1086324736,0,-1,1,2,0,1065749138,3233808384,1065749138,0
366,1086324736,0,-1,1,2,1028443341,1065749138,3233808384,1028443341,0
367,1086324736,0,-1,1,2,1120403456,1065749138,3233808384,1065749138,0
368,1086324736,0,0,0,2,3212836864,1065749138,3197173168,1065749138,0
369,1086324736,0,0,0,2,0,1065749138,3197173168,1065749138,0
370,1086324736,0,0,0,2,1028443341,1065749138,3197173168,1028443341,0
371,1086324736,0,0,0,2,1120403456,1065749138,3197173168,1065749138,0
372,1086324736,0,0,1,2,3212836864,1065749138,1086324736,1065749138,0
373,1086324736,0,0,1,2,0,1065749138,1086324736,1065749138,0
374,1086324736,0,0,1,2,1028443341,1065749138,1086324736,1028443341,0
375,1086324736,0,0,1,2,1120403456,1065749138,1086324736,1065749138,0
376,1086324736,0,1,0,2,3212836864,1065749138,1086324736,1065749138,0
377,1086324736,0,1,0,2,0,1065749138,1086324736,1065749138,0
378,1086324736,0,1,0,2,1028443341,1065749138,1086324736,1028443341,0
379,1086324736,0,1,0,2,1120403456,1065749138,1086324736,1065749138,0
380,1086324736,0,1,1,2,3212836864,1065749138,1086324736,1065749138,0
381,1086324736,0,1,1,2,0,1065749138,1086324736,1065749138,0
382,1086324736,0,1,1,2,1028443341,1065749138,1086324736,1028443341,0
383,1086324736,0,1,1,2,1120403456,1065749138,1086324736,1065749138,0
384,1086324736,1069547520,-1,0,2,3212836864,1065749138,3219406700,1065749138,1069547520
385,1086324736,1069547520,-1,0,2,0,1065749138,3219406700,1065749138,1069547520
386,1086324736,1069547520,-1,0,2,1028443341,1065749138,3219406700,1028443341,1069547520
387,1086324736,1069547520,-1,0,2,1120403456,1065749138,3219406700,1065749138,1069547520
388,1086324736,1069547520,-1,1,2,3212836864,1065749138,3233808384,1065749138,1069547520
389,1086324736,1069547520,-1,1,2,0,1065749138,3233808384,1065749138,1069547520
390,1086324736,1069547520,-1,1,2,1028443341,1065749138,3233808384,1028443341,1069547520
391,1086324736,1069547520,-1,1,2,1120403456,1065749138,3233808384,1065749138,1069547520
392,1086324736,1069547520,0,0,2,3212836864,1065749138,3219406700,1065749138,1069547520
393,1086324736,1069547520,0,0,2,0,1065749138,3219406700,1065749138,1069547520
394,1086324736,1069547520,0,0,2,1028443341,1065749138,3219406700,1028443341,1069547520
395,1086324736,1069547520,0,0,2,1120403456,1065749138,3219406700,1065749138,1069547520
396,1086324736,1069547520,0,1,2,3212836864,1065749138,1086324736,1065749138,1069547520
397,1086324736,1069547520,0,1,2,0,1065749138,1086324736,1065749138,1069547520
398,1086324736,1069547520,0,1,2,1028443341,1065749138,1086324736,1028443341,1069547520
399,1086324736,1069547520,0,1,2,1120403456,1065749138,1086324736,1065749138,1069547520
400,1086324736,1069547520,1,0,2,3212836864,1065749138,1083179008,1065749138,1069547520
401,1086324736,1069547520,1,0,2,0,1065749138,1083179008,1065749138,1069547520
402,1086324736,1069547520,1,0,2,1028443341,1065749138,1083179008,1028443341,1069547520
403,1086324736,1069547520,1,0,2,1120403456,1065749138,1083179008,1065749138,1069547520
404,1086324736,1069547520,1,1,2,3212836864,1065749138,1086324736,1065749138,1069547520
405,1086324736,1069547520,1,1,2,0,1065749138,1086324736,1065749138,1069547520
406,1086324736,1069547520,1,1,2,1028443341,1065749138,1086324736,1028443341,1069547520
407,1086324736,1069547520,1,1,2,1120403456,1065749138,1086324736,1065749138,1069547520
408,1086324736,3223322624,-1,0,2,3212836864,1065749138,3229753270,1065749138,3223322624
409,1086324736,3223322624,-1,0,2,0,1065749138,3229753270,1065749138,3223322624
410,1086324736,3223322624,-1,0,2,1028443341,1065749138,3229753270,1028443341,3223322624
411,1086324736,3223322624,-1,0,2,1120403456,1065749138,3229753270,1065749138,3223322624
412,1086324736,3223322624,-1,1,2,3212836864,1065749138,3233808384,1065749138,3223322624
413,1086324736,3223322624,-1,1,2,0,1065749138,3233808384,1065749138,3223322624
414,1086324736,3223322624,-1,1,2,1028443341,1065749138,3233808384,1028443341,3223322624
415,1086324736,3223322624,-1,1,2,1120403456,1065749138,3233808384,1065749138,3223322624
416,1086324736,3223322624,0,0,2,3212836864,1065749138,1074651210,1065749138,3223322624
417,1086324736,3223322624,0,0,2,0,1065749138,1074651210,1065749138,3223322624
418,1086324736,3223322624,0,0,2,1028443341,1065749138,1074651210,1028443341,3223322624
419,1086324736,3223322624,0,0,2,1120403456,1065749138,1074651210,1065749138,3223322624
420,1086324736,3223322624,0,1,2,3212836864,1065749138,1086324736,1065749138,3223322624
421,1086324736,3223322624,0,1,2,0,1065749138,1086324736,1065749138,3223322624
422,1086324736,3223322624,0,1,2,1028443341,1065749138,1086324736,1028443341,3223322624
423,1086324736,3223322624,0,1,2,1120403456,1065749138,1086324736,1065749138,3223322624
424,1086324736,3223322624,1,0,2,3212836864,1065749138,1074651210,1065749138,3223322624
425,1086324736,3223322624,1,0,2,0,1065749138,1074651210,1065749138,3223322624
426,1086324736,3223322624,1,0,2,1028443341,1065749138,1074651210,1028443341,3223322624
427,1086324736,3223322624,1,0,2,1120403456,1065749138,1074651210,1065749138,3223322624
428,1086324736,3223322624,1,1,2,3212836864,1065749138,1086324736,1065749138,3223322624
429,1086324736,3223322624,1,1,2,0,1065749138,1086324736,1065749138,3223322624
430,1086324736,3223322624,1,1,2,1028443341,1065749138,1086324736,1028443341,3223322624
431,1086324736,3223322624,1,1,2,1120403456,1065749138,1086324736,1065749138,3223322624
#set_rate
from_mode,requested,rate_after,mode_after
0,0,0,7
0,1061158912,1061158912,7
0,3208642560,3208642560,7
1,0,0,7
1,1061158912,1061158912,7
1,3208642560,3208642560,7
2,0,0,7
2,1061158912,1061158912,7
2,3208642560,3208642560,7
3,0,0,7
3,1061158912,1061158912,7
3,3208642560,3208642560,7
4,0,0,7
4,1061158912,1061158912,7
4,3208642560,3208642560,7
5,0,0,7
5,1061158912,1061158912,7
5,3208642560,3208642560,7
6,0,0,7
6,1061158912,1061158912,7
6,3208642560,3208642560,7
7,0,0,7
7,1061158912,1061158912,7
7,3208642560,3208642560,7
8,0,0,7
8,1061158912,1061158912,7
8,3208642560,3208642560,7
9,0,0,7
9,1061158912,1061158912,7
9,3208642560,3208642560,7
10,0,0,7
10,1061158912,1061158912,7
10,3208642560,3208642560,7
#reached
mode,offset,angle,measured_yaw,reached
0,0,0,0,1
0,0,1022739087,0,1
0,0,1025758986,0,1
0,0,1065353216,0,1
0,981668463,0,0,1
0,981668463,1022739087,0,1
0,981668463,1025758986,0,1
0,981668463,1065353216,0,1
0,3204448256,0,0,1
0,3204448256,1022739087,0,1
0,3204448256,1025758986,0,1
0,3204448256,1065353216,0,1
1,0,0,0,1
1,0,1022739087,0,1
1,0,1025758986,0,1
1,0,1065353216,0,1
1,981668463,0,0,1
1,981668463,1022739087,0,1
1,981668463,1025758986,0,1
1,981668463,1065353216,0,1
1,3204448256,0,0,1
1,3204448256,1022739087,0,1
1,3204448256,1025758986,0,1
1,3204448256,1065353216,0,1
2,0,0,0,1
2,0,1022739087,0,1
2,0,1025758986,0,1
2,0,1065353216,0,1
2,981668463,0,0,1
2,981668463,1022739087,0,1
2,981668463,1025758986,0,1
2,981668463,1065353216,0,1
2,3204448256,0,0,1
2,3204448256,1022739087,0,1
2,3204448256,1025758986,0,1
2,3204448256,1065353216,0,1
3,0,0,0,1
3,0,1022739087,0,1
3,0,1025758986,0,0
3,0,1065353216,0,0
3,981668463,0,0,0
3,981668463,1022739087,0,0
3,981668463,1025758986,0,0
3,981668463,1065353216,0,0
3,3204448256,0,0,0
3,3204448256,1022739087,0,0
3,3204448256,1025758986,0,0
3,3204448256,1065353216,0,0
4,0,0,0,1
4,0,1022739087,0,1
4,0,1025758986,0,1
4,0,1065353216,0,1
4,981668463,0,0,1
4,981668463,1022739087,0,1
4,981668463,1025758986,0,1
4,981668463,1065353216,0,1
4,3204448256,0,0,1
4,3204448256,1022739087,0,1
4,3204448256,1025758986,0,1
4,3204448256,1065353216,0,1
5,0,0,0,1
5,0,1022739087,0,1
5,0,1025758986,0,1
5,0,1065353216,0,1
5,981668463,0,0,1
5,981668463,1022739087,0,1
5,981668463,1025758986,0,1
5,981668463,1065353216,0,1
5,3204448256,0,0,1
5,3204448256,1022739087,0,1
5,3204448256,1025758986,0,1
5,3204448256,1065353216,0,1
6,0,0,0,1
6,0,1022739087,0,1
6,0,1025758986,0,1
6,0,1065353216,0,1
6,981668463,0,0,1
6,981668463,1022739087,0,1
6,981668463,1025758986,0,1
6,981668463,1065353216,0,1
6,3204448256,0,0,1
6,3204448256,1022739087,0,1
6,3204448256,1025758986,0,1
6,3204448256,1065353216,0,1
7,0,0,0,1
7,0,1022739087,0,1
7,0,1025758986,0,1
7,0,1065353216,0,1
7,981668463,0,0,1
7,981668463,1022739087,0,1
7,981668463,1025758986,0,1
7,981668463,1065353216,0,1
7,3204448256,0,0,1
7,3204448256,1022739087,0,1
7,3204448256,1025758986,0,1
7,3204448256,1065353216,0,1
8,0,0,0,1
8,0,1022739087,0,1
8,0,1025758986,0,1
8,0,1065353216,0,1
8,981668463,0,0,1
8,981668463,1022739087,0,1
8,981668463,1025758986,0,1
8,981668463,1065353216,0,1
8,3204448256,0,0,1
8,3204448256,1022739087,0,1
8,3204448256,1025758986,0,1
8,3204448256,1065353216,0,1
9,0,0,0,1
9,0,1022739087,0,1
9,0,1025758986,0,1
9,0,1065353216,0,1
9,981668463,0,0,1
9,981668463,1022739087,0,1
9,981668463,1025758986,0,1
9,981668463,1065353216,0,1
9,3204448256,0,0,1
9,3204448256,1022739087,0,1
9,3204448256,1025758986,0,1
9,3204448256,1065353216,0,1
10,0,0,0,1
10,0,1022739087,0,1
10,0,1025758986,0,1
10,0,1065353216,0,1
10,981668463,0,0,1
10,981668463,1022739087,0,1
10,981668463,1025758986,0,1
10,981668463,1065353216,0,1
10,3204448256,0,0,1
10,3204448256,1022739087,0,1
10,3204448256,1025758986,0,1
10,3204448256,1065353216,0,1
#look_ahead
idx,held,position_ok,vel_n,vel_e,out
0,3214934016,0,0,0,3214934016
1,3214934016,1,0,0,3214934016
2,3214934016,0,1056964608,1056964608,3214934016
3,3214934016,1,1056964608,1056964608,3214934016
4,3214934016,0,1060439169,1060439169,3214934016
5,3214934016,1,1060439169,1060439169,3214934016
6,3214934016,0,1065353216,0,3214934016
7,3214934016,1,1065353216,0,3214934016
8,3214934016,0,0,3221225472,3214934016
9,3214934016,1,0,3221225472,3217625051
10,3214934016,0,3225419776,1082130432,3214934016
11,3214934016,1,3225419776,1082130432,1074640653
