#config
dt,angle_limit_tc,thr_mix_min,thr_mix_max,throttle_hover,throttle_thrust_max,cos_tilt,angle_boost_enabled,throttle_gain_boost
992204554,1065353216,1036831949,1056964608,1051931443,1064514355,1065353216,1,1058642330
#leanangle
step,throttle_in,lean_max
69,1061391187,3209181994,1058642330,1057546631,3200793386,1057132381,1057023328,1,0,0,1172,1065730844,1028441095,3160990482,1018865101,1000819205,1017175532,3158149786,1066183200,1068116226,1065990307,1066389057,1066229840,1065652499,1033122548,3185055523,1007941150,1025532996,3179574986,1025109180,1058642330,1071714355,1076090635
70,1061545815,3209125602,1058642330,1057654870,3200736994,1057132381,1057048494,1,0,0,1175,1065849743,1028443223,3160285618,1018995113,1000541001,1017214146,3158046646,1066194112,1068111226,1065997078,1066382767,1066241730,1065649174,1033199427,3184964214,1008124740,1025661013,3179533540,1025143350,1058642330,1071731815,1076090635
71,1061699148,3209068474,1058642330,1057762203,3200679866,1057132381,1057073660,1,0,0,1177,1065968296,1028438556,3159576299,1019123193,1000260393,1017248527,3157942273,1066204976,1068106158,1066003749,1066376397,1066253585,1065645812,1033274708,3184872937,1008309159,1025787695,3179491565,1025177488,1058642330,1071749197,1076090635
72,1061851167,3209010615,1058642330,1057868617,3200622007,1057132381,1057098826,1,0,0,1180,1066086496,1028427097,3158862736,1019249323,999977445,1017278663,3157836678,1066215793,1068101021,1066010318,1066369950,1066265405,1065642413,1033348404,3184781700,1008494370,1025913028,3179449067,1025211592,1058642330,1071766504,1076090635
73,1062001859,3208952028,1058642330,1057974101,3200563420,1057132381,1057123992,1,0,0,1182,1066204340,1028408852,3158145156,1019373480,999692219,1017304540,3157729874,1066226561,1068095815,1066016785,1066363425,1066277189,1065638977,1033420506,3184690532,1008680344,1026037001,3179406049,1025245661,1058642330,1071783733,1076090635
74,1062151209,3208892714,1058642330,1058078646,3200504106,1057132381,1057149158,1,0,0,1185,1066321824,1028383831,3157423762,1019495647,999404777,1017326149,3157621868,1066237280,1068090541,1066023148,1066356822,1066288938,1065635505,1033490998,3184599445,1008867044,1026159601,3179362516,1025279695,1058642330,1071800883,1076090635
75,1062299202,3208832680,1058642330,1058182241,3200444072,1057132381,1057174323,1,0,0,1187,1066438942,1028352044,3156698797,1019615805,999115189,1017343481,3157512674,1066247949,1068085198,1066029406,1066350142,1066300649,1065631997,1033559871,3184508444,1009054436,1026280815,3179318471,1025313692,1058642330,1071817954,1076090635
76,1062445821,3208771927,1058642330,1058284875,3200383319,1057132381,1057199489,1,0,0,1190,1066555690,1028313510,3155970471,1019733934,998823518,1017356528,3157402301,1066258568,1068079787,1066035558,1066343386,1066312324,1065628454,1033627127,3184417560,1009242489,1026400632,3179265406,1025347651,1058642330,1071834944,1076090635
77,1062591054,3208710459,1058642330,1058386538,3200321851,1057132381,1057224655,1,0,0,1192,1066672064,1028268247,3155239005,1019850015,998529829,1017365287,3157290761,1066269136,1068074308,1066041604,1066336555,1066323962,1065624876,1033692756,3184326806,1009431175,1026519040,3179175298,1025381572,1058642330,1071851853,1076090635
78,1062734885,3208648279,1058642330,1058487219,3200259671,1057132381,1057249821,1,0,0,1195,1066788057,1028216277,3154504626,1019964031,998224024,1017369752,3157178064,1066279653,1068068761,1066047543,1066329648,1066335561,1065621264,1033756761,3184236195,1009620460,1026636028,3179084193,1025415452,1058642330,1071868680,1076090635
79,1062877301,3208585391,1058642330,1058586911,3200196783,1057132381,1057274987,1,0,0,1197,1066903667,1028157629,3153418519,1020075964,997628974,1017369923,3157064222,1066290117,1068063146,1066053372,1066322666,1066347122,1065617618,1033819113,3184145739,1009810306,1026751585,3178992099,1025449291,1058642330,1071885423,1076090635
80,1063018286,3208521798,1058642330,1058685600,3200133190,1057132381,1057300152,1,0,0,1199,1067018890,1028092330,3151939470,1020185798,997030286,1017365799,3156949248,1066300529,1068057463,1066059093,1066315610,1066358644,1065613938,1033879835,3184055454,1010000688,1026865699,3178899027,1025483086,1058642330,1071902082,1076090635
81,1063157827,3208457504,1058642330,1058783279,3200068896,1057132381,1057325318,1,0,0,1202,1067133720,1028020415,3150455931,1020293515,996428092,1017357383,3156833149,1066310887,1068051712,1066064703,1066308481,1066370127,1065610226,1033938892,3183965355,1010191575,1026978360,3178804984,1025516840,1058642330,1071918655,1076090635
82,1063295910,3208392513,1058642330,1058879937,3200003905,1057132381,1057350484,1,0,0,1205,1067248152,1027941919,3148968394,1020399095,995822537,1017344677,3156715942,1066321192,1068045894,1066070202,1066301278,1066381570,1065606480,1033996307,3183875456,1010382930,1027089559,3178709980,1025550548,1058642330,1071935143,1076090635
83,1063432521,3208326829,1058642330,1058975565,3199938221,1057132381,1057375650,1,0,0,1207,1067362182,1027856883,3147477286,1020502526,995213751,1017327686,3156597635,1066331442,1068040009,1066075589,1066294003,1066392973,1065602703,1034052066,3183785764,1010574727,1027199284,3178614023,1025584211,1058642330,1071951543,1076090635
84,1063567646,3208260454,1058642330,1059070152,3199871846,1057132381,1057400816,1,0,0,1210,1067475806,1027765348,3145983084,1020603788,994601872,1017306418,3156478241,1066341637,1068034057,1066080863,1066286655,1066404336,1065598894,1034106170,3183696312,1010766931,1027307527,3178517125,1025617828,1058642330,1071967855,1076090635
85,1063701272,3208193394,1058642330,1059163690,3199804786,1057132381,1057425982,1,0,0,1212,1067589020,1027667363,3143244449,1020702868,993987038,1017280880,3156357773,1066351776,1068028038,1066086024,1066279236,1066415657,1065595055,1034158609,3183607088,1010959517,1027414277,3178419292,1025651395,1058642330,1071984077,1076090635
86,1063833386,3208125651,1058642330,1059256170,3199737043,1057132381,1057451147,1,0,0,1214,1067701818,1027562976,3140246374,1020799750,993369389,1017251083,3156236241,1066361860,1068021951,1066091070,1066271747,1066426937,1065591184,1034209387,3183518111,1011152451,1027519527,3178320533,1025684914,1058642330,1072000211,1076090635
87,1063963975,3208057227,1058642330,1059347582,3199668619,1057132381,1057476313,1,0,0,1217,1067814198,1027452240,3137150204,1020894419,992749054,1017217039,3156113658,1066371886,1068015798,1066096000,1066264186,1066438175,1065587283,1034258507,3183429401,1011345702,1027623267,3178220859,1025718382,1058642330,1072016253,1076090635
88,1064093024,3207988132,1058642330,1059437917,3199599524,1057132381,1057501479,1,0,0,1220,1067926154,1027335212,3131142054,1020986860,992126193,1017178761,3155990037,1066381855,1068009578,1066100815,1066256557,1066449371,1065583353,1034305965,3183340958,1011539241,1027725488,3178120279,1025751800,1058642330,1072032203,1076090635
89,1064220521,3207918363,1058642330,1059527165,3199529755,1057132381,1057526645,1,0,0,1222,1068037680,1027211950,3121310461,1021077055,991500923,1017136266,3155865390,1066391767,1068003292,1066105513,1066248858,1066460523,1065579394,1034351763,3183252808,1011733036,1027826183,3178018802,1025785164,1058642330,1072048063,1076090635
90,1064346455,3207847929,1058642330,1059615318,3199459321,1057132381,1057551811,1,0,0,1225,1068148776,1027082518,959467442,1021164996,990873405,1017089569,3155739729,1066401620,1067996940,1066110093,1066241090,1066471633,1065575406,1034395900,3183164948,1011927061,1027925343,3177916437,1025818476,1058642330,1072063827,1076090635
91,1064470809,3207776830,1058642330,1059702366,3199388222,1057132381,1057576976,1,0,0,1227,1068259433,1026946979,979603380,1021250666,990243762,1017038690,3155613067,1066411414,1067990522,1066114555,1066233255,1066482698,1065571390,1034438385,3183077398,1012121283,1028022960,3177813195,1025851732,1058642330,1072079498,1076090635
92,1064593577,3207705073,1058642330,1059788304,3199316465,1057132381,1057602142,1,0,0,1229,1068369650,1026805403,986545321,1021334052,989368562,1016983648,3155485417,1066421148,1067984038,1066118898,1066225352,1066493720,1065567346,1034479194,3182990163,1012315673,1028119028,3177709085,1025884935,1058642330,1072095072,1076090635
93,1064714742,3207632660,1058642330,1059873119,3199244052,1057132381,1057627308,1,0,0,1232,1068479422,1026657862,991203543,1021415140,988101659,1016924467,3155356790,1066430823,1067977488,1066123121,1066217382,1066504697,1065563275,1034518362,3182903255,1012510202,1028213539,3177604116,1025918080,1058642330,1072110552,1076090635
94,1064834293,3207559597,1058642330,1059956805,3199170989,1057132381,1057652474,1,0,0,1235,1068588742,1026504430,994203531,1021493919,986831387,1016861169,3155227201,1066440436,1067970872,1066127224,1066209346,1066515629,1065559178,1034555868,3182816669,1012704843,1028306487,3177498297,1025951168,1058642330,1072125933,1076090635
95,1064952218,3207485887,1058642330,1060039352,3199097279,1057132381,1057677640,1,0,0,1237,1068697610,1026345185,997199639,1021570376,985558020,1016793780,3155096662,1066449989,1067964191,1066131206,1066201245,1066526516,1065555054,1034591733,3182730435,1012899566,1028397863,3177391640,1025984197,1058642330,1072141218,1076090635
96,1065068505,3207411534,1058642330,1060120753,3199022926,1057132381,1057702806,1,0,0,1240,1068806018,1026180209,999217630,1021644500,984281844,1016722326,3154965186,1066459480,1067957444,1066135067,1066193079,1066537357,1065550905,1034625940,3182644552,1013094344,1028487663,3177284153,1026017166,1058642330,1072156403,1076090635
97,1065183143,3207336543,1058642330,1060201000,3198947935,1057132381,1057727972,1,0,0,1242,1068913966,1026009583,1000710407,1021716277,983003149,1016646838,3154832787,1066468909,1067950633,1066138805,1066184848,1066548152,1065546731,1034658512,3182559022,1013289147,1028575880,3177175846,1026050074,1058642330,1072171490,1076090635
98,1065296120,3207260917,1058642330,1060280084,3198872309,1057132381,1057753137,1,0,0,1244,1069021444,1025833395,1002199851,1021785698,981722220,1016567343,3154699476,1066478274,1067943756,1066142421,1066176554,1066558900,1065542533,1034689447,3182473858,1013483948,1028662509,3177066729,1026082920,1058642330,1072186474,1076090635
99,1065380321,3207184662,1058642330,1060357998,3198796054,1057132381,1057778303,1,0,0,1247,1069128453,1025651733,1003685525,1021852752,979411558,1016483875,3154565269,1066487577,1067936815,1066145914,1066168196,1066569600,1065538310,1034718751,3182389071,1013678715,1028747544,3176956812,1026115703,1058642330,1072201359,1076090635
100,1065435132,3207107780,1058642330,1060434733,3198719172,1057132381,1057803469,0,1,0,1250,1069234987,1025464690,1005166963,1021917427,976842478,1016396466,3154430177,1066496816,1067929810,1066149282,1066159777,1066580254,1065534065,1034762416,3182287088,1013873425,1028830979,3176846105,1026148424,1058642330,1072216141,1076090635
101,1065489097,3207030277,1058642330,1060510284,3198641669,1057132381,1057828635,0,1,0,1252,1069341042,1025272360,1006638331,1021979715,974270685,1016305153,3154294216,1066505991,1067922740,1066152526,1066151295,1066590859,1065529796,1034804523,3182185612,1014068048,1028912811,3176734617,1026181078,1058642330,1072230821,1076090635
102,1065542208,3206952157,1058642330,1060584640,3198563549,1057132381,1057853800,0,1,0,1255,1069446612,1025074841,1007374135,1022039603,970314945,1016209971,3154157399,1066515100,1067915605,1066155645,1066142753,1066601416,1065525505,1034845081,3182084667,1014262555,1028993034,3176622360,1026213666,1058642330,1072245395,1076090635
103,1065594462,3206873424,1058642330,1060657795,3198484816,1057132381,1057878966,0,1,0,1257,1069551694,1024872235,1008107143,1022097084,965163894,1016110958,3153922867,1066524145,1067908406,1066158639,1066134150,1066611925,1065521192,1034884097,3181984242,1014456922,1029071643,3176509341,1026246188,1058642330,1072259867,1076090635
104,1065645854,3206794083,1058642330,1060729744,3198405475,1057132381,1057904132,0,1,0,1259,1069656287,1024664640,1008837126,1022152151,954362245,1016008154,3153645888,1066533123,1067901144,1066161507,1066125487,1066622384,1065516857,1034921566,3181884366,1014651124,1029148637,3176395573,1026278643,1058642330,1072274232,1076090635
105,1065696376,3206714138,1058642330,1060800475,3198325530,1057132381,1057929298,0,1,0,1262,1069760383,1024452163,1009563865,1022204791,3090173874,1015901600,3153367278,1066542035,1067893818,1066164249,1066116765,1066632794,1065512503,1034957521,3181785024,1014845131,1029224010,3176281065,1026311029,1058642330,1072288491,1076090635
106,1065746026,3206633594,1058642330,1060869985,3198244986,1057132381,1057954464,0,1,0,1265,1069863978,1024234915,1010287142,1022254998,3108592146,1015791339,3153087066,1066550880,1067886429,1066166864,1066107985,1066643153,1065508128,1034991925,3181686233,1015030242,1029297757,3176165826,1026343344,1058642330,1072302643,1076090635
107,1065794798,3206552455,1058642330,1060938266,3198163847,1057132381,1057979630,0,1,0,1267,1069967069,1024013001,1011006731,1022302765,3115534927,1015677415,3152805278,1066559658,1067878976,1066169352,1066099146,1066653462,1065503733,1035024809,3181587998,1015127010,1029369877,3176049868,1026375590,1058642330,1072316688,1076090635
108,1065842686,3206470726,1058642330,1061005309,3198082118,1057132381,1058004796,0,1,0,1269,1070069654,1023786535,1011722407,1022348084,3120623264,1015559872,3152521943,1066568368,1067871460,1066171712,1066090251,1066663721,1065499319,1035056195,3181490316,1015223642,1029440367,3175933200,1026407764,1058642330,1072330624,1076090635
109,1065889688,3206388410,1058642330,1061071112,3197999802,1057132381,1058029962,0,1,0,1272,1070171728,1023555629,1012433966,1022390948,3123196097,1015438758,3152237087,1066577010,1067863880,1066173945,1066081299,1066673928,1065494887,1035086049,3181393196,1015320124,1029509223,3175815832,1026439864,1058642330,1072344451,1076090635
110,1065935796,3206305514,1058642330,1061135663,3197916906,1057132381,1058055127,0,1,0,1275,1070273283,1023230634,1013141173,1022431348,3125766450,1015314123,3151950744,1066585583,1067856239,1066176049,1066072292,1066684084,1065490437,1035114434,3181296645,1015416445,1029576443,3175697775,1026471891,1058642330,1072358168,1076090635
111,1065981006,3206222043,1058642330,1061198957,3197833435,1057132381,1058080293,0,1,0,1277,1070374320,1022751789,1013843814,1022469281,3128333702,1015186016,3151662941,1066594086,1067848534,1066178024,1066063230,1066694187,1065485969,1035141316,3181200660,1015512589,1029642024,3175579040,1026503844,1058642330,1072371773,1076090635
112,1066025316,3206137999,1058642330,1061260991,3197749391,1057132381,1058105459,0,1,0,1280,1070474832,1022264779,1014541683,1022504739,3129924072,1015054488,3151373706,1066602520,1067840768,1066179871,1066054113,1066704238,1065481485,1035166700,3181105250,1015608546,1029705965,3175459635,1026535722,1058642330,1072385267,1076090635
113,1066068720,3206053389,1058642330,1061321757,3197664781,1057132381,1058130625,0,1,0,1282,1070574817,1021769858,1015128062,1022537716,3131203774,1014817614,3151083067,1066610883,1067832939,1066181589,1066044942,1066714237,1065476984,1035190616,3181010416,1015704302,1029768264,3175339572,1026567524,1058642330,1072398648,1076090635
114,1066111212,3205968215,1058642330,1061381245,3197579607,1057132381,1058155790,0,1,0,1285,1070674270,1021267272,1015471899,1022568209,3132481103,1014541191,3150791053,1066619176,1067825048,1066183177,1066035719,1066724182,1065472468,1035213097,3180916161,1015799845,1029828920,3175218861,1026599247,1058642330,1072411917,1076090635
115,1066152791,3205882486,1058642330,1061439456,3197493878,1057132381,1058180956,0,1,0,1287,1070773188,1020757283,1015813029,1022596213,3133755730,1014258250,3150497694,1066627397,1067817096,1066184635,1066026443,1066734074,1065467937,1035234094,3180822481,1015895162,1029887931,3175097511,1026630893,1058642330,1072425071,1076090635
116,1066193451,3205796202,1058642330,1061496380,3197407594,1057132381,1058206122,0,1,0,1290,1070871566,1020240139,1016151346,1022621721,3135027407,1013968903,3150203019,1066635547,1067809081,1066185964,1066017116,1066743912,1065463391,1035253651,3180729385,1015990244,1029945296,3174975534,1026662460,1058642330,1072438111,1076090635
117,1066233187,3205709373,1058642330,1061552010,3197320765,1057132381,1058231288,0,1,0,1292,1070969400,1019716107,1016486747,1022644732,3136295810,1013673267,3149907058,1066643625,1067801005,1066187162,1066007738,1066753695,1065458831,1035271793,3180636870,1016085076,1030001015,3174852941,1026693949,1058642330,1072451035,1076090635
118,1066271997,3205621999,1058642330,1061606344,3197233391,1057132381,1058256454,0,1,0,1295,1071066688,1019185452,1016819132,1022665241,3137450043,1013371460,3149609841,1066651630,1067792868,1066188231,1065998309,1066763424,1065454258,1035288507,3180544940,1016179648,1030055087,3174729739,1026725356,1058642330,1072463843,1076090635
119,1066309876,3205534089,1058642330,1061659375,3197145481,1057132381,1058281620,0,1,0,1297,1071163426,1018648448,1017148401,1022683245,3138080562,1013063602,3149311396,1066659562,1067784671,1066189168,1065988832,1066773098,1065449672,1035303808,3180453586,1016273944,1030107511,3174605941,1026756682,1058642330,1072476535,1076090635
120,1066346821,3205445644,1058642330,1061711098,3197057036,1057132381,1058306785,0,1,0,1299,1071259608,1018105356,1017474446,1022698741,3138709037,1012749815,3149011754,1066667420,1067776412,1066189975,1065979305,1066782716,1065445074,1035317718,3180362821,1016367958,1030158288,3174481557,1026787926,1058642330,1072489107,1076090635
121,1066382827,3205356673,1058642330,1061761506,3196968065,1057132381,1058331951,0,1,0,1302,1071355233,1017556456,1017797170,1022711727,3139335307,1012430228,3148710945,1066675205,1067768093,1066190652,1065969731,1066792278,1065440464,1035330263,3180272632,1016461677,1030207419,3174356597,1026819085,1058642330,1072501563,1076090635
122,1066417892,3205267177,1058642330,1061810597,3196878569,1057132381,1058357117,0,1,0,1305,1071450296,1017002020,1018116480,1022722201,3139959255,1012104962,3148408995,1066682915,1067759713,1066191197,1065960110,1066801785,1065435843,1035341424,3180183032,1016555087,1030254904,3174231072,1026850162,1058642330,1072513899,1076090635
123,1066452011,3205177164,1058642330,1061858364,3196788556,1057132381,1058382283,0,1,0,1307,1071544792,1016442347,1018432272,1022730160,3140580717,1011774155,3148105942,1066690551,1067751273,1066191612,1065950442,1066811234,1065431212,1035351231,3180094013,1016648178,1030300743,3174104992,1026881155,1058642330,1072526117,1076090635
124,1066485182,3205086639,1058642330,1061904803,3196698031,1057132381,1058407449,0,1,0,1310,1071638717,1015877703,1018744448,1022735604,3141199561,1011437938,3147801813,1066698111,1067742774,1066191895,1065940728,1066820627,1065426571,1035359678,3180005568,1016740939,1030344935,3173978366,1026912064,1058642330,1072538213,1076090635
125,1066517400,3204995606,1058642330,1061949909,3196606998,1057132381,1058432614,0,1,0,1312,1071732070,1015308379,1019052914,1022738533,3141815650,1011096443,3147496636,1066705596,1067734214,1066192048,1065930970,1066829962,1065421921,1035366808,3179917695,1016833360,1030387483,3173851206,1026942884,1058642330,1072550189,1076090635
126,1066548663,3204904069,1058642330,1061993677,3196515461,1057132381,1058457780,0,1,0,1315,1071824848,1014447755,1019357577,1022738945,3142428844,1010749807,3147190444,1066713004,1067725595,1066192069,1065921167,1066839240,1065417262,1035372620,3179830404,1016925426,1030428389,3173723522,1026973619,1058642330,1072562042,1076090635
127,1066578968,3204812035,1058642330,1062036104,3196423427,1057132381,1058482946,0,1,0,1317,1071917043,1013292120,1019658343,1022736841,3143039005,1010398169,3146883267,1066720336,1067716917,1066191960,1065911321,1066848460,1065412594,1035377136,3179743679,1017017132,1030467655,3173595324,1027004266,1058642330,1072573773,1076090635
128,1066608312,3204719510,1058642330,1062077185,3196330902,1057132381,1058508112,0,1,0,1320,1072008656,1012128879,1019955124,1022732219,3143645998,1010041671,3146575136,1066727591,1067708180,1066191719,1065901431,1066857621,1065407920,1035380375,3179657521,1017108463,1030505282,3173466622,1027034825,1058642330,1072585381,1076090635
129,1066636691,3204626497,1058642330,1062116916,3196237889,1057132381,1058533278,0,1,0,1322,1072099679,1010958598,1020247822,1022725083,3144249683,1009680453,3146266081,1066734769,1067699383,1066191347,1065891500,1066866723,1065403238,1035382329,3179571931,1017199410,1030541271,3173337428,1027065295,1058642330,1072596866,1076090635
130,1066664103,3204533002,1058642330,1062155293,3196144394,1057132381,1058558444,0,1,0,1325,1072190113,1009781879,1020536349,1022715433,3144849926,1009314661,3145956134,1066741869,1067690528,1066190845,1065881528,1066875766,1065398550,1035383045,3179486897,1017289962,1030575626,3173207750,1027095675,1058642330,1072608226,1076090635
131,1066690544,3204429805,1058642330,1062192310,3196041197,1057132381,1058583610,0,1,0,1327,1072279950,1008599333,1020820623,1022703269,3145446593,1008944441,3145562649,1066748891,1067681615,1066190211,1065871515,1066884750,1065393856,1035382525,3179402423,1017380111,1030608347,3173077600,1027125965,1058642330,1072619461,1076090635
132,1066716014,3204240920,1058642330,1062227968,3195852312,1057132381,1058608775,0,1,0,1329,1072369190,1007411532,1021100549,1022688595,3145883774,1008569942,3144939370,1066755835,1067672644,1066189447,1065861463,1066893674,1065389158,1035380759,3179318499,1017469844,1030639439,3172946987,1027156163,1058642330,1072630571,1076090635
133,1066740508,3204051103,1058642330,1062262260,3195662495,1057132381,1058633941,0,1,0,1332,1072457829,1005805221,1021376043,1022671412,3146178329,1008191311,3144314491,1066762699,1067663614,1066188552,1065851372,1066902538,1065384454,1035377808,3179187816,1017559151,1030668904,3172815923,1027186272,1058642330,1072641554,1076090635
134,1066764024,3203860364,1058642330,1062295182,3195471756,1057132381,1058659107,0,1,0,1334,1072545863,1003412264,1021647023,1022651723,3146470893,1007808703,3143688077,1066769485,1067654526,1066187527,1065841243,1066911342,1065379747,1035373665,3179022156,1017648024,1030696744,3172684417,1027216287,1058642330,1072652411,1076090635
135,1066786562,3203668711,1058642330,1062326735,3195280103,1057132381,1058684273,0,1,0,1337,1072633288,1001012419,1021913408,1022629531,3146761411,1007422264,3143060180,1066776190,1067645382,1066186371,1065831076,1066920084,1065375036,1035368327,3178857574,1017736454,1030722963,3172552479,1027246209,1058642330,1072663139,1076090635
136,1066808116,3203476163,1058642330,1062356911,3195087555,1057132381,1058709439,0,1,0,1340,1072720100,998606977,1022175114,1022604840,3147049800,1007032159,3142430881,1066782816,1067636179,1066185085,1065820872,1066928765,1065370322,1035361850,3178694036,1017824427,1030747565,3172420120,1027276039,1058642330,1072673741,1076090635
137,1066828686,3203282722,1058642330,1062385709,3194894114,1057132381,1058734604,0,1,0,1342,1072806297,994149807,1022432056,1022577652,3147336009,1006638538,3141800234,1066789361,1067626920,1066183669,1065810633,1066937385,1065365607,1035354244,3178531560,1017911937,1030770554,3172287350,1027305772,1058642330,1072684213,1076090635
138,1066848270,3203088407,1058642330,1062413127,3194699799,1057132381,1058759770,0,1,0,1345,1072891876,988791439,1022684161,1022547974,3147619965,1005850162,3141168301,1066795826,1067617604,1066182123,1065800359,1066945943,1065360890,1035345501,3178370112,1017998973,1030791931,3172154179,1027335413,1058642330,1072694557,1076090635
139,1066866865,3202893222,1058642330,1062439160,3194504614,1057132381,1058784936,0,1,0,1347,1072976830,976794967,1022931349,1022515809,3147901611,1005049808,3140535148,1066802209,1067608232,1066180448,1065790051,1066954438,1065356171,1035335663,3178209694,1018085528,1030811703,3172020617,1027364959,1058642330,1072704770,1076090635
140,1066884470,3202697183,1058642330,1062463807,3194308575,1057132381,1058810102,0,1,0,1350,1073061162,3118228256,1023173551,1022481163,3148180878,1004243378,3139900835,1066808511,1067598802,1066178643,1065779709,1066962871,1065349690,1035324741,3178050274,1018171592,1030829872,3171886675,1027394408,1058642330,1072714853,1076090635
141,1066901084,3202500296,1058642330,1062487066,3194111688,1057132381,1058835268,0,1,0,1352,1073144863,3133834622,1023410429,1022444040,3148457709,1003431192,3139265428,1066814731,1067589317,1066176710,1065769334,1066971242,1065340253,1035312741,3177891863,1018257154,1030846443,3171752362,1027423763,1058642330,1072724805,1076090635
142,1066916703,3202302578,1058642330,1062508933,3193913970,1057132381,1058860434,0,1,0,1355,1073227933,3140414459,1023526427,1022404446,3148732034,1002613577,3138628988,1066820868,1067579776,1066174648,1065758928,1066979548,1065330818,1035299697,3177734419,1018342208,1030861421,3171617689,1027453020,1058642330,1072734624,1076090635
143,1066931327,3202104035,1058642330,1062529406,3193715427,1057132381,1058885599,0,1,0,1357,1073310367,3145236107,1023639819,1022362389,3149003800,1001790858,3137991582,1066826923,1067570180,1066172457,1065748491,1066987792,1065321386,1035285626,3177577949,1018426742,1030874810,3171482665,1027482180,1058642330,1072744312,1076090635
144,1066944955,3201904682,1058642330,1062548486,3193516074,1057132381,1058910765,0,1,0,1360,1073392164,3147888730,1023750574,1022317874,3149272937,1000963365,3137353271,1066832896,1067560527,1066170139,1065738023,1066995972,1065311958,1035270525,3177422414,1018510753,1030886615,3171347302,1027511243,1058642330,1072753869,1076090635
145,1066957584,3201704525,1058642330,1062566166,3193315917,1057132381,1058935931,0,1,0,1362,1073473318,3150290092,1023858654,1022270908,3149539394,1000131430,3136088848,1066838785,1067550820,1066167692,1065727526,1067004087,1065302535,1035254452,3177267829,1018594225,1030896840,3171211607,1027540207,1058642330,1072763291,1076090635
146,1066969215,3201503582,1058642330,1062582450,3193114974,1057132381,1058961097,0,1,0,1364,1073553827,3152684898,1023964027,1022221498,3149803101,999295385,3134808993,1066844590,1067541058,1066165119,1065717000,1067012138,1065293118,1035237373,3177114145,1018677158,1030905491,3171075593,1027569072,1058642330,1072772579,1076090635
147,1066979845,3201301858,1058642330,1062597332,3192913250,1057132381,1058986262,0,1,0,1367,1073633688,3154594271,1024066663,1022169653,3150064009,998455564,3133527714,1066850312,1067531240,1066162419,1065706446,1067020124,1065283709,1035219358,3176961360,1018759537,1030912575,3170939268,1027597839,1058642330,1072781735,1076090635
148,1066989473,3201099367,1058642330,1062610811,3192710759,1057132381,1059011429,0,1,0,1370,1073712899,3155783302,1024166531,1022115381,3150322053,996980234,3132245123,1066855949,1067521369,1066159592,1065695865,1067028045,1065274309,1035200397,3176809451,1018841358,1030918093,3170711461,1027626508,1058642330,1072790754,1076090635
149,1066998099,3200896121,1058642330,1062622887,3192507513,1057132381,1059036594,0,1,0,1372,1073766640,3156967242,1024263596,1022058689,3150577177,995287507,3130961379,1066861502,1067511443,1066156639,1065685258,1067035901,1065264919,1035180520,3176658391,1018922612,1030922055,3170437627,1027655074,1058642330,1072799639,1076090635
150,1067005722,3200692134,1058642330,1062633559,3192303526,1057132381,1059061760,0,1,0,1375,1073805589,3158145492,1024357830,1021999587,3150829318,993589252,3129676594,1066866970,1067501464,1066153561,1065674626,1067043691,1065255540,1035159740,3176508168,1019003291,1030924464,3170163232,1027683542,1058642330,1072808387,1076090635
151,1067012340,3200487415,1058642330,1062642825,3192098807,1057132381,1059086926,0,1,0,1377,1073844208,3159317456,1024449206,1021938083,3151078423,991886149,3127831015,1066872353,1067491430,1066150358,1065663969,1067051414,1065246173,1035138073,3176358768,1019083387,1030925327,3169888295,1027711908,1058642330,1072817000,1076090635
152,1067017954,3200281972,1058642330,1062650684,3191893364,1057132381,1059112092,0,1,0,1380,1073882496,3160482541,1024537693,1021874189,3151324441,990178878,3125258058,1066877650,1067481344,1066147030,1065653288,1067059072,1065236820,1035115540,3176210174,1019162894,1030924648,3169612835,1027740175,1058642330,1072825475,1076090635
153,1067022562,3200075819,1058642330,1062657135,3191687211,1057132381,1059137258,0,1,0,1382,1073920450,3161640144,1024623269,1021807914,3151567314,987080500,3122683793,1066882862,1067471204,1066143578,1065642585,1067066663,1065227482,1035092169,3176062355,1019241803,1030922435,3169336871,1027768342,1058642330,1072833815,1076090635
154,1067026165,3199868972,1058642330,1062662180,3191480364,1057132381,1059162424,0,1,0,1385,1073958070,3162647461,1024705902,1021739267,3151806981,983653389,3119654776,1066887987,1067461011,1066140003,1065631859,1067074187,1065218160,1035067958,3175915289,1019320109,1030918695,3169060425,1027796406,1058642330,1072842015,1076090635
155,1067028761,3199661438,1058642330,1062665814,3191272830,1057132381,1059187589,0,1,0,1387,1073995354,3163217923,1024785570,1021668260,3152043392,978976960,3114502557,1066893026,1067450765,1066136305,1065621112,1067081644,1065208854,1035042960,3175768961,1019397803,1030913432,3168783513,1027824367,1058642330,1072850077,1076090635
156,1067030351,3199453227,1058642330,1062668040,3191064619,1057132381,1059212755,0,1,0,1390,1074032299,3163783771,1024862249,1021594903,3152276499,971138596,3106524964,1066897979,1067440467,1066132484,1065610344,1067089033,1065199567,1035017169,3175623353,1019474879,1030906655,3168506155,1027852227,1058642330,1072858002,1076090635
157,1067030935,3199244353,1058642330,1062668858,3190855745,1057132381,1059237921,0,1,0,1392,1074068906,3164344731,1024935913,1021519210,3152506245,939891924,3074976578,1066902845,1067430117,1066128542,1065599556,1067096354,1065190300,1034990601,3175478432,1019551332,1030898368,3168228370,1027879985,1058642330,1072865787,1076090635
