#pid
scenario,step,out,target,actual,error,P,I,D,FF,DFF,Dmod,srate,limit,pdlimit,reset,integrator
1,90,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149668246,0,0,0,1043171534
1,91,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149690481,0,0,0,1041173196
1,92,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149707821,0,0,0,1043171534
1,93,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149720542,0,0,0,1041173196
1,94,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149728907,0,0,0,1043171534
1,95,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149733167,0,0,0,1041173196
1,96,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149733562,0,0,0,1043171534
1,97,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149652522,0,0,0,1041173196
1,98,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149563809,0,0,0,1043171534
1,99,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149564579,0,0,0,1041173196
1,100,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149565318,0,0,0,1043171534
1,101,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149566027,0,0,0,1041173196
1,102,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149495738,0,0,0,1043171534
1,103,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149410160,0,0,0,1041173196
1,104,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149417076,0,0,0,1043171534
1,105,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149423715,0,0,0,1041173196
1,106,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149430088,0,0,0,1043171534
1,107,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149436207,0,0,0,1041173196
1,108,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149442081,0,0,0,1043171534
1,109,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149447720,0,0,0,1041173196
1,110,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149453133,0,0,0,1043171534
1,111,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149458330,0,0,0,1041173196
1,112,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149463319,0,0,0,1043171534
1,113,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149468108,0,0,0,1041173196
1,114,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149472706,0,0,0,1043171534
1,115,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149473627,0,0,0,1041173196
1,116,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149410160,0,0,0,1043171534
1,117,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149417076,0,0,0,1041173196
1,118,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149423715,0,0,0,1043171534
1,119,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149430088,0,0,0,1041173196
1,200,1090707458,1084227584,1065353216,1082130432,1090519040,1043857550,0,1067450368,0,1065353216,1149432714,0,0,1,1043857550
1,201,1090519040,1084227584,1065353216,1082130432,1090519040,0,0,1067450368,0,1065353216,1149432714,0,0,0,0
2,0,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,0,0,0,1,1056964608
2,1,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1085672737,0,0,0,1056964608
2,2,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1093822726,0,0,0,1056964608
2,3,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1099114069,0,0,0,1056964608
2,4,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1101752996,0,0,0,1056964608
2,5,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1104286366,0,0,0,1056964608
2,6,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1106718401,0,0,0,1056964608
2,7,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1108174705,0,0,0,1056964608
2,8,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1109295387,0,0,0,1056964608
2,9,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1110371241,0,0,0,1056964608
2,10,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1111404061,0,0,0,1056964608
2,11,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1112395568,0,0,0,1056964608
2,12,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1113347415,0,0,0,1056964608
2,13,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1114261188,0,0,0,1056964608
2,14,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1115138410,0,0,0,1056964608
2,15,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1115832704,0,0,0,1056964608
2,16,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1116236928,0,0,0,1056964608
2,17,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1116610069,0,0,0,1056964608
2,18,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1116953669,0,0,0,1056964608
2,19,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1117269202,0,0,0,1056964608
2,20,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1117558078,0,0,0,1056964608
2,21,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1117821643,0,0,0,1056964608
2,22,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118061184,0,0,0,1056964608
2,23,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118277933,0,0,0,1056964608
2,24,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118473065,0,0,0,1056964608
2,25,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118647703,0,0,0,1056964608
2,26,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118802922,0,0,0,1056964608
2,27,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1118939746,0,0,0,1056964608
2,28,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1119059155,0,0,0,1056964608
2,29,1090519040,1092616192,1075838976,1089470464,1089470464,1056964608,0,0,0,1065353216,1119162085,0,0,0,1056964608
2,30,3237478400,3240099840,3223322624,3236954112,3236954112,3196059648,2147483648,2147483648,2147483648,1065353216,1119249430,0,0,0,3196059648
2,31,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1120813405,0,0,0,3204448256
2,32,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1122303806,0,0,0,3204448256
2,33,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1123723797,0,0,0,3204448256
2,34,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1124574941,0,0,0,3204448256
2,35,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1125219012,0,0,0,3204448256
2,36,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1125832240,0,0,0,3204448256
2,37,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1126415961,0,0,0,3204448256
2,38,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1126971454,0,0,0,3204448256
2,39,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1127499946,0,0,0,3204448256
2,40,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1128002612,1,0,0,3204448256
2,41,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1128480581,1,0,0,3204448256
2,42,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1128934931,1,0,0,3204448256
2,43,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1129366697,1,0,0,3204448256
2,44,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1129776870,1,0,0,3204448256
2,45,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1130166401,1,0,0,3204448256
2,46,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1130536200,1,0,0,3204448256
2,47,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1130872226,1,0,0,3204448256
2,48,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1131176209,1,0,0,3204448256
2,49,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1131449804,1,0,0,3204448256
2,50,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1131694590,0,0,0,3204448256
2,51,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1131912077,0,0,0,3204448256
2,52,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132103707,0,0,0,3204448256
2,53,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132270857,0,0,0,3204448256
2,54,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132414843,0,0,0,3204448256
2,55,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132499500,0,0,0,3204448256
2,56,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132550185,0,0,0,3204448256
2,57,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132591088,0,0,0,3204448256
2,58,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132622755,0,0,0,3204448256
2,59,3238002688,3240099840,3223322624,3236954112,3236954112,3204448256,0,2147483648,0,1065353216,1132645708,0,0,0,3204448256
2,60,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1132660445,0,0,0,1056964608
2,61,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1133151597,0,0,0,3204448256
2,62,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1133958380,0,0,0,1056964608
2,63,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1134771869,0,0,0,3204448256
2,64,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1135552819,0,0,0,1056964608
2,65,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1136304804,0,0,0,3204448256
2,66,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1137026708,0,0,0,1056964608
2,67,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1137719869,0,0,0,3204448256
2,68,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1138385304,0,0,0,1056964608
2,69,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1139024129,0,0,0,3204448256
2,70,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1139637401,0,0,0,1056964608
2,71,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1140226143,0,0,0,3204448256
2,72,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1140791335,0,0,0,1056964608
2,73,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1141092304,0,0,0,3204448256
2,74,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1141352745,0,0,0,1056964608
2,75,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1141602768,0,0,0,3204448256
2,76,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1141842790,0,0,0,1056964608
2,77,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1142073211,0,0,0,3204448256
2,78,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1142288309,0,0,0,1056964608
2,79,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1142488819,0,0,0,3204448256
2,80,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1142688402,0,0,0,1056964608
2,81,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1142880002,0,0,0,3204448256
2,82,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1143063938,0,0,0,1056964608
2,83,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1143240516,0,0,0,3204448256
2,84,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1143410031,0,0,0,1056964608
2,85,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1143572766,0,0,0,3204448256
2,86,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1143728991,0,0,0,1056964608
2,87,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1143872960,0,0,0,3204448256
2,88,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1144005285,0,0,0,1056964608
2,89,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1144144210,0,0,0,3204448256
2,90,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1144277578,0,0,0,1056964608
2,91,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1144405611,0,0,0,3204448256
2,92,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1144528523,0,0,0,1056964608
2,93,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1144646518,0,0,0,3204448256
2,94,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1144759793,0,0,0,1056964608
2,95,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1144868537,0,0,0,3204448256
2,96,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1144966924,0,0,0,1056964608
2,97,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145055490,0,0,0,3204448256
2,98,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145152406,0,0,0,1056964608
2,99,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145245446,0,0,0,3204448256
2,100,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145334764,0,0,0,1056964608
2,101,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145420509,0,0,0,3204448256
2,102,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145502825,0,0,0,1056964608
2,103,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145581848,0,0,0,3204448256
2,104,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145657710,0,0,0,1056964608
2,105,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145724531,0,0,0,3204448256
2,106,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145782793,0,0,0,1056964608
2,107,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145850617,0,0,0,3204448256
2,108,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1145915728,0,0,0,1056964608
2,109,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1145978235,0,0,0,3204448256
2,110,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1146038242,0,0,0,1056964608
2,111,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1146095848,0,0,0,3204448256
2,112,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1146151150,0,0,0,1056964608
2,113,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1146204240,0,0,0,3204448256
2,114,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1146249199,0,0,0,1056964608
2,115,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1146286474,0,0,0,3204448256
2,116,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1146334151,0,0,0,1056964608
2,117,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1146379921,0,0,0,3204448256
2,118,1098383360,1101004800,1084227584,1097859072,1097859072,1056964608,0,0,0,1065353216,1146423860,0,0,0,1056964608
2,119,3245867008,3248488448,3231711232,3245342720,3245342720,3204448256,2147483648,2147483648,2147483648,1065353216,1146466042,0,0,0,3204448256
2,200,1081711002,1084227584,1065353216,1082130432,1082130432,3184315600,0,0,0,1065353216,1146506536,0,0,1,3184315600
2,201,1082130432,1084227584,1065353216,1082130432,1082130432,0,0,0,0,1065353216,1146506536,0,0,0,0
3,0,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,0,0,0,1,0
3,1,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1094061345,0,0,0,0
3,2,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1102211334,0,0,0,0
3,3,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1107502677,0,0,0,0
3,4,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1110141604,0,0,0,0
3,5,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1112674974,0,0,0,0
3,6,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1115107009,0,0,0,0
3,7,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1116563313,0,0,0,0
3,8,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1117683995,0,0,0,0
3,9,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1118759849,0,0,0,0
3,10,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1119792669,0,0,0,0
3,11,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1120784176,0,0,0,0
3,12,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1121736023,0,0,0,0
3,13,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1122649796,0,0,0,0
3,14,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1123527018,0,0,0,0
3,15,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1124221312,0,0,0,0
3,16,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1124625536,0,0,0,0
3,17,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1124998677,0,0,0,0
3,18,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1125342277,0,0,0,0
3,19,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1125657810,0,0,0,0
3,20,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1125946686,0,0,0,0
3,21,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1126210251,0,0,0,0
3,22,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1126449792,0,0,0,0
3,23,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1126666541,0,0,0,0
3,24,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1126861673,0,0,0,0
3,25,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1127036311,0,0,0,0
3,26,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1127191530,0,0,0,0
3,27,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1127328354,0,0,0,0
3,28,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1127447763,0,0,0,0
3,29,1097859072,1092616192,1075838976,1089470464,1097859072,0,0,0,0,1065353216,1127550693,0,0,0,0
3,30,3266576384,3240099840,3223322624,3236954112,3245342720,0,3264610304,2147483648,2147483648,1065353216,1127638038,0,0,0,0
3,31,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1132696252,0,0,0,0
3,32,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1136195268,0,0,0,0
3,33,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1139554323,0,0,0,0
3,34,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1141814852,0,0,0,0
3,35,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1143362705,0,0,0,0
3,36,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1144848644,0,0,0,0
3,37,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1146275145,0,0,0,0
3,38,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1147644586,0,0,0,0
3,39,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1148959249,0,0,0,0
3,40,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1149730311,1,0,0,0
3,41,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1150336108,1,0,0,0
3,42,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1150917673,1,0,0,0
3,43,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1151475975,1,0,0,0
3,44,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1152011945,1,0,0,0
3,45,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1152526476,1,0,0,0
3,46,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1153020426,1,0,0,0
3,47,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1153481568,1,0,0,0
3,48,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1153905307,1,0,0,0
3,49,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1154293516,1,0,0,0
3,50,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1154647989,0,0,0,0
3,51,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1154970440,0,0,0,0
3,52,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1155262506,0,0,0,0
3,53,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1155525752,0,0,0,0
3,54,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1155761673,0,0,0,0
3,55,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1155971699,0,0,0,0
3,56,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1156157195,0,0,0,0
3,57,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1156319464,0,0,0,0
3,58,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1156459752,0,0,0,0
3,59,3245342720,3240099840,3223322624,3236954112,3245342720,0,0,2147483648,0,1065353216,1156579248,0,0,0,0
3,60,1125023744,1101004800,1084227584,1097859072,1106247680,0,1122041856,0,0,1065353216,1156679086,0,0,0,0
3,61,3274964992,3248488448,3231711232,3245342720,3253731328,0,3272998912,2147483648,2147483648,1065353216,1157506553,0,0,0,0
3,62,1127481344,1101004800,1084227584,1097859072,1106247680,0,1125515264,0,0,1065353216,1158607319,0,0,0,0
3,63,3274964992,3248488448,3231711232,3245342720,3253731328,0,3272998912,2147483648,2147483648,1065353216,1160021566,0,0,0,0
3,64,1127481344,1101004800,1084227584,1097859072,1106247680,0,1125515264,0,0,1065353216,1161395370,0,0,0,0
3,65,3274964992,3248488448,3231711232,3245342720,3253731328,0,3272998912,2147483648,2147483648,1065353216,1162714222,0,0,0,0
3,66,1127481344,1101004800,1084227584,1097859072,1106247680,0,1125515264,0,0,1065353216,1163981260,0,0,0,0
3,67,3274964992,3248488448,3231711232,3245342720,3253731328,0,3272998912,2147483648,2147483648,1065353216,1165197616,0,0,0,0
3,68,1127481344,1101004800,1084227584,1097859072,1106247680,0,1125515264,0,0,1065353216,1166190942,0,0,0,0
