#alt_hold
idx,armed,spool,takeoff_running,auto_armed,land_complete,using_interlock,motor_interlock,rate,state,desired,commanded
524,0,4,0,1,0,1,0,1075838976,3,0,1
525,1,0,0,1,0,1,0,3223322624,4,0,1
526,1,0,0,1,0,1,0,3129152111,4,0,1
527,1,0,0,1,0,1,0,0,4,0,1
528,1,0,0,1,0,1,0,981668463,4,0,1
529,1,0,0,1,0,1,0,1075838976,4,0,1
530,1,1,0,1,0,1,0,3223322624,4,0,1
531,1,1,0,1,0,1,0,3129152111,4,0,1
532,1,1,0,1,0,1,0,0,4,0,1
533,1,1,0,1,0,1,0,981668463,4,0,1
534,1,1,0,1,0,1,0,1075838976,4,0,1
535,1,2,0,1,0,1,0,3223322624,4,0,1
536,1,2,0,1,0,1,0,3129152111,4,0,1
537,1,2,0,1,0,1,0,0,4,0,1
538,1,2,0,1,0,1,0,981668463,4,0,1
539,1,2,0,1,0,1,0,1075838976,4,0,1
540,1,3,0,1,0,1,0,3223322624,4,0,1
541,1,3,0,1,0,1,0,3129152111,4,0,1
542,1,3,0,1,0,1,0,0,4,0,1
543,1,3,0,1,0,1,0,981668463,4,0,1
544,1,3,0,1,0,1,0,1075838976,4,0,1
545,1,4,0,1,0,1,0,3223322624,4,0,1
546,1,4,0,1,0,1,0,3129152111,4,0,1
547,1,4,0,1,0,1,0,0,4,0,1
548,1,4,0,1,0,1,0,981668463,4,0,1
549,1,4,0,1,0,1,0,1075838976,4,0,1
550,0,0,1,1,0,1,0,3223322624,0,0,1
551,0,0,1,1,0,1,0,3129152111,0,0,1
552,0,0,1,1,0,1,0,0,0,0,1
553,0,0,1,1,0,1,0,981668463,0,0,1
554,0,0,1,1,0,1,0,1075838976,0,0,1
555,0,1,1,1,0,1,0,3223322624,2,0,1
556,0,1,1,1,0,1,0,3129152111,2,0,1
557,0,1,1,1,0,1,0,0,2,0,1
558,0,1,1,1,0,1,0,981668463,2,0,1
559,0,1,1,1,0,1,0,1075838976,2,0,1
560,0,2,1,1,0,1,0,3223322624,3,0,1
561,0,2,1,1,0,1,0,3129152111,3,0,1
562,0,2,1,1,0,1,0,0,3,0,1
563,0,2,1,1,0,1,0,981668463,3,0,1
564,0,2,1,1,0,1,0,1075838976,3,0,1
565,0,3,1,1,0,1,0,3223322624,3,0,1
566,0,3,1,1,0,1,0,3129152111,3,0,1
567,0,3,1,1,0,1,0,0,3,0,1
568,0,3,1,1,0,1,0,981668463,3,0,1
569,0,3,1,1,0,1,0,1075838976,3,0,1
570,0,4,1,1,0,1,0,3223322624,3,0,1
571,0,4,1,1,0,1,0,3129152111,3,0,1
572,0,4,1,1,0,1,0,0,3,0,1
573,0,4,1,1,0,1,0,981668463,3,0,1
574,0,4,1,1,0,1,0,1075838976,3,0,1
575,1,0,1,1,0,1,0,3223322624,1,-1,0
576,1,0,1,1,0,1,0,3129152111,1,-1,0
577,1,0,1,1,0,1,0,0,1,-1,0
578,1,0,1,1,0,1,0,981668463,1,-1,0
579,1,0,1,1,0,1,0,1075838976,1,-1,0
580,1,1,1,1,0,1,0,3223322624,1,-1,0
581,1,1,1,1,0,1,0,3129152111,1,-1,0
582,1,1,1,1,0,1,0,0,1,-1,0
583,1,1,1,1,0,1,0,981668463,1,-1,0
584,1,1,1,1,0,1,0,1075838976,1,-1,0
585,1,2,1,1,0,1,0,3223322624,1,-1,0
586,1,2,1,1,0,1,0,3129152111,1,-1,0
587,1,2,1,1,0,1,0,0,1,-1,0
588,1,2,1,1,0,1,0,981668463,1,-1,0
589,1,2,1,1,0,1,0,1075838976,1,-1,0
590,1,3,1,1,0,1,0,3223322624,1,-1,0
591,1,3,1,1,0,1,0,3129152111,1,-1,0
592,1,3,1,1,0,1,0,0,1,-1,0
593,1,3,1,1,0,1,0,981668463,1,-1,0
594,1,3,1,1,0,1,0,1075838976,1,-1,0
595,1,4,1,1,0,1,0,3223322624,1,-1,0
596,1,4,1,1,0,1,0,3129152111,1,-1,0
597,1,4,1,1,0,1,0,0,1,-1,0
598,1,4,1,1,0,1,0,981668463,1,-1,0
599,1,4,1,1,0,1,0,1075838976,1,-1,0
600,0,0,0,0,1,1,0,3223322624,0,0,1
601,0,0,0,0,1,1,0,3129152111,0,0,1
602,0,0,0,0,1,1,0,0,0,0,1
603,0,0,0,0,1,1,0,981668463,0,0,1
604,0,0,0,0,1,1,0,1075838976,0,0,1
605,0,1,0,0,1,1,0,3223322624,2,0,1
606,0,1,0,0,1,1,0,3129152111,2,0,1
607,0,1,0,0,1,1,0,0,2,0,1
608,0,1,0,0,1,1,0,981668463,2,0,1
609,0,1,0,0,1,1,0,1075838976,2,0,1
610,0,2,0,0,1,1,0,3223322624,3,0,1
611,0,2,0,0,1,1,0,3129152111,3,0,1
612,0,2,0,0,1,1,0,0,3,0,1
613,0,2,0,0,1,1,0,981668463,3,0,1
614,0,2,0,0,1,1,0,1075838976,3,0,1
615,0,3,0,0,1,1,0,3223322624,3,0,1
616,0,3,0,0,1,1,0,3129152111,3,0,1
617,0,3,0,0,1,1,0,0,3,0,1
618,0,3,0,0,1,1,0,981668463,3,0,1
619,0,3,0,0,1,1,0,1075838976,3,0,1
620,0,4,0,0,1,1,0,3223322624,3,0,1
621,0,4,0,0,1,1,0,3129152111,3,0,1
622,0,4,0,0,1,1,0,0,3,0,1
623,0,4,0,0,1,1,0,981668463,3,0,1
624,0,4,0,0,1,1,0,1075838976,3,0,1
625,1,0,0,0,1,1,0,3223322624,3,0,1
626,1,0,0,0,1,1,0,3129152111,3,0,1
627,1,0,0,0,1,1,0,0,3,0,1
628,1,0,0,0,1,1,0,981668463,3,0,1
629,1,0,0,0,1,1,0,1075838976,3,0,1
630,1,1,0,0,1,1,0,3223322624,2,0,1
631,1,1,0,0,1,1,0,3129152111,2,0,1
632,1,1,0,0,1,1,0,0,2,0,1
633,1,1,0,0,1,1,0,981668463,2,0,1
634,1,1,0,0,1,1,0,1075838976,2,0,1
635,1,2,0,0,1,1,0,3223322624,3,0,1
636,1,2,0,0,1,1,0,3129152111,3,0,1
637,1,2,0,0,1,1,0,0,3,0,1
638,1,2,0,0,1,1,0,981668463,3,0,1
639,1,2,0,0,1,1,0,1075838976,3,0,1
640,1,3,0,0,1,1,0,3223322624,3,0,1
641,1,3,0,0,1,1,0,3129152111,3,0,1
642,1,3,0,0,1,1,0,0,3,0,1
643,1,3,0,0,1,1,0,981668463,1,-1,0
644,1,3,0,0,1,1,0,1075838976,1,-1,0
645,1,4,0,0,1,1,0,3223322624,3,0,1
646,1,4,0,0,1,1,0,3129152111,3,0,1
647,1,4,0,0,1,1,0,0,3,0,1
648,1,4,0,0,1,1,0,981668463,3,0,1
649,1,4,0,0,1,1,0,1075838976,3,0,1
650,0,0,1,0,1,1,0,3223322624,0,0,1
651,0,0,1,0,1,1,0,3129152111,0,0,1
652,0,0,1,0,1,1,0,0,0,0,1
653,0,0,1,0,1,1,0,981668463,0,0,1
654,0,0,1,0,1,1,0,1075838976,0,0,1
655,0,1,1,0,1,1,0,3223322624,2,0,1
656,0,1,1,0,1,1,0,3129152111,2,0,1
657,0,1,1,0,1,1,0,0,2,0,1
658,0,1,1,0,1,1,0,981668463,2,0,1
659,0,1,1,0,1,1,0,1075838976,2,0,1
660,0,2,1,0,1,1,0,3223322624,3,0,1
661,0,2,1,0,1,1,0,3129152111,3,0,1
662,0,2,1,0,1,1,0,0,3,0,1
663,0,2,1,0,1,1,0,981668463,3,0,1
664,0,2,1,0,1,1,0,1075838976,3,0,1
665,0,3,1,0,1,1,0,3223322624,3,0,1
666,0,3,1,0,1,1,0,3129152111,3,0,1
667,0,3,1,0,1,1,0,0,3,0,1
668,0,3,1,0,1,1,0,981668463,3,0,1
669,0,3,1,0,1,1,0,1075838976,3,0,1
670,0,4,1,0,1,1,0,3223322624,3,0,1
671,0,4,1,0,1,1,0,3129152111,3,0,1
672,0,4,1,0,1,1,0,0,3,0,1
673,0,4,1,0,1,1,0,981668463,3,0,1
674,0,4,1,0,1,1,0,1075838976,3,0,1
675,1,0,1,0,1,1,0,3223322624,1,-1,0
676,1,0,1,0,1,1,0,3129152111,1,-1,0
677,1,0,1,0,1,1,0,0,1,-1,0
678,1,0,1,0,1,1,0,981668463,1,-1,0
679,1,0,1,0,1,1,0,1075838976,1,-1,0
680,1,1,1,0,1,1,0,3223322624,1,-1,0
681,1,1,1,0,1,1,0,3129152111,1,-1,0
682,1,1,1,0,1,1,0,0,1,-1,0
683,1,1,1,0,1,1,0,981668463,1,-1,0
684,1,1,1,0,1,1,0,1075838976,1,-1,0
685,1,2,1,0,1,1,0,3223322624,1,-1,0
686,1,2,1,0,1,1,0,3129152111,1,-1,0
687,1,2,1,0,1,1,0,0,1,-1,0
688,1,2,1,0,1,1,0,981668463,1,-1,0
689,1,2,1,0,1,1,0,1075838976,1,-1,0
690,1,3,1,0,1,1,0,3223322624,1,-1,0
691,1,3,1,0,1,1,0,3129152111,1,-1,0
692,1,3,1,0,1,1,0,0,1,-1,0
693,1,3,1,0,1,1,0,981668463,1,-1,0
694,1,3,1,0,1,1,0,1075838976,1,-1,0
695,1,4,1,0,1,1,0,3223322624,1,-1,0
696,1,4,1,0,1,1,0,3129152111,1,-1,0
697,1,4,1,0,1,1,0,0,1,-1,0
698,1,4,1,0,1,1,0,981668463,1,-1,0
699,1,4,1,0,1,1,0,1075838976,1,-1,0
700,0,0,0,1,1,1,0,3223322624,0,0,1
701,0,0,0,1,1,1,0,3129152111,0,0,1
702,0,0,0,1,1,1,0,0,0,0,1
703,0,0,0,1,1,1,0,981668463,0,0,1
704,0,0,0,1,1,1,0,1075838976,0,0,1
705,0,1,0,1,1,1,0,3223322624,2,0,1
706,0,1,0,1,1,1,0,3129152111,2,0,1
707,0,1,0,1,1,1,0,0,2,0,1
708,0,1,0,1,1,1,0,981668463,2,0,1
709,0,1,0,1,1,1,0,1075838976,2,0,1
710,0,2,0,1,1,1,0,3223322624,3,0,1
711,0,2,0,1,1,1,0,3129152111,3,0,1
712,0,2,0,1,1,1,0,0,3,0,1
713,0,2,0,1,1,1,0,981668463,3,0,1
714,0,2,0,1,1,1,0,1075838976,3,0,1
715,0,3,0,1,1,1,0,3223322624,3,0,1
716,0,3,0,1,1,1,0,3129152111,3,0,1
717,0,3,0,1,1,1,0,0,3,0,1
718,0,3,0,1,1,1,0,981668463,3,0,1
719,0,3,0,1,1,1,0,1075838976,3,0,1
720,0,4,0,1,1,1,0,3223322624,3,0,1
721,0,4,0,1,1,1,0,3129152111,3,0,1
722,0,4,0,1,1,1,0,0,3,0,1
723,0,4,0,1,1,1,0,981668463,3,0,1
724,0,4,0,1,1,1,0,1075838976,3,0,1
725,1,0,0,1,1,1,0,3223322624,3,0,1
726,1,0,0,1,1,1,0,3129152111,3,0,1
727,1,0,0,1,1,1,0,0,3,0,1
728,1,0,0,1,1,1,0,981668463,3,0,1
729,1,0,0,1,1,1,0,1075838976,3,0,1
730,1,1,0,1,1,1,0,3223322624,2,0,1
731,1,1,0,1,1,1,0,3129152111,2,0,1
732,1,1,0,1,1,1,0,0,2,0,1
733,1,1,0,1,1,1,0,981668463,2,0,1
734,1,1,0,1,1,1,0,1075838976,2,0,1
735,1,2,0,1,1,1,0,3223322624,3,0,1
736,1,2,0,1,1,1,0,3129152111,3,0,1
737,1,2,0,1,1,1,0,0,3,0,1
738,1,2,0,1,1,1,0,981668463,3,0,1
739,1,2,0,1,1,1,0,1075838976,3,0,1
740,1,3,0,1,1,1,0,3223322624,3,0,1
741,1,3,0,1,1,1,0,3129152111,3,0,1
742,1,3,0,1,1,1,0,0,3,0,1
743,1,3,0,1,1,1,0,981668463,1,-1,0
744,1,3,0,1,1,1,0,1075838976,1,-1,0
745,1,4,0,1,1,1,0,3223322624,3,0,1
746,1,4,0,1,1,1,0,3129152111,3,0,1
747,1,4,0,1,1,1,0,0,3,0,1
748,1,4,0,1,1,1,0,981668463,3,0,1
749,1,4,0,1,1,1,0,1075838976,3,0,1
750,0,0,1,1,1,1,0,3223322624,0,0,1
751,0,0,1,1,1,1,0,3129152111,0,0,1
752,0,0,1,1,1,1,0,0,0,0,1
753,0,0,1,1,1,1,0,981668463,0,0,1
754,0,0,1,1,1,1,0,1075838976,0,0,1
755,0,1,1,1,1,1,0,3223322624,2,0,1
756,0,1,1,1,1,1,0,3129152111,2,0,1
757,0,1,1,1,1,1,0,0,2,0,1
758,0,1,1,1,1,1,0,981668463,2,0,1
759,0,1,1,1,1,1,0,1075838976,2,0,1
760,0,2,1,1,1,1,0,3223322624,3,0,1
761,0,2,1,1,1,1,0,3129152111,3,0,1
762,0,2,1,1,1,1,0,0,3,0,1
763,0,2,1,1,1,1,0,981668463,3,0,1
764,0,2,1,1,1,1,0,1075838976,3,0,1
765,0,3,1,1,1,1,0,3223322624,3,0,1
766,0,3,1,1,1,1,0,3129152111,3,0,1
767,0,3,1,1,1,1,0,0,3,0,1
768,0,3,1,1,1,1,0,981668463,3,0,1
769,0,3,1,1,1,1,0,1075838976,3,0,1
770,0,4,1,1,1,1,0,3223322624,3,0,1
771,0,4,1,1,1,1,0,3129152111,3,0,1
772,0,4,1,1,1,1,0,0,3,0,1
773,0,4,1,1,1,1,0,981668463,3,0,1
774,0,4,1,1,1,1,0,1075838976,3,0,1
775,1,0,1,1,1,1,0,3223322624,1,-1,0
776,1,0,1,1,1,1,0,3129152111,1,-1,0
777,1,0,1,1,1,1,0,0,1,-1,0
778,1,0,1,1,1,1,0,981668463,1,-1,0
779,1,0,1,1,1,1,0,1075838976,1,-1,0
780,1,1,1,1,1,1,0,3223322624,1,-1,0
781,1,1,1,1,1,1,0,3129152111,1,-1,0
782,1,1,1,1,1,1,0,0,1,-1,0
783,1,1,1,1,1,1,0,981668463,1,-1,0
784,1,1,1,1,1,1,0,1075838976,1,-1,0
785,1,2,1,1,1,1,0,3223322624,1,-1,0
786,1,2,1,1,1,1,0,3129152111,1,-1,0
787,1,2,1,1,1,1,0,0,1,-1,0
788,1,2,1,1,1,1,0,981668463,1,-1,0
789,1,2,1,1,1,1,0,1075838976,1,-1,0
790,1,3,1,1,1,1,0,3223322624,1,-1,0
791,1,3,1,1,1,1,0,3129152111,1,-1,0
792,1,3,1,1,1,1,0,0,1,-1,0
793,1,3,1,1,1,1,0,981668463,1,-1,0
794,1,3,1,1,1,1,0,1075838976,1,-1,0
795,1,4,1,1,1,1,0,3223322624,1,-1,0
796,1,4,1,1,1,1,0,3129152111,1,-1,0
797,1,4,1,1,1,1,0,0,1,-1,0
798,1,4,1,1,1,1,0,981668463,1,-1,0
799,1,4,1,1,1,1,0,1075838976,1,-1,0
800,0,0,0,0,0,0,1,3223322624,0,0,1
801,0,0,0,0,0,0,1,3129152111,0,0,1
802,0,0,0,0,0,0,1,0,0,0,1
803,0,0,0,0,0,0,1,981668463,0,0,1
804,0,0,0,0,0,0,1,1075838976,0,0,1
805,0,1,0,0,0,0,1,3223322624,2,0,1
806,0,1,0,0,0,0,1,3129152111,2,0,1
807,0,1,0,0,0,0,1,0,2,0,1
808,0,1,0,0,0,0,1,981668463,2,0,1
809,0,1,0,0,0,0,1,1075838976,2,0,1
810,0,2,0,0,0,0,1,3223322624,3,0,1
811,0,2,0,0,0,0,1,3129152111,3,0,1
812,0,2,0,0,0,0,1,0,3,0,1
813,0,2,0,0,0,0,1,981668463,3,0,1
814,0,2,0,0,0,0,1,1075838976,3,0,1
815,0,3,0,0,0,0,1,3223322624,3,0,1
816,0,3,0,0,0,0,1,3129152111,3,0,1
817,0,3,0,0,0,0,1,0,3,0,1
818,0,3,0,0,0,0,1,981668463,3,0,1
819,0,3,0,0,0,0,1,1075838976,3,0,1
820,0,4,0,0,0,0,1,3223322624,3,0,1
821,0,4,0,0,0,0,1,3129152111,3,0,1
822,0,4,0,0,0,0,1,0,3,0,1
823,0,4,0,0,0,0,1,981668463,3,0,1
824,0,4,0,0,0,0,1,1075838976,3,0,1
825,1,0,0,0,0,0,1,3223322624,3,1,1
826,1,0,0,0,0,0,1,3129152111,3,1,1
827,1,0,0,0,0,0,1,0,3,2,1
828,1,0,0,0,0,0,1,981668463,3,2,1
829,1,0,0,0,0,0,1,1075838976,3,2,1
830,1,1,0,0,0,0,1,3223322624,2,1,1
831,1,1,0,0,0,0,1,3129152111,2,1,1
832,1,1,0,0,0,0,1,0,2,2,1
833,1,1,0,0,0,0,1,981668463,2,2,1
834,1,1,0,0,0,0,1,1075838976,2,2,1
835,1,2,0,0,0,0,1,3223322624,3,1,1
836,1,2,0,0,0,0,1,3129152111,3,1,1
837,1,2,0,0,0,0,1,0,3,2,1
838,1,2,0,0,0,0,1,981668463,3,2,1
839,1,2,0,0,0,0,1,1075838976,3,2,1
840,1,3,0,0,0,0,1,3223322624,3,1,1
841,1,3,0,0,0,0,1,3129152111,3,1,1
842,1,3,0,0,0,0,1,0,3,2,1
843,1,3,0,0,0,0,1,981668463,3,2,1
844,1,3,0,0,0,0,1,1075838976,3,2,1
845,1,4,0,0,0,0,1,3223322624,3,1,1
846,1,4,0,0,0,0,1,3129152111,3,1,1
847,1,4,0,0,0,0,1,0,3,2,1
848,1,4,0,0,0,0,1,981668463,3,2,1
849,1,4,0,0,0,0,1,1075838976,3,2,1
850,0,0,1,0,0,0,1,3223322624,0,0,1
851,0,0,1,0,0,0,1,3129152111,0,0,1
852,0,0,1,0,0,0,1,0,0,0,1
853,0,0,1,0,0,0,1,981668463,0,0,1
854,0,0,1,0,0,0,1,1075838976,0,0,1
855,0,1,1,0,0,0,1,3223322624,2,0,1
856,0,1,1,0,0,0,1,3129152111,2,0,1
857,0,1,1,0,0,0,1,0,2,0,1
858,0,1,1,0,0,0,1,981668463,2,0,1
859,0,1,1,0,0,0,1,1075838976,2,0,1
860,0,2,1,0,0,0,1,3223322624,3,0,1
861,0,2,1,0,0,0,1,3129152111,3,0,1
862,0,2,1,0,0,0,1,0,3,0,1
863,0,2,1,0,0,0,1,981668463,3,0,1
864,0,2,1,0,0,0,1,1075838976,3,0,1
865,0,3,1,0,0,0,1,3223322624,3,0,1
866,0,3,1,0,0,0,1,3129152111,3,0,1
867,0,3,1,0,0,0,1,0,3,0,1
868,0,3,1,0,0,0,1,981668463,3,0,1
869,0,3,1,0,0,0,1,1075838976,3,0,1
870,0,4,1,0,0,0,1,3223322624,3,0,1
871,0,4,1,0,0,0,1,3129152111,3,0,1
872,0,4,1,0,0,0,1,0,3,0,1
873,0,4,1,0,0,0,1,981668463,3,0,1
874,0,4,1,0,0,0,1,1075838976,3,0,1
875,1,0,1,0,0,0,1,3223322624,1,-1,0
876,1,0,1,0,0,0,1,3129152111,1,-1,0
877,1,0,1,0,0,0,1,0,1,-1,0
878,1,0,1,0,0,0,1,981668463,1,-1,0
879,1,0,1,0,0,0,1,1075838976,1,-1,0
880,1,1,1,0,0,0,1,3223322624,1,-1,0
881,1,1,1,0,0,0,1,3129152111,1,-1,0
882,1,1,1,0,0,0,1,0,1,-1,0
883,1,1,1,0,0,0,1,981668463,1,-1,0
884,1,1,1,0,0,0,1,1075838976,1,-1,0
885,1,2,1,0,0,0,1,3223322624,1,-1,0
886,1,2,1,0,0,0,1,3129152111,1,-1,0
887,1,2,1,0,0,0,1,0,1,-1,0
888,1,2,1,0,0,0,1,981668463,1,-1,0
889,1,2,1,0,0,0,1,1075838976,1,-1,0
890,1,3,1,0,0,0,1,3223322624,1,-1,0
891,1,3,1,0,0,0,1,3129152111,1,-1,0
892,1,3,1,0,0,0,1,0,1,-1,0
893,1,3,1,0,0,0,1,981668463,1,-1,0
894,1,3,1,0,0,0,1,1075838976,1,-1,0
895,1,4,1,0,0,0,1,3223322624,1,-1,0
896,1,4,1,0,0,0,1,3129152111,1,-1,0
897,1,4,1,0,0,0,1,0,1,-1,0
898,1,4,1,0,0,0,1,981668463,1,-1,0
899,1,4,1,0,0,0,1,1075838976,1,-1,0
900,0,0,0,1,0,0,1,3223322624,0,0,1
901,0,0,0,1,0,0,1,3129152111,0,0,1
902,0,0,0,1,0,0,1,0,0,0,1
903,0,0,0,1,0,0,1,981668463,0,0,1
904,0,0,0,1,0,0,1,1075838976,0,0,1
905,0,1,0,1,0,0,1,3223322624,2,0,1
906,0,1,0,1,0,0,1,3129152111,2,0,1
907,0,1,0,1,0,0,1,0,2,0,1
908,0,1,0,1,0,0,1,981668463,2,0,1
909,0,1,0,1,0,0,1,1075838976,2,0,1
910,0,2,0,1,0,0,1,3223322624,3,0,1
911,0,2,0,1,0,0,1,3129152111,3,0,1
912,0,2,0,1,0,0,1,0,3,0,1
913,0,2,0,1,0,0,1,981668463,3,0,1
914,0,2,0,1,0,0,1,1075838976,3,0,1
915,0,3,0,1,0,0,1,3223322624,3,0,1
916,0,3,0,1,0,0,1,3129152111,3,0,1
917,0,3,0,1,0,0,1,0,3,0,1
918,0,3,0,1,0,0,1,981668463,3,0,1
919,0,3,0,1,0,0,1,1075838976,3,0,1
920,0,4,0,1,0,0,1,3223322624,3,0,1
921,0,4,0,1,0,0,1,3129152111,3,0,1
922,0,4,0,1,0,0,1,0,3,0,1
923,0,4,0,1,0,0,1,981668463,3,0,1
924,0,4,0,1,0,0,1,1075838976,3,0,1
925,1,0,0,1,0,0,1,3223322624,4,2,1
926,1,0,0,1,0,0,1,3129152111,4,2,1
927,1,0,0,1,0,0,1,0,4,2,1
928,1,0,0,1,0,0,1,981668463,4,2,1
929,1,0,0,1,0,0,1,1075838976,4,2,1
930,1,1,0,1,0,0,1,3223322624,4,2,1
931,1,1,0,1,0,0,1,3129152111,4,2,1
932,1,1,0,1,0,0,1,0,4,2,1
933,1,1,0,1,0,0,1,981668463,4,2,1
934,1,1,0,1,0,0,1,1075838976,4,2,1
935,1,2,0,1,0,0,1,3223322624,4,2,1
936,1,2,0,1,0,0,1,3129152111,4,2,1
937,1,2,0,1,0,0,1,0,4,2,1
938,1,2,0,1,0,0,1,981668463,4,2,1
939,1,2,0,1,0,0,1,1075838976,4,2,1
940,1,3,0,1,0,0,1,3223322624,4,2,1
941,1,3,0,1,0,0,1,3129152111,4,2,1
942,1,3,0,1,0,0,1,0,4,2,1
943,1,3,0,1,0,0,1,981668463,4,2,1
944,1,3,0,1,0,0,1,1075838976,4,2,1
945,1,4,0,1,0,0,1,3223322624,4,2,1
946,1,4,0,1,0,0,1,3129152111,4,2,1
947,1,4,0,1,0,0,1,0,4,2,1
948,1,4,0,1,0,0,1,981668463,4,2,1
949,1,4,0,1,0,0,1,1075838976,4,2,1
950,0,0,1,1,0,0,1,3223322624,0,0,1
951,0,0,1,1,0,0,1,3129152111,0,0,1
952,0,0,1,1,0,0,1,0,0,0,1
953,0,0,1,1,0,0,1,981668463,0,0,1
954,0,0,1,1,0,0,1,1075838976,0,0,1
955,0,1,1,1,0,0,1,3223322624,2,0,1
956,0,1,1,1,0,0,1,3129152111,2,0,1
957,0,1,1,1,0,0,1,0,2,0,1
958,0,1,1,1,0,0,1,981668463,2,0,1
959,0,1,1,1,0,0,1,1075838976,2,0,1
960,0,2,1,1,0,0,1,3223322624,3,0,1
961,0,2,1,1,0,0,1,3129152111,3,0,1
962,0,2,1,1,0,0,1,0,3,0,1
963,0,2,1,1,0,0,1,981668463,3,0,1
964,0,2,1,1,0,0,1,1075838976,3,0,1
965,0,3,1,1,0,0,1,3223322624,3,0,1
966,0,3,1,1,0,0,1,3129152111,3,0,1
967,0,3,1,1,0,0,1,0,3,0,1
968,0,3,1,1,0,0,1,981668463,3,0,1
969,0,3,1,1,0,0,1,1075838976,3,0,1
970,0,4,1,1,0,0,1,3223322624,3,0,1
971,0,4,1,1,0,0,1,3129152111,3,0,1
972,0,4,1,1,0,0,1,0,3,0,1
973,0,4,1,1,0,0,1,981668463,3,0,1
974,0,4,1,1,0,0,1,1075838976,3,0,1
975,1,0,1,1,0,0,1,3223322624,1,-1,0
976,1,0,1,1,0,0,1,3129152111,1,-1,0
977,1,0,1,1,0,0,1,0,1,-1,0
978,1,0,1,1,0,0,1,981668463,1,-1,0
979,1,0,1,1,0,0,1,1075838976,1,-1,0
980,1,1,1,1,0,0,1,3223322624,1,-1,0
981,1,1,1,1,0,0,1,3129152111,1,-1,0
982,1,1,1,1,0,0,1,0,1,-1,0
983,1,1,1,1,0,0,1,981668463,1,-1,0
984,1,1,1,1,0,0,1,1075838976,1,-1,0
985,1,2,1,1,0,0,1,3223322624,1,-1,0
986,1,2,1,1,0,0,1,3129152111,1,-1,0
987,1,2,1,1,0,0,1,0,1,-1,0
988,1,2,1,1,0,0,1,981668463,1,-1,0
989,1,2,1,1,0,0,1,1075838976,1,-1,0
990,1,3,1,1,0,0,1,3223322624,1,-1,0
991,1,3,1,1,0,0,1,3129152111,1,-1,0
992,1,3,1,1,0,0,1,0,1,-1,0
993,1,3,1,1,0,0,1,981668463,1,-1,0
994,1,3,1,1,0,0,1,1075838976,1,-1,0
995,1,4,1,1,0,0,1,3223322624,1,-1,0
996,1,4,1,1,0,0,1,3129152111,1,-1,0
997,1,4,1,1,0,0,1,0,1,-1,0
998,1,4,1,1,0,0,1,981668463,1,-1,0
999,1,4,1,1,0,0,1,1075838976,1,-1,0
1000,0,0,0,0,1,0,1,3223322624,0,0,1
1001,0,0,0,0,1,0,1,3129152111,0,0,1
1002,0,0,0,0,1,0,1,0,0,0,1
1003,0,0,0,0,1,0,1,981668463,0,0,1
1004,0,0,0,0,1,0,1,1075838976,0,0,1
1005,0,1,0,0,1,0,1,3223322624,2,0,1
1006,0,1,0,0,1,0,1,3129152111,2,0,1
1007,0,1,0,0,1,0,1,0,2,0,1
1008,0,1,0,0,1,0,1,981668463,2,0,1
1009,0,1,0,0,1,0,1,1075838976,2,0,1
1010,0,2,0,0,1,0,1,3223322624,3,0,1
1011,0,2,0,0,1,0,1,3129152111,3,0,1
1012,0,2,0,0,1,0,1,0,3,0,1
1013,0,2,0,0,1,0,1,981668463,3,0,1
1014,0,2,0,0,1,0,1,1075838976,3,0,1
1015,0,3,0,0,1,0,1,3223322624,3,0,1
1016,0,3,0,0,1,0,1,3129152111,3,0,1
1017,0,3,0,0,1,0,1,0,3,0,1
1018,0,3,0,0,1,0,1,981668463,3,0,1
1019,0,3,0,0,1,0,1,1075838976,3,0,1
1020,0,4,0,0,1,0,1,3223322624,3,0,1
1021,0,4,0,0,1,0,1,3129152111,3,0,1
1022,0,4,0,0,1,0,1,0,3,0,1
1023,0,4,0,0,1,0,1,981668463,3,0,1
1024,0,4,0,0,1,0,1,1075838976,3,0,1
1025,1,0,0,0,1,0,1,3223322624,3,1,1
1026,1,0,0,0,1,0,1,3129152111,3,1,1
1027,1,0,0,0,1,0,1,0,3,2,1
1028,1,0,0,0,1,0,1,981668463,3,2,1
1029,1,0,0,0,1,0,1,1075838976,3,2,1
1030,1,1,0,0,1,0,1,3223322624,2,1,1
1031,1,1,0,0,1,0,1,3129152111,2,1,1
1032,1,1,0,0,1,0,1,0,2,2,1
1033,1,1,0,0,1,0,1,981668463,2,2,1
1034,1,1,0,0,1,0,1,1075838976,2,2,1
1035,1,2,0,0,1,0,1,3223322624,3,1,1
1036,1,2,0,0,1,0,1,3129152111,3,1,1
1037,1,2,0,0,1,0,1,0,3,2,1
1038,1,2,0,0,1,0,1,981668463,3,2,1
1039,1,2,0,0,1,0,1,1075838976,3,2,1
1040,1,3,0,0,1,0,1,3223322624,3,1,1
1041,1,3,0,0,1,0,1,3129152111,3,1,1
1042,1,3,0,0,1,0,1,0,3,2,1
1043,1,3,0,0,1,0,1,981668463,1,-1,0
1044,1,3,0,0,1,0,1,1075838976,1,-1,0
1045,1,4,0,0,1,0,1,3223322624,3,1,1
1046,1,4,0,0,1,0,1,3129152111,3,1,1
1047,1,4,0,0,1,0,1,0,3,2,1
1048,1,4,0,0,1,0,1,981668463,3,2,1
