#location_offset
kind,lat,lng,a,b,out1,out2
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1065475927,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1062318986,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,-353632621,1491652374,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1060311771,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1063946040,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,899000000,0,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1032529335,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1043886409,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1043886354,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1064343260,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,899000000,0,1060311771,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1065506622,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1060374071,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,2147483648,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1050068233,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,3210243118,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,3210243149,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1059049906,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,-899000000,0,1065506622,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,3193105987,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,1051246042,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,1062158311,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,3210768409,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,1065353223,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,1054629476,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,1799999000,3193105981,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,3193106225,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,1051245888,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,1062158227,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,3210768417,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,1065353202,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,1054629319,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,450000000,-1799999000,3193106219,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1061897150,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1065073085,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,600000000,0,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1065612103,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1042401904,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1037508298,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1037508168,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,600000000,0,1061897150,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,10,10,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,10,10,1066382129,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,10,10,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,10,10,1066066902,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,10,10,1052416376,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,10,10,3180435532,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,10,10,3180435712,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,10,10,1066383870,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,10,10,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,0,0,1054516888,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,0,0,1068652977,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,0,0,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,0,0,1073741824,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,0,0,1056945945,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,0,0,1056945945,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,0,0,1051347320,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,515080000,-1268000,1075174728,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,515080000,-1268000,1079022330,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,515080000,-1268000,2147483648,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,515080000,-1268000,1083563336,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,515080000,-1268000,1066758734,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,515080000,-1268000,1066791657,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,515080000,-1268000,1061642216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,515080000,-1268000,1075174728,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1051544626,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1041487843,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,-353632621,1491652374,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1059933234,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1055090103,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,-353632621,1491652374,3185126267,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1038519467,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,-353632621,1491652374,1051544626,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,899000000,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,-899000000,0,1056964608,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,-899000000,0,1046128280,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,-899000000,0,1060264369,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,-899000000,0,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,-899000000,0,1048557337,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,-899000000,0,1048557337,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,-899000000,0,1042958712,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,-899000000,0,1056964608,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,450000000,1799999000,1058563101,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,450000000,1799999000,1048703108,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,450000000,1799999000,1074493286,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,450000000,1799999000,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,450000000,1799999000,1066951709,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,450000000,1799999000,3201273488,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,450000000,1799999000,1045085295,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,450000000,1799999000,1058563101,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1058563101,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1048731734,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,450000000,-1799999000,3204788632,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,450000000,-1799999000,2147483648,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1066951709,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,450000000,-1799999000,3201273488,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1045085295,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,450000000,-1799999000,1058563101,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,600000000,0,1077964183,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,600000000,0,1067735692,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,600000000,0,1082527646,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,600000000,0,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,600000000,0,1086352791,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,600000000,0,1069561547,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,600000000,0,1069561547,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,600000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,600000000,0,1077964183,10
proportion_q,10,10,0,0,0,0
proportion,899000000,0,10,10,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,899000000,0,10,10,1054516888,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,899000000,0,10,10,1068652977,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,899000000,0,10,10,0,899000000
proportion_q,899000000,0,0,0,0,0
proportion,899000000,0,10,10,1073741824,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,899000000,0,10,10,1056945945,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,899000000,0,10,10,1056945945,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,899000000,0,10,10,1051347320,600000000
proportion_q,600000000,0,0,0,0,0
proportion,899000000,0,10,10,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,0,0,1070159450,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,0,0,1058753693,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,0,0,1073741824,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,0,0,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,0,0,1069552185,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,0,0,1069552185,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,0,0,1070951843,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1059242091,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1053114521,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1067630699,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,515080000,-1268000,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1064564355,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1064597783,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1065856973,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,515080000,-1268000,1059242091,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1059291369,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1065382993,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1067679977,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1075605924,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,3204912454,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1065898056,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,-353632621,1491652374,1059291369,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,899000000,0,1056964608,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,899000000,0,1061770842,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,899000000,0,1050365085,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,899000000,0,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,899000000,0,1061163577,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,899000000,0,1061163577,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,899000000,0,1062563235,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,899000000,0,1056964608,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,-899000000,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1049058208,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1054126152,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1053913022,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1057446816,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,450000000,1799999000,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,450000000,1799999000,3193146662,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1054978667,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,450000000,1799999000,1049058208,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1049058208,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1054155295,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,3182745359,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1057446816,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,3193146662,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1054978667,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,450000000,-1799999000,1049058208,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,600000000,0,1058637852,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,600000000,0,1064402768,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,600000000,0,1052395191,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,600000000,0,1067026460,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,600000000,0,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,600000000,0,1063674375,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,600000000,0,1063674375,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,600000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,600000000,0,1058637852,10
proportion_q,10,10,0,0,0,0
proportion,-899000000,0,10,10,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-899000000,0,10,10,1070159450,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-899000000,0,10,10,1058753693,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-899000000,0,10,10,1073741824,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-899000000,0,10,10,0,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-899000000,0,10,10,1069552185,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-899000000,0,10,10,1069552185,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-899000000,0,10,10,1070951843,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-899000000,0,10,10,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,0,0,3207483470,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,0,0,1050052424,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,0,0,1050880850,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,0,0,1066499434,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,0,0,2147483648,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,0,0,3042227307,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,0,0,1058495021,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3216232634,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3197473957,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3205360164,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3216577987,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,0,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,899548508,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3211250649,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,515080000,-1268000,3216232634,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,1066853232,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,3205585359,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,3192766856,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,1074392209,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,2147483648,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,3038614353,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,1049984840,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,-353632621,1491652374,1066853232,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,899000000,0,1068665988,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,899000000,0,3214314020,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,899000000,0,3194002640,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,899000000,0,1062001913,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,899000000,0,0,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,899000000,0,3049339317,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,899000000,0,1067155050,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,899000000,0,1068665988,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1060914155,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,-899000000,0,3202886790,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1051856029,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1039286954,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,-899000000,0,2147483648,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,-899000000,0,3037309873,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1052041133,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,-899000000,0,1060914155,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,450000000,1799999000,450000000,1799999000,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,450000000,1799999000,450000000,-1799999000,3381627664,0
proportion_q,0,0,0,0,0,0
proportion,450000000,1799999000,450000000,-1799999000,1229898019,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,450000000,1799999000,450000000,-1799999000,3360959451,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,450000000,1799999000,450000000,-1799999000,3371062470,899000000
proportion_q,899000000,0,0,0,0,0
