#geometry
idx,flare_sec,flare_alt,flare_effect,groundspeed,land_sinkrate,prev_lat,prev_lng,prev_alt,next_lat,next_lng,next_alt,cur_lat,cur_lng,cur_alt,slope,offset_cm,aim_lat,aim_lng,aim_alt,alt_proportion
166,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
167,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
168,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
169,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
170,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
171,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
172,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
173,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
174,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
175,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
176,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
177,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
178,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
179,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
180,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
181,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
182,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
183,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
184,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
185,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
186,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
187,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
188,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
189,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
190,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
191,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
192,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
193,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
194,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
195,1073741824,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
196,1073741824,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
197,1073741824,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
198,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
199,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
200,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
201,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
202,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
203,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
204,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
205,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
206,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
207,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
208,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
209,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
210,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
211,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
212,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
213,1073741824,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
214,1073741824,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
215,1073741824,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
216,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
217,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
218,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
219,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
220,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
221,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
222,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
223,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
224,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
225,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
226,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
227,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
228,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
229,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
230,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
231,1073741824,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
232,1073741824,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
233,1073741824,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
234,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
235,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
236,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
237,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
238,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
239,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
240,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
241,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
242,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
243,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
244,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
245,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
246,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
247,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
248,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
249,1073741824,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
250,1073741824,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
251,1073741824,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
252,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
253,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
254,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
255,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
256,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
257,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
258,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
259,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
260,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
261,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
262,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
263,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
264,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
265,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
266,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
267,1073741824,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
268,1073741824,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
269,1073741824,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
270,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
271,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
272,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
273,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
274,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
275,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
276,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
277,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
278,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
279,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
280,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
281,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
282,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
283,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
284,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
285,1073741824,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
286,1073741824,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
287,1073741824,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
288,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
289,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
290,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
291,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
292,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
293,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
294,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
295,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
296,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
297,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
298,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
299,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
300,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
301,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
302,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
303,1073741824,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028217240,-2703,-353600870,1491691307,1547,1064437698
304,1073741824,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028415170,-4490,-353600870,1491691307,1510,1060878450
305,1073741824,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437725,-12494,-353600870,1491691307,1506,1057299625
306,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
307,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
308,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
309,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
310,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
311,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
312,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
313,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
314,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
315,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
316,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
317,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
318,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
319,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
320,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
321,1073741824,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028202363,-2701,-353600867,1491691312,1549,1064437791
322,1073741824,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028413286,-4490,-353600867,1491691312,1510,1060878726
323,1073741824,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028437348,-12494,-353600867,1491691312,1506,1057299804
324,1086324736,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1027831212,-2621,-353600908,1491691261,1629,1064436707
325,1086324736,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028367852,-4471,-353600908,1491691261,1529,1060875492
326,1086324736,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028428283,-12483,-353600908,1491691261,1517,1057297709
